pk,name,country,latitude,longitude,collector,collection_date,cs_number,species
1117,Gårdby-27,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana
1118,Gårdby-28,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana
1119,Gårdby-29,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana
1120,Gårdby-30,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana
1121,Gårdby-6-165,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana
1122,Gårdby-7-169,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana
1123,Gårdby-8-171,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana
1124,Gårdby-9-174,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana
1125,Gårdby-10-178,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana
1126,Gårdby-11-180,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana
1127,Gårdby-12-184,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana
1128,Gårdby-13-187,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana
1129,Gårdby-14-190,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana
1130,Gårdby-15-193,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana
1131,Gårdby-16-195,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana
1132,Gårdby-17-198,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana
1133,Gårdby-18-201,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana
1134,Gårdby-19-205,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana
1135,Gårdby-20-208,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana
1136,Gårdby-21-211,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana
1137,Gårdby-22-213,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana
1138,Gårdby-23-217,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana
1139,Gårdby-24-220,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana
1140,Gårdby-25-222,Sweden,56.6167,16.65,Jon Ågren,,,Arabidopsis thaliana
1141,Aledal-18,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana
1142,Aledal-23,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana
1143,Aledal-24,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana
1144,Aledal-25,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana
1145,Aledal-26,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana
1146,Aledal-27,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana
1147,Aledal-28,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana
1148,Aledal-29,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana
1149,Aledal-30,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana
1150,Aledal-31,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana
1151,Aledal-32,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana
1152,Aledal-33,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana
1153,Aledal-1-34,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana
1154,Aledal-2-36,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana
1155,Aledal-3-40,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana
1156,Aledal-4-43,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana
1157,Aledal-5-46,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana
1158,Aledal-6-49,Sweden,56.7,16.5167,Jon Ågren,,CS76656,Arabidopsis thaliana
1159,Aledal-7-51,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana
1160,Aledal-8-55,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana
1161,Aledal-9-58,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana
1162,Aledal-10-60,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana
1163,Aledal-11-63,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana
1164,Aledal-12-66,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana
1165,Aledal-13-70,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana
1166,Aledal-14-73,Sweden,56.7,16.5167,Jon Ågren,,CS77651,Arabidopsis thaliana
1167,Aledal-15-75,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana
1168,Aledal-16-78,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana
1169,Aledal-17-82,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana
1170,Aledal-19-84,Sweden,56.7,16.5167,Jon Ågren,,,Arabidopsis thaliana
1171,Jul-2,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1172,Jul-14,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1173,Jul-29,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1174,Jul-31,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1175,Jul-32,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1176,Jul-33,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1177,Jul-38,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1178,Jul-39,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1179,Jul-40,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1180,Jul-45,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1181,Jul-47,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1182,Jul-64,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1183,Jul-68,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1184,Jul-70,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1185,Jul-71,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1186,Jul-72,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1187,Jul-74,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1188,Jul-77,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1189,Jul-78,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1190,Jul-79,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1191,Jul-80,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1192,Jul-84,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1193,Jul-86,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1194,Jul-87,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1195,Jul-88,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1196,Jul-89,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1197,Jul-91,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1198,Jul-93,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1199,Jul-94,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1200,Jul-99,Sweden,59.15,16.1167,Jon Ågren,,,Arabidopsis thaliana
1201,Hjä-1,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1202,Hjä-2,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1203,Hjä-4,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1204,Hjä-7,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1205,Hjä-9,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1206,Hjä-14,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1207,Hjä-16,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1208,Hjä-27,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1209,Hjä-28,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1210,Hjä-30,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1211,Hjä-40,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1212,Hjä-42,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1213,Hjä-49,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1214,Hjä-50,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1215,Hjä-52,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1216,Hjä-53,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1217,Hjä-55,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1218,Hjä-61,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1219,Hjä-63,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1220,Hjä-64,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1221,Hjä-65,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1222,Hjä-68,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1223,Hjä-69,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1224,Hjä-70,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1225,Hjä-71,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1226,Hjä-76,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1227,Hjä-86,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1228,Hjä-87,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1229,Hjä-88,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1230,Hjä-89,Sweden,59.3,15.4167,Jon Ågren,,,Arabidopsis thaliana
1231,Tos-1,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana
1232,Tos-2,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana
1233,Tos-3,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana
1234,Tos-5,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana
1235,Tos-6,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana
1236,Tos-7,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana
1237,Tos-34,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana
1238,Tos-39,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana
1239,Tos-50,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana
1240,Tos-62,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana
1241,Tos-64,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana
1242,Tos-71,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana
1243,Tos-76,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana
1244,Tos-79,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana
1245,Tos-91,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana
1246,Tos-30-371,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana
1247,Tos-31-374,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana
1248,Tos-43-375,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana
1249,Tos-46-378,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana
1250,Tos-51-380,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana
1251,Tos-58-382,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana
1252,Tos-75-384,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana
1253,Tos-80-385,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana
1254,Tos-82-387,Sweden,59.4333,17.0167,Jon Ågren,,CS77379,Arabidopsis thaliana
1255,Tos-85-389,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana
1256,Tos-93-391,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana
1257,Tos-95-393,Sweden,59.4333,17.0167,Jon Ågren,,CS77380,Arabidopsis thaliana
1258,Tos-96-395,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana
1259,Tos-97-398,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana
1260,Tos-98-400,Sweden,59.4333,17.0167,Jon Ågren,,,Arabidopsis thaliana
1261,Kö-4,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana
1262,Kö-11,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana
1263,Kö-12,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana
1264,Kö-13,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana
1265,Kö-19,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana
1266,Kö-20,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana
1267,Kö-23,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana
1268,Kö-24,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana
1269,Kö-26,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana
1270,Kö-27,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana
1271,Kö-28,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana
1272,Kö-31,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana
1273,Kö-33,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana
1274,Kö-34,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana
1275,Kö-35,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana
1276,Kö-36,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana
1277,Kö-37,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana
1278,Kö-38,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana
1279,Kö-40,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana
1280,Kö-41,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana
1281,Kö-42,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana
1282,Kö-43,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana
1283,Kö-44,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana
1284,Kö-45,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana
1285,Kö-49,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana
1286,Kö-50,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana
1287,Kö-51,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana
1288,Kö-52,Sweden,59.5167,15.9667,Jon Ågren,,,Arabidopsis thaliana
1289,Ängsö-2,Sweden,59.5667,16.8667,Jon Ågren,,,Arabidopsis thaliana
1290,Ängsö-10,Sweden,59.5667,16.8667,Jon Ågren,,,Arabidopsis thaliana
1291,Ängsö-24,Sweden,59.5667,16.8667,Jon Ågren,,,Arabidopsis thaliana
1292,Ängsö-25,Sweden,59.5667,16.8667,Jon Ågren,,,Arabidopsis thaliana
1293,Ängsö-29,Sweden,59.5667,16.8667,Jon Ågren,,,Arabidopsis thaliana
1294,Ängsö-30,Sweden,59.5667,16.8667,Jon Ågren,,,Arabidopsis thaliana
1295,Ängsö-31,Sweden,59.5667,16.8667,Jon Ågren,,,Arabidopsis thaliana
1296,Ängsö-40,Sweden,59.5667,16.8667,Jon Ågren,,,Arabidopsis thaliana
1297,Ängsö-45,Sweden,59.5667,16.8667,Jon Ågren,,,Arabidopsis thaliana
1298,Ängsö-52,Sweden,59.5667,16.8667,Jon Ågren,,,Arabidopsis thaliana
1299,Ängsö-73,Sweden,59.5667,16.8667,Jon Ågren,,,Arabidopsis thaliana
1300,Ängsö-75,Sweden,59.5667,16.8667,Jon Ågren,,,Arabidopsis thaliana
1301,Ängsö-77,Sweden,59.5667,16.8667,Jon Ågren,,,Arabidopsis thaliana
1302,Ängsö-78,Sweden,59.5667,16.8667,Jon Ågren,,,Arabidopsis thaliana
1303,Ängsö-12-402,Sweden,59.5667,16.8667,Jon Ågren,,,Arabidopsis thaliana
1304,Ängsö-22-403,Sweden,59.5667,16.8667,Jon Ågren,,,Arabidopsis thaliana
1305,Ängsö-26-405,Sweden,59.5667,16.8667,Jon Ågren,,,Arabidopsis thaliana
1306,Ängsö-28-407,Sweden,59.5667,16.8667,Jon Ågren,,,Arabidopsis thaliana
1307,Ängsö-38-410,Sweden,59.5667,16.8667,Jon Ågren,,,Arabidopsis thaliana
1308,Ängsö-42-411,Sweden,59.5667,16.8667,Jon Ågren,,,Arabidopsis thaliana
1309,Ängsö-46-413,Sweden,59.5667,16.8667,Jon Ågren,,,Arabidopsis thaliana
1310,Ängsö-47-415,Sweden,59.5667,16.8667,Jon Ågren,,,Arabidopsis thaliana
1311,Ängsö-48-417,Sweden,59.5667,16.8667,Jon Ågren,,,Arabidopsis thaliana
1312,Ängsö-57-419,Sweden,59.5667,16.8667,Jon Ågren,,,Arabidopsis thaliana
1313,Ängsö-59-422,Sweden,59.5667,16.8667,Jon Ågren,,CS77658,Arabidopsis thaliana
1314,Ängsö-61-423,Sweden,59.5667,16.8667,Jon Ågren,,,Arabidopsis thaliana
1315,Ängsö-62-426,Sweden,59.5667,16.8667,Jon Ågren,,,Arabidopsis thaliana
1316,Ängsö-70-427,Sweden,59.5667,16.8667,Jon Ågren,,,Arabidopsis thaliana
1317,Ängsö-74-430,Sweden,59.5667,16.8667,Jon Ågren,,CS76665,Arabidopsis thaliana
1318,Ängsö-80-432,Sweden,59.5667,16.8667,Jon Ågren,,,Arabidopsis thaliana
1319,He-8,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1320,He-10,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1321,He-16,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1322,He-17,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1323,He-18,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1324,He-20,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1325,He-21,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1326,He-22,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1327,He-25,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1328,He-27,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1329,He-28,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1330,He-30,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1331,He-31,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1332,He-32,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1333,He-41,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1334,He-43,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1335,He-47,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1336,He-49,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1337,He-52,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1338,He-56,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1339,He-57,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1340,He-58,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1341,He-66,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1342,He-69,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1343,He-73,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1344,He-74,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1345,He-76,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1346,He-85,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1347,He-96,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1348,He-99,Sweden,59.6833,15.75,Jon Ågren,,,Arabidopsis thaliana
1349,Ham-4,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1350,Ham-5,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1351,Ham-11,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1352,Ham-12,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1353,Ham-15,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1354,Ham-16,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1355,Ham-17,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1356,Ham-21,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1357,Ham-23,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1358,Ham-28,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1359,Ham-1-226,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1360,Ham-2-228,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1361,Ham-3-230,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1362,Ham-6-232,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1363,Ham-7-233,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1364,Ham-8-235,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1365,Ham-9-238,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1366,Ham-10-239,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1367,Ham-13-241,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1368,Ham-14-243,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1369,Ham-18-245,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1370,Ham-22-247,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1371,Ham-24-250,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1372,Ham-25-251,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1373,Ham-26-254,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1374,Ham-27-256,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1375,Ham-32-257,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1376,Ham-33-260,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1377,Ham-34-262,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1378,Ham-35-263,Sweden,59.7833,17.5833,Jon Ågren,,,Arabidopsis thaliana
1379,Stabby-1,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1380,Stabby-2,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1381,Stabby-3,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1382,Stabby-4,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1383,Stabby-5,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1384,Stabby-6,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1385,Stabby-7,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1386,Stabby-8,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1387,Stabby-9,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1388,Stabby-10,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1389,Stabby-11,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1390,Stabby-12,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1391,Stabby-13,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1392,Stabby-14,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1393,Stabby-15,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1394,Stabby-16,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1395,Stabby-17,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1396,Stabby-18,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1397,Stabby-19,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1398,Stabby-20,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1399,Stabby-21,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1400,Stabby-22,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1401,Stabby-23,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1402,Stabby-24,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1403,Stabby-25,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1404,Stabby-26,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1405,Stabby-27,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1406,Stabby-28,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1407,Stabby-29,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1408,Stabby-30,Sweden,59.8,17.5833,Jon Ågren,,,Arabidopsis thaliana
1409,Röd-38,Sweden,62.8,18.2,Jon Ågren,,,Arabidopsis thaliana
1410,Röd-39,Sweden,62.8,18.2,Jon Ågren,,,Arabidopsis thaliana
1411,Röd-40,Sweden,62.8,18.2,Jon Ågren,,,Arabidopsis thaliana
1412,Röd-41,Sweden,62.8,18.2,Jon Ågren,,,Arabidopsis thaliana
1413,Röd-42,Sweden,62.8,18.2,Jon Ågren,,,Arabidopsis thaliana
1414,Röd-43,Sweden,62.8,18.2,Jon Ågren,,,Arabidopsis thaliana
1415,Röd-44,Sweden,62.8,18.2,Jon Ågren,,,Arabidopsis thaliana
1416,Röd-45,Sweden,62.8,18.2,Jon Ågren,,,Arabidopsis thaliana
