pk,name,country,latitude,longitude,collector,collection_date,cs_number,species
5996,DraIV 6-26,Czech Republic,49.4112,16.2815,Jirina Relichov,,,Arabidopsis thaliana
5997,DraIV 6-27,Czech Republic,49.4112,16.2815,Jirina Relichov,,,Arabidopsis thaliana
5998,DraIV 6-28,Czech Republic,49.4112,16.2815,Jirina Relichov,,,Arabidopsis thaliana
5999,DraIV 6-29,Czech Republic,49.4112,16.2815,Jirina Relichov,,,Arabidopsis thaliana
6000,DraIV 6-30,Czech Republic,49.4112,16.2815,Jirina Relichov,,,Arabidopsis thaliana
6001,DraIV 6-31,Czech Republic,49.4112,16.2815,Jirina Relichov,,,Arabidopsis thaliana
6002,DraIV 6-32,Czech Republic,49.4112,16.2815,Jirina Relichov,,,Arabidopsis thaliana
6003,DraIV 6-33,Czech Republic,49.4112,16.2815,Jirina Relichov,,,Arabidopsis thaliana
6004,DraIV 6-34,Czech Republic,49.4112,16.2815,Jirina Relichov,,,Arabidopsis thaliana
6005,DraIV 6-35,Czech Republic,49.4112,16.2815,Jirina Relichov,,,Arabidopsis thaliana
6006,DraIV 6-36,Czech Republic,49.4112,16.2815,Jirina Relichov,,,Arabidopsis thaliana
6007,DraIV 6-37,Czech Republic,49.4112,16.2815,Jirina Relichov,,,Arabidopsis thaliana
6008,Duk,Czech Republic,49.1,16.2,Jirina Relichov,,CS76824,Arabidopsis thaliana
6009,Eden-1,Sweden,62.877,18.177,Magnus Nordborg,,CS76826,Arabidopsis thaliana
6010,Eden-5,Sweden,62.877,18.177,Magnus Nordborg,,CS78000,Arabidopsis thaliana
6011,Eden-6,Sweden,62.877,18.177,Magnus Nordborg,,CS76828,Arabidopsis thaliana
6012,Eden-7,Sweden,62.877,18.177,Magnus Nordborg,,CS76829,Arabidopsis thaliana
6013,Eden-9,Sweden,62.877,18.177,Magnus Nordborg,,CS76830,Arabidopsis thaliana
6014,Eden-13,Sweden,62.877,18.177,Magnus Nordborg,,,Arabidopsis thaliana
6015,Eden-14,Sweden,62.877,18.177,Magnus Nordborg,,,Arabidopsis thaliana
6016,Eds-1,Sweden,62.9,18.4,Magnus Nordborg,,CS76834,Arabidopsis thaliana
6017,Eds-9,Sweden,62.9,18.4,Magnus Nordborg,,CS76835,Arabidopsis thaliana
6018,Eds-12,Sweden,62.9,18.4,Magnus Nordborg,,,Arabidopsis thaliana
6019,Fjä1-2,Sweden,56.06,14.29,Magnus Nordborg,,CS76860,Arabidopsis thaliana
6020,Fjä1-5,Sweden,56.06,14.29,Magnus Nordborg,,CS76861,Arabidopsis thaliana
6021,Fjä2-4,Sweden,56.06,14.29,Magnus Nordborg,,CS76862,Arabidopsis thaliana
6022,Fjä2-6,Sweden,56.06,14.29,Magnus Nordborg,,CS78009,Arabidopsis thaliana
6023,Fly2-1,Sweden,55.7509,13.3712,Magnus Nordborg,,CS76863,Arabidopsis thaliana
6024,Fly2-2,Sweden,55.7509,13.3712,Magnus Nordborg,,CS76864,Arabidopsis thaliana
6025,Gro-3,Sweden,62.6437,17.7339,Magnus Nordborg,,CS76889,Arabidopsis thaliana
6026,Gro-4,Sweden,62.64375,17.73394,Magnus Nordborg,,,Arabidopsis thaliana
6027,Gro-6,Sweden,62.64375,17.73394,Magnus Nordborg,,,Arabidopsis thaliana
6028,Gro-7,Sweden,62.64375,17.73394,Magnus Nordborg,,,Arabidopsis thaliana
6029,Gro-8,Sweden,62.64375,17.73394,Magnus Nordborg,,,Arabidopsis thaliana
6030,Grön-5,Sweden,62.806,18.1896,Magnus Nordborg,,CS76893,Arabidopsis thaliana
6031,Grön-6,Sweden,62.80595,18.18958,Magnus Nordborg,,,Arabidopsis thaliana
6032,Grön-10,Sweden,62.80595,18.18958,Magnus Nordborg,,,Arabidopsis thaliana
6033,Hög-3,Sweden,62.79,17.9,Magnus Nordborg,,,Arabidopsis thaliana
6034,Hov1-7,Sweden,56.1,13.74,Magnus Nordborg,,CS76932,Arabidopsis thaliana
6035,Hov1-10,Sweden,56.1,13.74,Magnus Nordborg,,CS76931,Arabidopsis thaliana
6036,Hov3-2,Sweden,56.1,13.74,Magnus Nordborg,,CS76934,Arabidopsis thaliana
6037,Hov3-3,Sweden,56.1,13.74,Magnus Nordborg,,,Arabidopsis thaliana
6038,Hov3-5,Sweden,56.1,13.74,Magnus Nordborg,,CS76935,Arabidopsis thaliana
6039,Hovdala-2,Sweden,56.1,13.74,Torbjorn Sall,,CS76937,Arabidopsis thaliana
6040,Kni-1,Sweden,55.66,13.4,Magnus Nordborg,,CS76970,Arabidopsis thaliana
6041,Lis-3,Sweden,56.0328,14.775,Magnus Nordborg,,CS77044,Arabidopsis thaliana
6042,Lom1-1,Sweden,56.09,13.9,Magnus Nordborg,,CS77048,Arabidopsis thaliana
6043,Löv-1,Sweden,62.801,18.079,Magnus Nordborg,,CS77049,Arabidopsis thaliana
6044,Löv-3,Sweden,62.801,18.079,Magnus Nordborg,,,Arabidopsis thaliana
6045,Löv-4,Sweden,62.801,18.079,Magnus Nordborg,,,Arabidopsis thaliana
6046,Löv-5,Sweden,62.801,18.079,Magnus Nordborg,,CS77050,Arabidopsis thaliana
6047,Löv-7,Sweden,62.801,18.079,Magnus Nordborg,,,Arabidopsis thaliana
6048,Löv-10,Sweden,62.801,18.079,Magnus Nordborg,,,Arabidopsis thaliana
6049,Löv-12,Sweden,62.801,18.079,Magnus Nordborg,,,Arabidopsis thaliana
6050,Löv-13,Sweden,62.801,18.079,Magnus Nordborg,,,Arabidopsis thaliana
6051,Löv-14,Sweden,62.801,18.079,Magnus Nordborg,,,Arabidopsis thaliana
6052,Löv-15,Sweden,62.801,18.079,Magnus Nordborg,,,Arabidopsis thaliana
6053,Löv-16,Sweden,62.801,18.079,Magnus Nordborg,,,Arabidopsis thaliana
6054,Löv-19,Sweden,62.801,18.079,Magnus Nordborg,,,Arabidopsis thaliana
6055,Löv-20,Sweden,62.801,18.079,Magnus Nordborg,,,Arabidopsis thaliana
6056,Löv-21,Sweden,62.801,18.079,Magnus Nordborg,,,Arabidopsis thaliana
6057,Löv-23,Sweden,62.801,18.079,Magnus Nordborg,,,Arabidopsis thaliana
6058,Löv-24,Sweden,62.801,18.079,Magnus Nordborg,,,Arabidopsis thaliana
6059,Löv-25,Sweden,62.801,18.079,Magnus Nordborg,,,Arabidopsis thaliana
6060,Näg-7,Sweden,62.6,17.7,Magnus Nordborg,,,Arabidopsis thaliana
6061,Näg-11,Sweden,62.6,17.7,Magnus Nordborg,,,Arabidopsis thaliana
6062,Näg-14,Sweden,62.6,17.7,Magnus Nordborg,,,Arabidopsis thaliana
6063,Nyl-1,Sweden,62.96,18.28,Magnus Nordborg,,,Arabidopsis thaliana
6064,Nyl-2,Sweden,62.9513,18.2763,Magnus Nordborg,,CS77136,Arabidopsis thaliana
6065,Nyl-3,Sweden,62.96,18.28,Magnus Nordborg,,,Arabidopsis thaliana
6066,Nyl-4,Sweden,62.96,18.28,Magnus Nordborg,,,Arabidopsis thaliana
6067,Nyl-5,Sweden,62.96,18.28,Magnus Nordborg,,,Arabidopsis thaliana
6068,Nyl-6,Sweden,62.96,18.28,Magnus Nordborg,,,Arabidopsis thaliana
6069,Nyl-7,Sweden,62.9513,18.2763,Magnus Nordborg,,CS77137,Arabidopsis thaliana
6070,Omn-1,Sweden,62.9308,18.3448,Magnus Nordborg,,CS77145,Arabidopsis thaliana
6071,Omn-5,Sweden,62.9308,18.3448,Magnus Nordborg,,CS77146,Arabidopsis thaliana
6072,ÖMö1-5,Sweden,56.14,15.78,Magnus Nordborg,,,Arabidopsis thaliana
6073,ÖMö1-7,Sweden,56.1481,15.8155,Magnus Nordborg,,CS77147,Arabidopsis thaliana
6074,Ör-1,Sweden,56.4573,16.1308,Magnus Nordborg,,CS77150,Arabidopsis thaliana
6075,Ör-3,Sweden,56.45,16.11,Magnus Nordborg,,,Arabidopsis thaliana
6076,Rev-2,Sweden,55.6942,13.4504,Magnus Nordborg,,CS77215,Arabidopsis thaliana
6077,Rev-3,Sweden,55.6942,13.4504,Magnus Nordborg,,CS78030,Arabidopsis thaliana
6078,San-3,Sweden,62.69,18.0,Magnus Nordborg,,,Arabidopsis thaliana
6079,San-5,Sweden,62.69,18.0,Magnus Nordborg,,,Arabidopsis thaliana
6080,San-8,Sweden,62.69,18.0,Magnus Nordborg,,,Arabidopsis thaliana
6081,San-9,Sweden,62.69,18.0,Magnus Nordborg,,,Arabidopsis thaliana
6082,San-11,Sweden,62.69,18.0,Magnus Nordborg,,,Arabidopsis thaliana
6083,San-12,Sweden,62.69,18.0,Magnus Nordborg,,,Arabidopsis thaliana
6084,San-15,Sweden,62.69,18.0,Magnus Nordborg,,,Arabidopsis thaliana
6085,Sparta-1,Sweden,55.7097,13.2145,Magnus Nordborg,,CS77260,Arabidopsis thaliana
6086,Sr:3,Sweden,58.9,11.2,Ivo Cetl,,CS77267,Arabidopsis thaliana
6087,Stu-2,Sweden,56.4666,16.1284,Magnus Nordborg,,CS78033,Arabidopsis thaliana
6088,Stu1-1,Sweden,56.4666,16.1284,Magnus Nordborg,,CS77285,Arabidopsis thaliana
6089,Stu1-2,Sweden,56.4,16.11,Magnus Nordborg,,,Arabidopsis thaliana
6090,T1000,Sweden,55.6525,13.2197,Mattias Jakobsson,,CS77288,Arabidopsis thaliana
6091,T1010,Sweden,55.6525,13.215,Mattias Jakobsson,,CS78035,Arabidopsis thaliana
6092,T1020,Sweden,55.6514,13.2233,Mattias Jakobsson,,CS77289,Arabidopsis thaliana
6093,T1030,Sweden,55.6497,13.2203,Mattias Jakobsson,,,Arabidopsis thaliana
6094,T1040,Sweden,55.6494,13.2147,Mattias Jakobsson,,CS77290,Arabidopsis thaliana
6095,T1050,Sweden,55.6486,13.2161,Mattias Jakobsson,,CS78039,Arabidopsis thaliana
6096,T1060,Sweden,55.6472,13.2225,Mattias Jakobsson,,CS78040,Arabidopsis thaliana
6097,T1070,Sweden,55.6481,13.2264,Mattias Jakobsson,,CS77291,Arabidopsis thaliana
6098,T1080,Sweden,55.6561,13.2178,Mattias Jakobsson,,CS77292,Arabidopsis thaliana
6099,T1090,Sweden,55.6575,13.2386,Mattias Jakobsson,,CS77293,Arabidopsis thaliana
6100,T1110,Sweden,55.6,13.2,Mattias Jakobsson,,CS77294,Arabidopsis thaliana
6101,T1120,Sweden,55.6,13.2,Mattias Jakobsson,,CS78045,Arabidopsis thaliana
6102,T1130,Sweden,55.6,13.2,Mattias Jakobsson,,CS77295,Arabidopsis thaliana
6103,T1150,Sweden,55.7,13.2,Mattias Jakobsson,,,Arabidopsis thaliana
6104,T1160,Sweden,55.7,13.2,Mattias Jakobsson,,CS77296,Arabidopsis thaliana
6105,T450,Sweden,55.7967,13.1211,Mattias Jakobsson,,CS77297,Arabidopsis thaliana
6106,T460,Sweden,55.7931,13.1186,Mattias Jakobsson,,CS77298,Arabidopsis thaliana
6107,T470,Sweden,55.7942,13.1222,Mattias Jakobsson,,CS77299,Arabidopsis thaliana
6108,T480,Sweden,55.7989,13.1206,Mattias Jakobsson,,CS77300,Arabidopsis thaliana
6109,T510,Sweden,55.7936,13.1233,Mattias Jakobsson,,CS77301,Arabidopsis thaliana
6110,T520,Sweden,55.7958,13.1217,Mattias Jakobsson,,,Arabidopsis thaliana
6111,T530,Sweden,55.7989,13.1219,Mattias Jakobsson,,CS77302,Arabidopsis thaliana
6112,T540,Sweden,55.7967,13.1044,Mattias Jakobsson,,CS77303,Arabidopsis thaliana
6113,T550,Sweden,55.8078,13.1028,Mattias Jakobsson,,CS77304,Arabidopsis thaliana
6114,T570,Sweden,55.8097,13.1342,Mattias Jakobsson,,CS77305,Arabidopsis thaliana
6115,T580,Sweden,55.8,13.1367,Mattias Jakobsson,,CS77306,Arabidopsis thaliana
6116,T590,Sweden,55.8,13.1369,Mattias Jakobsson,,,Arabidopsis thaliana
6117,T600,Sweden,55.78639,13.139167,Mattias Jakobsson,,,Arabidopsis thaliana
6118,T610,Sweden,55.7,13.2,Mattias Jakobsson,,CS77307,Arabidopsis thaliana
6119,T620,Sweden,55.7,13.2,Mattias Jakobsson,,CS78060,Arabidopsis thaliana
6120,T630,Sweden,55.7,13.2,Mattias Jakobsson,,,Arabidopsis thaliana
6121,T640,Sweden,55.8422,13.3019,Mattias Jakobsson,,,Arabidopsis thaliana
6122,T670,Sweden,55.8364,13.3075,Mattias Jakobsson,,CS77308,Arabidopsis thaliana
6123,T680,Sweden,55.8369,13.3033,Mattias Jakobsson,,CS78064,Arabidopsis thaliana
6124,T690,Sweden,55.8378,13.3092,Mattias Jakobsson,,CS77309,Arabidopsis thaliana
6125,T710,Sweden,55.8403,13.3106,Mattias Jakobsson,,CS77310,Arabidopsis thaliana
6126,T720,Sweden,55.8411,13.3047,Mattias Jakobsson,,CS77311,Arabidopsis thaliana
6127,T730,Sweden,55.8428,13.3058,Mattias Jakobsson,,,Arabidopsis thaliana
6128,T740,Sweden,55.8397,13.2881,Mattias Jakobsson,,CS77313,Arabidopsis thaliana
6129,T750,Sweden,55.8544,13.2875,Mattias Jakobsson,,,Arabidopsis thaliana
6130,T770,Sweden,55.85611,13.324722,Mattias Jakobsson,,,Arabidopsis thaliana
6131,T780,Sweden,55.8369,13.3181,Mattias Jakobsson,,CS77315,Arabidopsis thaliana
6132,T790,Sweden,55.8386,13.3186,Mattias Jakobsson,,CS77316,Arabidopsis thaliana
6133,T800,Sweden,55.8364,13.2906,Mattias Jakobsson,,CS77317,Arabidopsis thaliana
6134,T810,Sweden,55.8383,13.2906,Mattias Jakobsson,,CS77318,Arabidopsis thaliana
6135,T820,Sweden,55.943333,13.552222,Mattias Jakobsson,,,Arabidopsis thaliana
6136,T840,Sweden,55.9336,13.5519,Mattias Jakobsson,,CS77319,Arabidopsis thaliana
6137,T850,Sweden,55.9419,13.5603,Mattias Jakobsson,,CS77320,Arabidopsis thaliana
6138,T860,Sweden,55.9403,13.5511,Mattias Jakobsson,,CS77321,Arabidopsis thaliana
6139,T870,Sweden,55.94,13.558056,Mattias Jakobsson,,,Arabidopsis thaliana
6140,T880,Sweden,55.9392,13.5539,Mattias Jakobsson,,CS77322,Arabidopsis thaliana
6141,T890,Sweden,55.9414,13.5542,Mattias Jakobsson,,CS78079,Arabidopsis thaliana
6142,T900,Sweden,55.9428,13.5558,Mattias Jakobsson,,CS77323,Arabidopsis thaliana
6143,T910,Sweden,55.940556,13.538333,Mattias Jakobsson,,,Arabidopsis thaliana
6144,T920,Sweden,55.9506,13.5361,Mattias Jakobsson,,,Arabidopsis thaliana
6145,T930,Sweden,55.9497,13.5533,Mattias Jakobsson,,CS77324,Arabidopsis thaliana
6146,T940,Sweden,55.9575,13.5686,Mattias Jakobsson,,,Arabidopsis thaliana
6147,T950,Sweden,55.9425,13.5675,Mattias Jakobsson,,,Arabidopsis thaliana
6148,T960,Sweden,55.9319,13.5508,Mattias Jakobsson,,CS77325,Arabidopsis thaliana
6149,T970,Sweden,55.9281,13.5481,Mattias Jakobsson,,CS77326,Arabidopsis thaliana
6150,T980,Sweden,55.9261,13.5319,Mattias Jakobsson,,CS77327,Arabidopsis thaliana
6151,T990,Sweden,55.6528,13.2244,Mattias Jakobsson,,CS77328,Arabidopsis thaliana
6152,TAA 02,Sweden,62.642223,17.7425,Mattias Jakobsson,,,Arabidopsis thaliana
6153,TAA 03,Sweden,62.6425,17.7422,Mattias Jakobsson,,CS77329,Arabidopsis thaliana
6154,TAA 04,Sweden,62.6422,17.7406,Mattias Jakobsson,,CS77330,Arabidopsis thaliana
6155,TAA 05,Sweden,62.6425,17.740833,Mattias Jakobsson,,,Arabidopsis thaliana
6156,TAA 06,Sweden,62.6425,17.740278,Mattias Jakobsson,,,Arabidopsis thaliana
6157,TAA 07,Sweden,62.642776,17.74,Mattias Jakobsson,,,Arabidopsis thaliana
6158,TAA 08,Sweden,62.6425,17.738056,Mattias Jakobsson,,,Arabidopsis thaliana
6159,TAA 10,Sweden,62.6425,17.739166,Mattias Jakobsson,,,Arabidopsis thaliana
6160,TAA 11,Sweden,62.6425,17.738333,Mattias Jakobsson,,,Arabidopsis thaliana
6161,TAA 12,Sweden,62.6425,17.73611,Mattias Jakobsson,,,Arabidopsis thaliana
6162,TAA 13,Sweden,62.642776,17.73611,Mattias Jakobsson,,,Arabidopsis thaliana
6163,TAA 14,Sweden,62.6425,17.7356,Mattias Jakobsson,,CS77331,Arabidopsis thaliana
6164,TAA 15,Sweden,62.6425,17.735834,Mattias Jakobsson,,,Arabidopsis thaliana
6165,TAA 16,Sweden,62.6425,17.73639,Mattias Jakobsson,,,Arabidopsis thaliana
6166,TAA 17,Sweden,62.6425,17.7372,Mattias Jakobsson,,CS77332,Arabidopsis thaliana
6167,TAA 18,Sweden,62.6425,17.739721,Mattias Jakobsson,,,Arabidopsis thaliana
6168,TAA 19,Sweden,62.6425,17.74,Mattias Jakobsson,,,Arabidopsis thaliana
6169,TÅD 01,Sweden,62.8714,18.3447,Mattias Jakobsson,,CS77333,Arabidopsis thaliana
6170,TÅD 02,Sweden,62.871666,18.344166,Mattias Jakobsson,,,Arabidopsis thaliana
6171,TÅD 03,Sweden,62.8717,18.3444,Mattias Jakobsson,,,Arabidopsis thaliana
6172,TÅD 04,Sweden,62.8717,18.3436,Mattias Jakobsson,,CS77335,Arabidopsis thaliana
6173,TÅD 05,Sweden,62.8717,18.3419,Mattias Jakobsson,,CS77336,Arabidopsis thaliana
6174,TÅD 06,Sweden,62.8719,18.3422,Mattias Jakobsson,,CS77337,Arabidopsis thaliana
6175,TÄL 01,Sweden,62.63222,17.69,Mattias Jakobsson,,,Arabidopsis thaliana
6176,TÄL 02,Sweden,62.63222,17.69,Mattias Jakobsson,,,Arabidopsis thaliana
6177,TÄL 03,Sweden,62.6322,17.69,Mattias Jakobsson,,CS77338,Arabidopsis thaliana
6178,TÄL 04,Sweden,62.631943,17.690556,Mattias Jakobsson,,,Arabidopsis thaliana
6179,TÄL 05,Sweden,62.631943,17.689722,Mattias Jakobsson,,,Arabidopsis thaliana
6180,TÄL 07,Sweden,62.6322,17.6906,Mattias Jakobsson,,CS77339,Arabidopsis thaliana
6181,TBL 01,Sweden,63.328335,18.485556,Mattias Jakobsson,,,Arabidopsis thaliana
6182,TBL 02,Sweden,63.328335,18.485556,Mattias Jakobsson,,,Arabidopsis thaliana
6183,TBL 03,Sweden,63.328335,18.485277,Mattias Jakobsson,,,Arabidopsis thaliana
6184,TBÖ 01,Sweden,62.8892,18.4522,Mattias Jakobsson,,CS77343,Arabidopsis thaliana
6185,TDÖ 01,Sweden,63.016666,17.491388,Mattias Jakobsson,,,Arabidopsis thaliana
6186,TDÖ 02,Sweden,63.016666,17.491388,Mattias Jakobsson,,,Arabidopsis thaliana
6187,TDÖ 03,Sweden,63.0167,17.4914,Mattias Jakobsson,,,Arabidopsis thaliana
6188,TDr-1,Sweden,55.7683,14.1386,Mattias Jakobsson,,CS77345,Arabidopsis thaliana
6189,TDr-2,Sweden,55.7686,14.1383,Mattias Jakobsson,,CS77351,Arabidopsis thaliana
6190,TDr-3,Sweden,55.7686,14.1381,Mattias Jakobsson,,,Arabidopsis thaliana
6191,TDr-4,Sweden,55.7689,14.1375,Mattias Jakobsson,,CS77352,Arabidopsis thaliana
6192,TDr-5,Sweden,55.7692,14.1369,Mattias Jakobsson,,CS77353,Arabidopsis thaliana
6193,TDr-7,Sweden,55.7694,14.1347,Mattias Jakobsson,,CS77354,Arabidopsis thaliana
6194,TDr-8,Sweden,55.7706,14.1342,Mattias Jakobsson,,CS77355,Arabidopsis thaliana
6195,TDr-9,Sweden,55.7708,14.1342,Mattias Jakobsson,,CS77356,Arabidopsis thaliana
6196,TDr-10,Sweden,55.77111,14.133056,Mattias Jakobsson,,,Arabidopsis thaliana
6197,TDr-11,Sweden,55.7714,14.1333,Mattias Jakobsson,,,Arabidopsis thaliana
6198,TDr-13,Sweden,55.7708,14.1331,Mattias Jakobsson,,CS77347,Arabidopsis thaliana
6199,TDr-14,Sweden,55.7711,14.1206,Mattias Jakobsson,,,Arabidopsis thaliana
6200,TDr-15,Sweden,55.7714,14.1214,Mattias Jakobsson,,,Arabidopsis thaliana
6201,TDr-16,Sweden,55.7719,14.1211,Mattias Jakobsson,,CS77348,Arabidopsis thaliana
6202,TDr-17,Sweden,55.7717,14.1206,Mattias Jakobsson,,CS77349,Arabidopsis thaliana
6203,TDr-18,Sweden,55.7714,14.1208,Mattias Jakobsson,,CS77350,Arabidopsis thaliana
6204,TDr-19,Sweden,55.77111,14.121111,Mattias Jakobsson,,,Arabidopsis thaliana
6205,TDr-20,Sweden,55.77139,14.120556,Mattias Jakobsson,,,Arabidopsis thaliana
6206,TDr-21,Sweden,55.770557,14.121111,Mattias Jakobsson,,,Arabidopsis thaliana
6207,TDr-22,Sweden,55.7711,14.1217,Mattias Jakobsson,,,Arabidopsis thaliana
6208,TEDEN 01,Sweden,62.88389,18.184166,Mattias Jakobsson,,,Arabidopsis thaliana
6209,TEDEN 02,Sweden,62.8836,18.1842,Mattias Jakobsson,,CS77358,Arabidopsis thaliana
6210,TEDEN 03,Sweden,62.8839,18.1836,Mattias Jakobsson,,CS77359,Arabidopsis thaliana
6211,TFÄ 01,Sweden,63.0175,18.324167,Mattias Jakobsson,,,Arabidopsis thaliana
6212,TFÄ 02,Sweden,63.0175,18.323889,Mattias Jakobsson,,,Arabidopsis thaliana
6213,TFÄ 03,Sweden,63.017223,18.324444,Mattias Jakobsson,,,Arabidopsis thaliana
6214,TFÄ 04,Sweden,63.0175,18.3281,Mattias Jakobsson,,CS78121,Arabidopsis thaliana
6215,TFÄ 05,Sweden,63.017223,18.328056,Mattias Jakobsson,,,Arabidopsis thaliana
6216,TFÄ 06,Sweden,63.0167,18.3283,Mattias Jakobsson,,CS77362,Arabidopsis thaliana
6217,TFÄ 07,Sweden,63.0169,18.3283,Mattias Jakobsson,,CS77363,Arabidopsis thaliana
6218,TFÄ 08,Sweden,63.0172,18.3283,Mattias Jakobsson,,CS77364,Arabidopsis thaliana
6219,TFÄ 09,Sweden,63.016945,18.328056,Mattias Jakobsson,,,Arabidopsis thaliana
6220,TGR 01,Sweden,62.806,18.1896,Mattias Jakobsson,,CS77365,Arabidopsis thaliana
6221,TGR 02,Sweden,62.806,18.1896,Mattias Jakobsson,,CS77366,Arabidopsis thaliana
6222,THÖ 01,Sweden,62.79889,17.901112,Mattias Jakobsson,,,Arabidopsis thaliana
6223,THÖ 04,Sweden,62.799168,17.901388,Mattias Jakobsson,,,Arabidopsis thaliana
6224,THÖ 06,Sweden,62.799446,17.9025,Mattias Jakobsson,,,Arabidopsis thaliana
6225,THÖ 07,Sweden,62.799446,17.903055,Mattias Jakobsson,,,Arabidopsis thaliana
6226,THÖ 08,Sweden,62.799446,17.903334,Mattias Jakobsson,,,Arabidopsis thaliana
6227,TLÖ 02,Sweden,62.801945,18.087223,Mattias Jakobsson,,,Arabidopsis thaliana
6228,TNY 01,Sweden,62.959446,18.285,Mattias Jakobsson,,,Arabidopsis thaliana
6229,TNY 02,Sweden,62.959446,18.285,Mattias Jakobsson,,,Arabidopsis thaliana
6230,TNY 03,Sweden,62.96,18.284445,Mattias Jakobsson,,,Arabidopsis thaliana
6231,TNY 04,Sweden,62.96,18.2844,Mattias Jakobsson,,CS77368,Arabidopsis thaliana
6232,TNY 06,Sweden,62.960278,18.285555,Mattias Jakobsson,,,Arabidopsis thaliana
6233,TNY 07,Sweden,62.960835,18.28389,Mattias Jakobsson,,,Arabidopsis thaliana
6234,TNY 08,Sweden,62.960835,18.28389,Mattias Jakobsson,,,Arabidopsis thaliana
6235,TOM 01,Sweden,62.9611,18.3589,Mattias Jakobsson,,CS77372,Arabidopsis thaliana
6236,TOM 02,Sweden,62.9617,18.36,Mattias Jakobsson,,,Arabidopsis thaliana
6237,TOM 03,Sweden,62.9619,18.35,Mattias Jakobsson,,CS77373,Arabidopsis thaliana
6238,TOM 04,Sweden,62.9619,18.35,Mattias Jakobsson,,CS77374,Arabidopsis thaliana
6239,TOM 05,Sweden,62.961945,18.360834,Mattias Jakobsson,,,Arabidopsis thaliana
6240,TOM 06,Sweden,62.9622,18.35,Mattias Jakobsson,,CS77375,Arabidopsis thaliana
6241,TOM 07,Sweden,62.9614,18.3608,Mattias Jakobsson,,CS77376,Arabidopsis thaliana
6242,Tomegap-2,Sweden,55.7,13.2,Mattias Jakobsson,,CS77377,Arabidopsis thaliana
6243,Tottarp-2,Sweden,56.27373,13.90045,Magnus Nordborg,,CS77381,Arabidopsis thaliana
6244,TRÄ 01,Sweden,62.9169,18.4728,Mattias Jakobsson,,CS77384,Arabidopsis thaliana
6245,TSA 01,Sweden,62.694443,18.0025,Mattias Jakobsson,,,Arabidopsis thaliana
6246,TSA 02,Sweden,62.694443,18.0025,Mattias Jakobsson,,,Arabidopsis thaliana
6247,TSA 04,Sweden,62.69528,18.001944,Mattias Jakobsson,,,Arabidopsis thaliana
6248,TSA 06,Sweden,62.69528,18.002222,Mattias Jakobsson,,,Arabidopsis thaliana
6249,TV-1,Sweden,55.586113,14.326389,Mattias Jakobsson,,,Arabidopsis thaliana
6250,TV-2,Sweden,55.586113,14.3321,Mattias Jakobsson,,,Arabidopsis thaliana
6251,TV-3,Sweden,55.586113,14.3321,Mattias Jakobsson,,,Arabidopsis thaliana
6252,TV-4,Sweden,55.5796,14.3336,Mattias Jakobsson,,CS78771,Arabidopsis thaliana
6253,TV-5,Sweden,55.585835,14.331778,Mattias Jakobsson,,,Arabidopsis thaliana
6254,TV-6,Sweden,55.585835,14.332056,Mattias Jakobsson,,,Arabidopsis thaliana
6255,TV-7,Sweden,55.5796,14.334,Mattias Jakobsson,,CS78772,Arabidopsis thaliana
6256,TV-8,Sweden,55.585556,14.332,Mattias Jakobsson,,,Arabidopsis thaliana
6257,TV-9,Sweden,55.585556,14.3321,Mattias Jakobsson,,,Arabidopsis thaliana
6258,TV-10,Sweden,55.5796,14.3336,Mattias Jakobsson,,CS78767,Arabidopsis thaliana
6259,TV-11,Sweden,55.585,14.3333,Mattias Jakobsson,,,Arabidopsis thaliana
6260,TV-12,Sweden,55.58472,14.3333,Mattias Jakobsson,,,Arabidopsis thaliana
6261,TV-13,Sweden,55.584446,14.3333,Mattias Jakobsson,,,Arabidopsis thaliana
6262,TV-14,Sweden,55.58389,14.334,Mattias Jakobsson,,,Arabidopsis thaliana
6263,TV-15,Sweden,55.583332,14.334,Mattias Jakobsson,,,Arabidopsis thaliana
6264,TV-17,Sweden,55.58278,14.334,Mattias Jakobsson,,,Arabidopsis thaliana
6265,TV-18,Sweden,55.582222,14.334,Mattias Jakobsson,,,Arabidopsis thaliana
6266,TV-20,Sweden,55.588055,14.33,Mattias Jakobsson,,,Arabidopsis thaliana
6267,TV-21,Sweden,55.587776,14.329723,Mattias Jakobsson,,,Arabidopsis thaliana
6268,TV-22,Sweden,55.5796,14.3336,Mattias Jakobsson,,CS78768,Arabidopsis thaliana
6269,TV-23,Sweden,55.586945,14.33,Mattias Jakobsson,,,Arabidopsis thaliana
6270,TV-24,Sweden,55.586945,14.331,Mattias Jakobsson,,,Arabidopsis thaliana
6271,TV-25,Sweden,55.586666,14.331,Mattias Jakobsson,,,Arabidopsis thaliana
6272,TV-26,Sweden,55.58861,14.329723,Mattias Jakobsson,,,Arabidopsis thaliana
6273,TV-27,Sweden,55.58889,14.329444,Mattias Jakobsson,,,Arabidopsis thaliana
6274,TV-28,Sweden,55.58917,14.329444,Mattias Jakobsson,,,Arabidopsis thaliana
6275,TV-29,Sweden,55.58972,14.338889,Mattias Jakobsson,,,Arabidopsis thaliana
6276,TV-30,Sweden,55.5796,14.3336,Mattias Jakobsson,,CS78769,Arabidopsis thaliana
