paper	phenotype	numaccessions	phenotypecategory	stressstrategy
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	X3OHP_MS	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	X4MOI3M_MS_and_allyl	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	X4MOI3M_MS	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	X4MSB_MS_and_allyl	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	X4MSB_MS	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	X4MTB_MS_and_allyl	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	X4MTB_MS	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	X4OHB_MS_and_allyl	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	X4OHB_MS	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	X5MSP_MS_and_allyl	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	X5MSP_MS	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	X7MSH_MS_and_allyl	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	X7MSH_MS	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	X7MTH_MS_and_allyl	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	X7MTH_MS	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	X8MSO_MS_and_allyl	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	X8MSO_MS	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	X8MTO_MS_and_allyl	92	Metabolite	Tolerance
Kliebenstein_Francisco_FronPlaSci_2016_PID_27313596	X8MTO_MS	92	Metabolite	Tolerance
Kollist_Brosch_PlaCelEnv_2010_PID_20082669	ozone_sensetivity	74	Development	NA
Koyama_Sadhukhan_MolPlant_2017_PID_28712931	Relative_NIP1_expression	97	Development	Tolerance
Koyama_Sadhukhan_MolPlant_2017_PID_28712931	Relative_root_length	132	Development	Avoidance
Kronforst_Nallu_NatEcoEvo_2018_PID_30076351	Average_leaf_surface_area_eaten_cm2	92	Defense	NA
Kronforst_Nallu_NatEcoEvo_2018_PID_30076351	Average_weight_gain_by_larvae_mg	92	Defense	NA
Kumar_Verslues_PlantPhys_2014_PID_24218491	Proline_mmol_g	133	Metabolite	Tolerance
Leyva_Snchez-Bermejo_NatCommun_2014_PID_25099865	As_V_tolerance	66	Metabolite	Tolerance
Li_Strauch_PNAS_2015_PID_26324904	144_M216T665	405	Metabolite	Tolerance
Li_Strauch_PNAS_2015_PID_26324904	145_M130T666	405	Metabolite	Tolerance
Li_Strauch_PNAS_2015_PID_26324904	146_M172T666	405	Metabolite	Tolerance
Linder_Branham_JHered_2016_PID_26704140	BC160	391	Metabolite	Tolerance
Linder_Branham_JHered_2016_PID_26704140	BC180	391	Metabolite	Tolerance
Linder_Branham_JHered_2016_PID_26704140	BC181	391	Metabolite	Tolerance
Linder_Branham_JHered_2016_PID_26704140	BC182	391	Metabolite	Tolerance
Linder_Branham_JHered_2016_PID_26704140	BC183	391	Metabolite	Tolerance
Linder_Branham_JHered_2016_PID_26704140	BC200	391	Metabolite	Tolerance
Linder_Branham_JHered_2016_PID_26704140	BC201	391	Metabolite	Tolerance
Linder_Branham_JHered_2016_PID_26704140	BC202	391	Metabolite	Tolerance
Linder_Branham_JHered_2016_PID_26704140	BC221	391	Metabolite	Tolerance
Linder_Branham_JHered_2016_PID_26704140	BCpl	391	Metabolite	Tolerance
Linder_Branham_JHered_2016_PID_26704140	BCpufa	391	Metabolite	Tolerance
Linder_Branham_JHered_2016_PID_26704140	BCsat	391	Metabolite	Tolerance
Linder_Branham_JHered_2016_PID_26704140	BCvlcfa	391	Metabolite	Tolerance
Linder_Branham_JHered_2016_PID_26865732	MPboxcox	391	Metabolite	NA
Linder_Morrison_G3_2014_PID_24902604	k_light_0_nutrient_0	95	Development	NA
Linder_Morrison_G3_2014_PID_24902604	k_light_0_nutrient_1	97	Development	NA
Linder_Morrison_G3_2014_PID_24902604	k_light_1_nutrient_0	97	Development	NA
Linder_Morrison_G3_2014_PID_24902604	k_light_1_nutrient_1	97	Development	NA
Linder_Morrison_G3_2014_PID_24902604	tmax_light_0_nutrient_0	95	Development	NA
Linder_Morrison_G3_2014_PID_24902604	tmax_light_0_nutrient_1	97	Development	NA
Linder_Morrison_G3_2014_PID_24902604	tmax_light_1_nutrient_0	97	Development	NA
Linder_Morrison_G3_2014_PID_24902604	tmax_light_1_nutrient_1	97	Development	NA
Ludewig_Chen_FronPlaSci_2016_PID_27507976	Fe_minus	70	Development	Avoidance
Ludewig_Chen_FronPlaSci_2016_PID_27507976	Fe_plus	76	Development	Avoidance
Ludewig_Chen_FronPlaSci_2016_PID_27507976	Fe_response	65	Development	Avoidance
Ludewig_Chen_FronPlaSci_2016_PID_27507976	Mn_minus	71	Development	Avoidance
Ludewig_Chen_FronPlaSci_2016_PID_27507976	Mn_plus	75	Development	Avoidance
Ludewig_Chen_FronPlaSci_2016_PID_27507976	Mn_response	64	Development	Avoidance
Ludewig_Chen_FronPlaSci_2016_PID_27507976	Zn_minus	70	Development	Avoidance
Ludewig_Chen_FronPlaSci_2016_PID_27507976	Zn_plus	76	Development	Avoidance
Ludewig_Chen_FronPlaSci_2016_PID_27507976	Zn_response	64	Development	Avoidance
Ludewig_Stetter_PlosOne_2015_PID_25781967	density_deficiency	139	Development	Avoidance
Ludewig_Stetter_PlosOne_2015_PID_25781967	denstiy_control	139	Development	Avoidance
Ludewig_Stetter_PlosOne_2015_PID_25781967	length_control	139	Development	Avoidance
Ludewig_Stetter_PlosOne_2015_PID_25781967	length_deficiency	139	Development	Avoidance
Maloof_Filiault_PlosGen_2012_PID_22438834	high_RFR	176	Development	Avoidance
Maloof_Filiault_PlosGen_2012_PID_22438834	low_RFR_response	176	Development	Avoidance
Maloof_Filiault_PlosGen_2012_PID_22438834	low_RFR	176	Development	Avoidance
Maloof_Filiault_PlosGen_2012_PID_22438834	resid	176	Development	Avoidance
Maloof_Filiault_PlosGen_2012_PID_22438834	slope	176	Development	Avoidance
Marino_Sarasketa_JExpBot_2014_PID_25205573	AA_NH4_fed	39	Development	Avoidance
Marino_Sarasketa_JExpBot_2014_PID_25205573	AA_NO3_fed	39	Development	Avoidance
Marino_Sarasketa_JExpBot_2014_PID_25205573	GDH_animating_NH4_fed	39	Development	Avoidance
Marino_Sarasketa_JExpBot_2014_PID_25205573	GDH_animating_NO3_fed	39	Development	Avoidance
Marino_Sarasketa_JExpBot_2014_PID_25205573	GDH_deaminating_NH4_fed	39	Development	Avoidance
Marino_Sarasketa_JExpBot_2014_PID_25205573	GDH_deaminating_NO3_fed	39	Development	Avoidance
Marino_Sarasketa_JExpBot_2014_PID_25205573	GS_activity_NH4_fed	39	Development	Avoidance
Marino_Sarasketa_JExpBot_2014_PID_25205573	GS_activity_NO3_fed	39	Development	Avoidance
Marino_Sarasketa_JExpBot_2014_PID_25205573	NH4_content_NH4_fed	39	Development	Avoidance
Marino_Sarasketa_JExpBot_2014_PID_25205573	NH4_content_NO3_fed	39	Development	Avoidance
Marino_Sarasketa_JExpBot_2014_PID_25205573	NR_activity_NH4_fed	39	Development	Avoidance
Marino_Sarasketa_JExpBot_2014_PID_25205573	NR_activity_NO3_fed	39	Development	Avoidance
Maurel_Tang_NatCommun_2018_PID_30250259	root_hydraulic_conductivity	169	Development	Avoidance
Meaux_Dittberner_MolEcol_2018_PID_30118161	Delta_13C	261	Development	Avoidance
Meaux_Dittberner_MolEcol_2018_PID_30118161	leafsize	330	Development	Avoidance
Meaux_Dittberner_MolEcol_2018_PID_30118161	stomata_density	330	Development	Avoidance
Meaux_Dittberner_MolEcol_2018_PID_30118161	stomatasize	330	Development	Avoidance
Mena_Delgado_AnnBot_2011_PID_21447490	Cotyledon_area	40	Development	Avoidance
Mena_Delgado_AnnBot_2011_PID_21447490	First_leaf_area	40	Development	Avoidance
Mena_Delgado_AnnBot_2011_PID_21447490	LA_vs_CA	40	Development	Avoidance
Mena_Delgado_AnnBot_2011_PID_21447490	Pavement_cell_density_in_cotyledon	55	Development	Avoidance
Mena_Delgado_AnnBot_2011_PID_21447490	Pavement_cell_density_in_first_leaf	55	Development	Avoidance
Mena_Delgado_AnnBot_2011_PID_21447490	PDL_vs_PDC	55	Development	Avoidance
Mena_Delgado_AnnBot_2011_PID_21447490	SDL_vs_SDC	55	Development	Avoidance
Mena_Delgado_AnnBot_2011_PID_21447490	SIL_vs_SIC	55	Development	Avoidance
Mena_Delgado_AnnBot_2011_PID_21447490	Stomatal_density_in_cotyledon	55	Development	Avoidance
Mena_Delgado_AnnBot_2011_PID_21447490	Stomatal_density_in_first_leaf	55	Development	Avoidance
Mena_Delgado_AnnBot_2011_PID_21447490	Stomatal_index_in_cotyledon	55	Development	Avoidance
Mena_Delgado_AnnBot_2011_PID_21447490	Stomatal_index_in_first_leaf	55	Development	Avoidance
Nordborg_Aranzana_PlosGen_2005_PID_16292355	avrB	84	Defense	NA
Nordborg_Aranzana_PlosGen_2005_PID_16292355	avrPph3	88	Defense	NA
Nordborg_Aranzana_PlosGen_2005_PID_16292355	avrRpm1	82	Defense	NA
Nordborg_Aranzana_PlosGen_2005_PID_16292355	avrRpt2	87	Defense	NA
Nordborg_Aranzana_PlosGen_2005_PID_16292355	FT	92	Reproduction	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	1_FT_Diameter_Field	180	Reproduction	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	10_Bs	175	Defense	NA
Nordborg_Atwell_Nature_2010_PID_20336072	100_4W	119	Reproduction	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	101_Li7	93	Ionomics	Tolerance
Nordborg_Atwell_Nature_2010_PID_20336072	102_FT22	193	Reproduction	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	103_As2	175	Defense	NA
Nordborg_Atwell_Nature_2010_PID_20336072	104_SDV	159	Reproduction	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	105_Mg25	93	Ionomics	Tolerance
Nordborg_Atwell_Nature_2010_PID_20336072	106_Secondary_Dormancy	93	Development	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	107_As	175	Defense	NA
Nordborg_Atwell_Nature_2010_PID_20336072	11_2W	152	Reproduction	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	12_Rosette_Erect_22	176	Development	NA
Nordborg_Atwell_Nature_2010_PID_20336072	13_Cd114	93	Ionomics	Tolerance
Nordborg_Atwell_Nature_2010_PID_20336072	14_Width_16	175	Development	Avoidance
Nordborg_Atwell_Nature_2010_PID_20336072	15_Storage_28_days	110	Development	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	16_LY	95	Development	NA
Nordborg_Atwell_Nature_2010_PID_20336072	17_avrRpm1	84	Defense	NA
Nordborg_Atwell_Nature_2010_PID_20336072	18_Width_10	176	Development	Avoidance
Nordborg_Atwell_Nature_2010_PID_20336072	19_Chlorosis_22	176	Development	NA
Nordborg_Atwell_Nature_2010_PID_20336072	2_At2_CFU2	175	Defense	NA
Nordborg_Atwell_Nature_2010_PID_20336072	20_Storage_7_days	110	Development	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	21_As2_CFU2	175	Defense	NA
Nordborg_Atwell_Nature_2010_PID_20336072	22_Co59	93	Ionomics	Tolerance
Nordborg_Atwell_Nature_2010_PID_20336072	23_FW	95	Development	Avoidance
Nordborg_Atwell_Nature_2010_PID_20336072	24_Cu65	93	Ionomics	Tolerance
Nordborg_Atwell_Nature_2010_PID_20336072	25_Bacterial_titer	95	Defense	NA
Nordborg_Atwell_Nature_2010_PID_20336072	26_Width_22	175	Development	Avoidance
Nordborg_Atwell_Nature_2010_PID_20336072	27_Storage_56_days	110	Development	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	28_YEL	95	Development	NA
Nordborg_Atwell_Nature_2010_PID_20336072	29_FLC	167	Development	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	3_Leaf_serr_16	176	Development	Avoidance
Nordborg_Atwell_Nature_2010_PID_20336072	30_FT16	193	Reproduction	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	31_FT10	194	Reproduction	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	32_FT_Duration_GH	147	Reproduction	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	33_Se82	93	Ionomics	Tolerance
Nordborg_Atwell_Nature_2010_PID_20336072	34_LDV	168	Reproduction	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	35_Noco2	87	Defense	NA
Nordborg_Atwell_Nature_2010_PID_20336072	36_8W_GH_LN	163	Reproduction	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	37_0W	137	Reproduction	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	38_MT_GH	147	Development	NA
Nordborg_Atwell_Nature_2010_PID_20336072	39_After_Vern_Growth	110	Development	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	4_Seed_bank_133_91	110	Development	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	40_Aphid_number	94	Defense	NA
Nordborg_Atwell_Nature_2010_PID_20336072	41_LN22	176	Reproduction	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	42_Bs_CFU2	175	Defense	NA
Nordborg_Atwell_Nature_2010_PID_20336072	43_avrRpt2	89	Defense	NA
Nordborg_Atwell_Nature_2010_PID_20336072	44_Hypocotyl_length	89	Development	Avoidance
Nordborg_Atwell_Nature_2010_PID_20336072	45_Germ_22	177	Development	Avoidance
Nordborg_Atwell_Nature_2010_PID_20336072	46_Leaf_roll_22	176	Development	Avoidance
Nordborg_Atwell_Nature_2010_PID_20336072	47_SD	162	Reproduction	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	48_8W	155	Reproduction	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	49_FT_GH	166	Reproduction	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	5_Na23	93	Ionomics	Tolerance
Nordborg_Atwell_Nature_2010_PID_20336072	50_DSDS50	109	Development	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	51_Ca43	93	Ionomics	Tolerance
Nordborg_Atwell_Nature_2010_PID_20336072	52_LC_Duration_GH	147	Development	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	53_0W_GH_FT	153	Reproduction	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	54_B11	93	Ionomics	Tolerance
Nordborg_Atwell_Nature_2010_PID_20336072	55_Chlorosis_10	177	Development	NA
Nordborg_Atwell_Nature_2010_PID_20336072	56_RP_GH	147	Development	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	57_Chlorosis_16	176	Development	NA
Nordborg_Atwell_Nature_2010_PID_20336072	58_LFS_GH	148	Development	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	59_Germ_10	177	Development	Avoidance
Nordborg_Atwell_Nature_2010_PID_20336072	6_Leaf_serr_10	174	Development	Avoidance
Nordborg_Atwell_Nature_2010_PID_20336072	60_Germ_16	176	Development	Avoidance
Nordborg_Atwell_Nature_2010_PID_20336072	61_Anthocyanin_16	176	Metabolite	Tolerance
Nordborg_Atwell_Nature_2010_PID_20336072	62_Anthocyanin_10	177	Metabolite	Tolerance
Nordborg_Atwell_Nature_2010_PID_20336072	63_At1_CFU2	175	Defense	NA
Nordborg_Atwell_Nature_2010_PID_20336072	64_Ni60	93	Ionomics	Tolerance
Nordborg_Atwell_Nature_2010_PID_20336072	65_P31	93	Ionomics	Tolerance
Nordborg_Atwell_Nature_2010_PID_20336072	66_Emwa1	85	Defense	NA
Nordborg_Atwell_Nature_2010_PID_20336072	67_As75	93	Defense	NA
Nordborg_Atwell_Nature_2010_PID_20336072	68_Germ_in_dark	93	Development	Avoidance
Nordborg_Atwell_Nature_2010_PID_20336072	69_FRI	164	Reproduction	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	7_Emco5	86	Defense	NA
Nordborg_Atwell_Nature_2010_PID_20336072	70_As_CFU2	175	Defense	NA
Nordborg_Atwell_Nature_2010_PID_20336072	71_Trichome_avg_C	94	Development	Avoidance
Nordborg_Atwell_Nature_2010_PID_20336072	72_Vern_Growth	110	Development	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	73_Mo98	93	Ionomics	Tolerance
Nordborg_Atwell_Nature_2010_PID_20336072	74_Hiks1	84	Defense	NA
Nordborg_Atwell_Nature_2010_PID_20336072	75_Anthocyanin_22	177	Metabolite	Tolerance
Nordborg_Atwell_Nature_2010_PID_20336072	76_Zn66	93	Ionomics	Tolerance
Nordborg_Atwell_Nature_2010_PID_20336072	77_Trichome_avg_JA	94	Development	Avoidance
Nordborg_Atwell_Nature_2010_PID_20336072	78_LES	95	Development	NA
Nordborg_Atwell_Nature_2010_PID_20336072	79_Silique_16	95	Development	Avoidance
Nordborg_Atwell_Nature_2010_PID_20336072	8_Leaf_roll_16	176	Development	Avoidance
Nordborg_Atwell_Nature_2010_PID_20336072	80_Emoy	76	Defense	NA
Nordborg_Atwell_Nature_2010_PID_20336072	81_K39	93	Ionomics	Tolerance
Nordborg_Atwell_Nature_2010_PID_20336072	82_0W_GH_LN	135	Reproduction	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	83_At2	175	Defense	NA
Nordborg_Atwell_Nature_2010_PID_20336072	84_At1	175	Defense	NA
Nordborg_Atwell_Nature_2010_PID_20336072	85_LN10	177	Reproduction	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	86_FT_Field	180	Reproduction	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	87_LN16	176	Reproduction	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	88_avrB	87	Defense	NA
Nordborg_Atwell_Nature_2010_PID_20336072	89_LD	167	Reproduction	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	9_Leaf_roll_10	177	Development	Avoidance
Nordborg_Atwell_Nature_2010_PID_20336072	90_Seedling_Growth	100	Development	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	91_S34	93	Ionomics	Tolerance
Nordborg_Atwell_Nature_2010_PID_20336072	92_Leaf_serr_22	176	Development	Avoidance
Nordborg_Atwell_Nature_2010_PID_20336072	93_DW	95	Development	Avoidance
Nordborg_Atwell_Nature_2010_PID_20336072	94_Seed_Dormancy	83	Development	Escape
Nordborg_Atwell_Nature_2010_PID_20336072	95_Mn55	93	Ionomics	Tolerance
Nordborg_Atwell_Nature_2010_PID_20336072	96_Silique_22	95	Development	Avoidance
Nordborg_Atwell_Nature_2010_PID_20336072	97_avrPphB	90	Defense	NA
Nordborg_Atwell_Nature_2010_PID_20336072	98_Fe56	93	Ionomics	Tolerance
Nordborg_Atwell_Nature_2010_PID_20336072	99_8W_GH_FT	162	Reproduction	Escape
Nordborg_Horton_PlaCelEnv_2016_PID_27487257	freezing_survival	470	Development	Avoidance
Nordborg_Kerdaffrec_Elife_2016_PID_27966430	294_Germination_rate_21C	161	Development	Escape
Nordborg_Kerdaffrec_PlosOne_2017_PID_29281703	315_GR21_warm	92	Development	Escape
Nordborg_Kerdaffrec_PlosOne_2017_PID_29281703	316_GR21_cold	92	Development	Escape
Nordborg_Kerdaffrec_PlosOne_2017_PID_29281703	320_GR63_warm	92	Development	Escape
Nordborg_Kerdaffrec_PlosOne_2017_PID_29281703	325_GR105_cold	92	Development	Escape
Nordborg_Kerdaffrec_PlosOne_2017_PID_29281703	326_GR63_cold	92	Development	Escape
Nordborg_Long_NatGen_2013_PID_23793030	DNA_content_mean	129	Development	Avoidance
Pecinka_Piofczyk_PlaPhyBioc_2015_PID_25656510	BiomassUV	334	Development	Avoidance
Pecinka_Piofczyk_PlaPhyBioc_2015_PID_25656510	LeafareaUV	334	Development	Avoidance
Pecinka_Piofczyk_PlaPhyBioc_2015_PID_25656510	LeaflengthUV	334	Development	Avoidance
Pico_Manzano-Piedras_PlosOne_2014_PID_24498381	Fitness	164	Development	NA
Pico_Manzano-Piedras_PlosOne_2014_PID_24498381	Flowering_time	164	Reproduction	Escape
Pico_Manzano-Piedras_PlosOne_2014_PID_24498381	Fruit_production	164	Development	NA
Pico_Manzano-Piedras_PlosOne_2014_PID_24498381	Germination_10C	164	Development	Avoidance
Pico_Manzano-Piedras_PlosOne_2014_PID_24498381	Germination_22C	164	Development	Avoidance
Pico_Manzano-Piedras_PlosOne_2014_PID_24498381	Germination_30C	164	Development	Escape
Pico_Manzano-Piedras_PlosOne_2014_PID_24498381	Number_of_adults	164	Development	Avoidance
Pico_Manzano-Piedras_PlosOne_2014_PID_24498381	Number_of_rosettes	164	Development	Avoidance
Pico_Manzano-Piedras_PlosOne_2014_PID_24498381	Seed_Weight	164	Development	Escape
Pieterse_Coolen_Planta_2018_PID_30547240	Bc	334	Development	Avoidance
Pieterse_Coolen_Planta_2018_PID_30547240	Dr_plus_Bc_residuals	334	Development	Avoidance
Pieterse_Coolen_Planta_2018_PID_30547240	Dr_plus_Bc	334	Development	Avoidance
Pieterse_Coolen_Planta_2018_PID_30547240	Pr_plus_Bc_residuals	334	Development	Avoidance
Pieterse_Coolen_Planta_2018_PID_30547240	Pr_plus_Bc	334	Development	Avoidance
Pieterse_Proietti_PlaCelEnv_2018_PID_29852537	log2_PDF1_2_MeJA_and_ABA_vs_PDF1_2_MeJA	339	Development	Avoidance
Pieterse_Proietti_PlaCelEnv_2018_PID_29852537	log2_PDF1_2_MeJA_and_SA_vs_PDF1_2_MeJA	339	Development	Avoidance
Pieterse_Proietti_PlaCelEnv_2018_PID_29852537	log2_PDF1_2_vs_PPA2_MeJA_and_ABA	339	Development	Avoidance
Pieterse_Wintermans_PlaMolBio_2016_PID_26830772	delta_Lateral_root_formation	291	Development	Tolerance
Pieterse_Wintermans_PlaMolBio_2016_PID_26830772	delta_Primary_root_length	278	Development	Tolerance
Pieterse_Wintermans_PlaMolBio_2016_PID_26830772	delta_Shoot_fresh_weight	277	Development	Tolerance
Raffaele_Badet_NewPyhtol_2018_PID_30393937	post_S_sclerotiorum_infection	100	Development	NA
Riha_Fulcher_Genetics_2015_PID_25488978	Telomere_Terminal_restriction_fragments	224	Development	NA
Roby_Debieu_MolPlaPath_2016_PID_26212639	Xcc12824	380	Defense	NA
Roby_Debieu_MolPlaPath_2016_PID_26212639	Xcc6943	171	Defense	NA
Roby_Huard-Chauveau_PlosGen_2013_PID_24068949	Xanthomonas_campestris_10dpi	381	Defense	NA
Roby_Huard-Chauveau_PlosGen_2013_PID_24068949	Xanthomonas_campestris_5dpi	381	Defense	NA
Roby_Huard-Chauveau_PlosGen_2013_PID_24068949	Xanthomonas_campestris_7dpi	381	Defense	NA
Rouached_Bouain_PlosGen_2018_PID_29608565	grown_on_zinc_deficiency_mean_Total_length_day001	190	Development	Avoidance
Rouached_Bouain_PlosGen_2018_PID_29608565	grown_on_zinc_deficiency_mean_Total_length_day002	230	Development	Avoidance
Rouached_Bouain_PlosGen_2018_PID_29608565	grown_on_zinc_deficiency_mean_Total_length_day003	230	Development	Avoidance
Rouached_Bouain_PlosGen_2018_PID_29608565	grown_on_zinc_deficiency_mean_Total_length_day004	231	Development	Avoidance
Rouached_Bouain_PlosGen_2018_PID_29608565	grown_on_zinc_deficiency_mean_Total_length_day005	229	Development	Avoidance
Rouached_Bouain_PlosGen_2018_PID_29608565	grown_on_zinc_deficiency_mean_Total_length_day006	231	Development	Avoidance
Rouached_Bouain_PlosGen_2018_PID_29608565	grown_on_zinc_deficiency_mean_Total_length_day007	231	Development	Avoidance
Rouached_Bouain_PlosGen_2018_PID_29608565	mean_Total_length_day001	230	Development	Avoidance
Rouached_Bouain_PlosGen_2018_PID_29608565	mean_Total_length_day002	230	Development	Avoidance
Rouached_Bouain_PlosGen_2018_PID_29608565	mean_Total_length_day003	231	Development	Avoidance
Rouached_Bouain_PlosGen_2018_PID_29608565	mean_Total_length_day004	231	Development	Avoidance
Rouached_Bouain_PlosGen_2018_PID_29608565	mean_Total_length_day005	231	Development	Avoidance
Rouached_Bouain_PlosGen_2018_PID_29608565	mean_Total_length_day006	231	Development	Avoidance
Rouached_Bouain_PlosGen_2018_PID_29608565	mean_Total_length_day007	231	Development	Avoidance
Salt_Baxter_PlosGen_2010_PID_21085628	271_Na23	345	Ionomics	Avoidance
Salt_Baxter_PlosOne_2012_PID_22558123	269_Li7	345	Ionomics	Tolerance
Salt_Baxter_PlosOne_2012_PID_22558123	270_B11	345	Ionomics	Tolerance
Salt_Baxter_PlosOne_2012_PID_22558123	272_Mg25	345	Ionomics	Tolerance
Salt_Baxter_PlosOne_2012_PID_22558123	273_P31	345	Ionomics	Tolerance
Salt_Baxter_PlosOne_2012_PID_22558123	274_S34	345	Ionomics	Tolerance
Salt_Baxter_PlosOne_2012_PID_22558123	276_Ca43	345	Ionomics	Tolerance
Salt_Baxter_PlosOne_2012_PID_22558123	277_Mn55	345	Ionomics	Tolerance
Salt_Baxter_PlosOne_2012_PID_22558123	278_Fe57	345	Ionomics	Tolerance
Salt_Baxter_PlosOne_2012_PID_22558123	279_Co59	345	Ionomics	Tolerance
Salt_Baxter_PlosOne_2012_PID_22558123	280_Ni60	345	Ionomics	Tolerance
Salt_Baxter_PlosOne_2012_PID_22558123	281_Cu65	345	Ionomics	Tolerance
Salt_Baxter_PlosOne_2012_PID_22558123	284_Se82	345	Ionomics	Tolerance
Salt_Baxter_PlosOne_2012_PID_22558123	285_Rb85	345	Ionomics	Tolerance
Salt_Busoms_PNAS_2018_PID_30530653	Sodium	953	Ionomics	Tolerance
Salt_Chao_PlosBio_2014_PID_25464340	283_As75	345	Defense	NA
Salt_Chao_Science_2013_PID_23887874	275_K39	345	Ionomics	Tolerance
Sasidharan_Vashisht_NewPyhtol_2011_PID_21108648	Weib_all_LT50control	81	Development	NA
Sasidharan_Vashisht_NewPyhtol_2011_PID_21108648	Weib_all_LT50submerged	81	Development	NA
Seo_Yano_PlantJ_2013_PID_23464703	germination_3days	116	Development	Escape
Seo_Yano_PlantJ_2013_PID_23464703	germination_7days	116	Development	Escape
Siddique_Anwer_JExpBot_2018_PID_29378065	sex_ratio	132	Defense	NA
Smant_Warmerdam_NewPyhtol_2018_PID_29468687	number_of_egg_masses	328	Defense	NA
Staskawicz_Krasileva_PlosOne_2011_PID_22194907	Cala2_cotyledons	70	Defense	NA
Staskawicz_Krasileva_PlosOne_2011_PID_22194907	Cala2_true_leaves	69	Defense	NA
Staskawicz_Krasileva_PlosOne_2011_PID_22194907	Emco5_cotyledons	79	Defense	NA
Staskawicz_Krasileva_PlosOne_2011_PID_22194907	Emco5_true_leaves	69	Defense	NA
Staskawicz_Krasileva_PlosOne_2011_PID_22194907	Emoy2_cotyledons	79	Defense	NA
Staskawicz_Krasileva_PlosOne_2011_PID_22194907	Emoy2_true_leaves	70	Defense	NA
Staskawicz_Krasileva_PlosOne_2011_PID_22194907	Emwa1_cotyledons	79	Defense	NA
Staskawicz_Krasileva_PlosOne_2011_PID_22194907	Emwa1_true_leaves	78	Defense	NA
Staskawicz_Krasileva_PlosOne_2011_PID_22194907	Maks9_cotyledons	75	Defense	NA
Staskawicz_Krasileva_PlosOne_2011_PID_22194907	Maks9_true_leaves	65	Defense	NA
Stracke_Ishihara_JExpBot_2016_PID_26717955	F3GG7R	77	Metabolite	Tolerance
