id,FT_Manzano.Piedras_2014,FT16_1001GC_2016,FT10_1001GC_2016,FT_Vidigal_2016,FT_Kooke_2016,FT_Aranzana_2005,FT10_Atwell_2010,FT16_Atwell_2010,FT_mhi,FT_mhp,FT_mli,FT_mlp,FT_thi,FT_thp,FT_tli,FT_tlp
2081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2171,79,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202,97.75,96.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2276,83,84.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2278,79.25,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2317,77,53.5,NA,109.2857143,109.8,113.75,123,157.5714286,154.2,162.5714286,165,NA,NA,NA,NA,NA
2370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4779,68.6666666667,50.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4807,79.75,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4826,60,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4884,70.25,49.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4900,71,50.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4958,91.25,100.25,NA,124,126.6,135,135,166.4285714,156.2,166.6666667,167,NA,NA,NA,NA,NA
5023,61,43.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5104,60,40.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5151,81.75,73.66666667,NA,120,126,126.5,-9,164.8571429,165.6,166.6,-9,NA,NA,NA,NA,NA
5165,86.5,81.75,NA,116.8571429,117.25,123,135,165.4285714,164.6,166.5,-9,NA,NA,NA,NA,NA
5210,96,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5236,58.5,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5253,62.75,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5276,74.5,49.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5349,92,97.33333333,NA,117.8571429,121.75,127,133.25,165,167.1428571,166.3333333,-9,NA,NA,NA,NA,NA
5353,71,62.5,NA,117.1428571,114,122,124.5,160.4285714,157.8,165.1666667,168.25,NA,NA,NA,NA,NA
5395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5486,60.5,37.5,NA,109.1666667,114.6666667,134.3333333,133,162,164.2,165.5,153.5,NA,NA,NA,NA,NA
5577,66.75,51,NA,113.1666667,110.5,-9,144,156.4285714,148,162,167,NA,NA,NA,NA,NA
5644,60.75,46.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5720,92,63.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5726,74,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5741,97.25,88.5,NA,127,138,144,105,168.375,168,170.5,-9,NA,NA,NA,NA,NA
5748,60.75,41.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5757,87.75,66.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5768,96.25,85,NA,119.8333333,128,133.5,139,173,168.25,164,167,NA,NA,NA,NA,NA
5772,66.75,49,NA,106.2857143,99.66666667,107.25,-9,154.3333333,158.2,159.8333333,167,NA,NA,NA,NA,NA
5776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5779,90.5,67,NA,117.4285714,125,126,140,165.4285714,167.2,165.6666667,172,NA,NA,NA,NA,NA
5784,101.75,69.25,NA,125.1666667,127,136.6666667,140,167.5714286,163.25,167.6666667,167,NA,NA,NA,NA,NA
5798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5800,61.75,39,NA,107.3333333,110.4,117.5,136.5,160.7142857,163,165,172,NA,NA,NA,NA,NA
5811,72,46,NA,115,117.5,128,133,162.1428571,162.2,165.5,167,NA,NA,NA,NA,NA
5822,112.75,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5830,97.75,75.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5831,99.5,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5832,88.5,87.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.66666667,NA,NA,NA,NA
5836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5837,80.5,55.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,41.8,50,57,NA
5856,119,NA,NA,130.1666667,129.5,134,136,167.6666667,161,172,-9,NA,NA,NA,NA,NA
5860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5865,109.75,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5867,130.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5874,78,69.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5890,78.25,55.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5893,73.75,64.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5907,66.5,48.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5921,82.5,55.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5950,81.25,65.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5984,66.75,41.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5993,82.5,64.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6008,73.5,43,NA,111.5714286,112,109.3333333,122,161,156,163.4,-9,12.66666667,NA,41,60,NA
6009,103,113.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,151,98,NA
6010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6011,97.3333333333,112.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6012,102,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6013,93.75,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6016,87.3333333333,83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,75,NA
6017,96.5,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6019,103.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5,NA,NA,NA,NA
6020,94,87.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.33333333,NA,NA,NA,NA
6021,94.25,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6023,93.75,89.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6024,106.75,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6025,129.25,NA,NA,123.1666667,127.75,121.3333333,136.6666667,165,163,166.6,165,NA,NA,NA,NA,NA
6030,107.25,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6034,102.75,80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6035,83,73.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6036,94.25,86.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6038,91.25,77.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6039,91,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA
6040,93.25,82.5,NA,125.125,129,141.5,147,164.8571429,170,169.3333333,-9,NA,NA,92,71,NA
6041,78.75,51.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6042,63.5,43,NA,111.1666667,103.5,108,140,153.1666667,152,159,-9,10.66666667,NA,35,56,NA
6043,110,130.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,90,NA
6046,117.25,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.33333333,200,150,93,NA
6064,103.6666666667,129.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,96,NA
6069,107.25,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6070,106.75,119.3333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6071,120.75,139.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6073,102.25,96.5,NA,125.8571429,124.25,132.2,-9,167.1428571,168,167,-9,NA,NA,NA,NA,NA
6074,101,85.75,NA,118.3333333,124.4,128.6666667,-9,164.6666667,165.2,167,-9,37,NA,97,91,NA
6076,121.5,110.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.5,NA,NA,NA,NA
6077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6085,124.25,128,NA,126.7142857,126,144,-9,166.1428571,170.5,165.6,-9,44.33333333,NA,NA,NA,NA
6086,100.5,100.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6088,107.6666666667,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6090,94.75,105,NA,121.6666667,119,134.3333333,135,165.4285714,167.1666667,170,-9,NA,NA,NA,NA,NA
6091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6092,103,89.5,NA,122,122.6,134.5,-9,167.2857143,164.8,168.6666667,-9,NA,NA,NA,NA,NA
6094,101.75,92.66666667,NA,119.2857143,126.8,135,147,169.1666667,171.2,166.3333333,-9,34,NA,NA,NA,NA
6095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA
6097,114.5,94,NA,130.8333333,142,140,128,169.1428571,165.3333333,172,-9,NA,NA,NA,NA,NA
6098,112.25,105,NA,131,127.25,144,-9,170,171.3333333,-9,-9,40,NA,NA,NA,NA
6099,117,113.6666667,NA,133.8571429,144.75,105.5,-9,170.3333333,175,-9,-9,NA,NA,NA,NA,NA
6100,102,108.3333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.33333333,NA,NA,NA,NA
6101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6102,122.3333333333,103.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6104,100,109.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6105,97.75,87.66666667,NA,124.2857143,136,134.25,134,163.5714286,155.8,166.5,-9,NA,NA,NA,NA,NA
6106,102,94.75,NA,122,126,134,-9,166.8333333,170.75,162,-9,NA,NA,NA,NA,NA
6107,119,105.25,NA,109.6,107.2,115,127.75,162.1428571,163.6,164.6666667,165,NA,NA,NA,NA,NA
6108,78.75,52.75,NA,118.1428571,121.6,-9,-9,164.2857143,168.8,165.6666667,-9,NA,NA,NA,NA,NA
6109,100.75,99,NA,127,122.25,137.5,-9,166.4285714,167.2,169.4,172,42.66666667,NA,NA,NA,NA
6111,111.75,93.66666667,NA,124.2857143,133.6,143.5,-9,167.5714286,169.4,167,-9,NA,NA,NA,NA,NA
6112,94.5,76.75,NA,121.8571429,125,133.5,134,165.2,168.8,168.8,165,31,NA,NA,NA,NA
6113,132.6666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6114,97,92,NA,127.8333333,117,126,-9,168,170.75,169.25,-9,NA,NA,NA,NA,NA
6115,97.5,74.75,NA,119,117.6666667,135.25,134,164.8,166,167.6666667,-9,NA,NA,NA,NA,NA
6118,98.25,99.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.66666667,NA,NA,NA,NA
6122,101.5,90,NA,124.1428571,121.6666667,109.6666667,143,164.3333333,169.2,166.5,154,NA,NA,NA,NA,NA
6123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6124,129.5,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6125,106.25,100,NA,131.625,136.75,-9,-9,168.8571429,173.3333333,165,168.5,NA,NA,NA,NA,NA
6126,103.25,89,NA,130.7142857,136.75,145,-9,169.6666667,171,169.3333333,172,NA,NA,NA,NA,NA
6128,122.3333333333,113,NA,123,133,-9,-9,166.5,170.5,167,172,NA,NA,NA,NA,NA
6131,119,137,NA,132.3333333,140,147,-9,171.6,167,172,-9,NA,NA,NA,NA,NA
6132,106,102.5,NA,130.8571429,138.75,136,-9,169.3333333,165.5,169,172,NA,NA,NA,NA,NA
6133,111.75,91.75,NA,126,134.5,138.3333333,-9,168.1428571,163.5,171,-9,NA,NA,NA,NA,NA
6134,110,100.3333333,NA,121.625,129,108.5,137,168.1666667,169,169,-9,NA,NA,NA,NA,NA
6136,96.5,84.5,NA,117.5,126.2,131.6,135,161.1428571,165.8,170,167,NA,NA,NA,NA,NA
6137,92.5,87.75,NA,124.5,129.6,147,-9,165.8,170.25,167,168.5,NA,NA,NA,NA,NA
6138,97,90.75,NA,121.8571429,117,133,146.5,166.3333333,166,167.6,-9,NA,NA,NA,NA,NA
6140,98.75,103.25,NA,126.8571429,130.6666667,131.5,158,165.7142857,168.8,167.6666667,-9,NA,NA,NA,NA,NA
6141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6142,98.5,107.5,NA,122.1428571,132.6,137.6666667,-9,164.4,161.4,168.75,-9,NA,NA,NA,NA,NA
6145,116,111.5,NA,129.875,139.3333333,132,-9,170.5,169.5,-9,167,NA,NA,NA,NA,NA
6148,105,105.6666667,NA,127,130.3333333,98.5,-9,165.6666667,167.6666667,168.3333333,-9,NA,NA,NA,NA,NA
6149,106,99,NA,127.1428571,135,136.75,-9,167.1428571,166.8,167.6666667,-9,NA,NA,NA,NA,NA
6150,111.3333333333,101.6666667,NA,121.8333333,126.6,132.75,136,165.3333333,166.25,167.5,-9,NA,NA,NA,NA,NA
6151,99.5,103.3333333,NA,126.2857143,127.6666667,140,113,166,166.7142857,167.25,167,NA,NA,NA,NA,NA
6153,149.25,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6154,149.3333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6163,157.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6166,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6169,116,113.5,NA,116.8333333,114.25,130,126.5,163.1428571,166.2,165.2,167,NA,NA,NA,NA,NA
6172,110.5,114,NA,112.5714286,109.6666667,114.25,133,157.7142857,164,161.7142857,169.5,NA,NA,NA,NA,NA
6173,91.75,101,NA,113,118.2,117.4,133,158.5714286,162.8,161.25,169,NA,NA,NA,NA,NA
6174,100,128,NA,115.5,117.25,123.75,137,161.4285714,167.5,165.5,168,NA,NA,NA,NA,NA
6177,99,105.5,NA,108.4,124.6,115.5,133,155.7142857,164.4,160.8,-9,NA,NA,NA,NA,NA
6180,71,41.25,NA,124.3333333,117.6,132.2,119,166.4,163.2,168,167.2,NA,NA,NA,NA,NA
6184,93.6666666667,103.6666667,NA,120.4,122.5,137,-9,163.125,165,165.5,-9,NA,NA,NA,NA,NA
6188,73.25,53.5,NA,105,107.6666667,109,123,159.1666667,156.8333333,159.8,165,19,NA,NA,NA,NA
6189,74,56.66666667,NA,112.2857143,112.75,118,-9,160.25,163.8333333,165,172,NA,NA,NA,NA,NA
6191,78.3333333333,58.5,NA,116.3333333,114.3333333,132.3333333,-9,163.7142857,160.25,166.6666667,-9,NA,NA,NA,NA,NA
6192,95,63,NA,122.4285714,122.25,112,133,166.1666667,157.8,164.2,-9,NA,NA,NA,NA,NA
6193,83,54.5,NA,117.7142857,119.8,130,139,163.8333333,166,168.8,167,NA,NA,NA,NA,NA
6194,110.5,91.5,NA,128.6666667,133.6666667,130.5,-9,167.5,172.8333333,-9,167,36.33333333,NA,NA,NA,NA
6195,83.75,59,NA,113.3333333,116.25,134.5,133,160.1666667,163,166.3333333,167,NA,NA,NA,NA,NA
6198,88.25,92.5,NA,117.3333333,123.8,127.3333333,-9,162.2857143,168.25,168,-9,NA,NA,NA,NA,NA
6201,94.25,103,NA,122.2,125.3333333,135,-9,164.4285714,166.8,166.3333333,172,NA,NA,NA,NA,NA
6202,109.75,128,NA,128.1666667,131.75,141,140,165,170.8,-9,-9,NA,NA,NA,NA,NA
6203,108,119.6666667,NA,129.8571429,131.75,132,135,167,169.4,169.25,-9,39,NA,NA,NA,NA
6209,94,107,NA,115.2857143,120,117.3333333,-9,159.4285714,162.2,161.7142857,165.6666667,NA,NA,NA,NA,NA
6210,100.75,125,NA,122.8333333,123.5,127.6666667,140,164.5714286,167.25,166,172,NA,NA,NA,NA,NA
6214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6216,134.5,NA,NA,122.6666667,113,130,126.6666667,164.8333333,169.4,169.5,-9,NA,NA,NA,NA,NA
6217,111.25,127,NA,115,120,116.3333333,116.5,163.2857143,164.2,163.4285714,162.5,NA,NA,NA,NA,NA
6218,124,137,NA,118.1666667,122.25,130.6666667,121.5,166.2857143,158.25,164.6,167,NA,NA,NA,NA,NA
6220,103,117.3333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6221,108,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6231,109.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6235,119.5,NA,NA,124.625,130.5,118.5,143,164.6,161.1666667,167.6,169,NA,NA,NA,NA,NA
6237,106,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6238,104.5,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6240,98.25,125.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6241,96.25,117.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6242,83.6666666667,86.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.33333333,NA,NA,NA,NA
6243,66.75,43.75,NA,107.1666667,107,116.6666667,119,155.6,156,164.7142857,162.5,19,NA,41,56,NA
6244,90.75,108.25,NA,110,114,117.5,-9,158.625,159,159.8333333,167,NA,NA,NA,NA,NA
6252,122.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6255,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6258,119.25,126.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6268,115,128.6666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6276,131,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6284,117.5,131.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6296,75,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6390,71.75,61.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6396,82.75,70.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6413,104.25,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.33333333,NA,NA,NA,NA
6424,77,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6434,62.75,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6445,67,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6680,99.25,92.33333333,NA,115.5,123,124.5,-9,164.2857143,165.6,166.3333333,168,NA,NA,NA,NA,NA
6739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6744,63.25,47.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA
6749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6830,69.75,41.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6897,68,66.25,NA,118.3333333,114.75,124,142,158.5714286,155.4,164.2,168,25,45.2,58,62,NA
6898,57.5,34.25,NA,100.5714286,101.8,106.4,111,154.25,148.8,147.75,160.25,9,26.3,26,41,NA
6900,116,121.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,171,90,NA
6901,95.5,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,169,86,NA
6903,81.5,56.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.66666667,38.5,52,57,NA
6904,72.25,65.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,92.5,77,66,NA
6907,72,60.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.66666667,46.8,57,58,NA
6908,66,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5,49,49,NA
6909,70.5,38,NA,-9,-9,-9,-9,-9,-9,-9,-9,20.33333333,27.3,32,51,NA
6911,62.75,47.25,NA,83.625,89.5,87,85,135.3333333,112.25,136.25,160,11.66666667,31.7,53,46,NA
6913,120.6666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.66666667,200,252,99,NA
6915,76.5,56.75,NA,112.6,123.2,-9,130.5,160.5714286,166.6,165.5,168,NA,41.2,48,53,NA
6917,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,222,121,NA
6918,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.66666667,200,135,108,NA
6919,76.75,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,34.7,46,71,NA
6920,86.75,93.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.7,98,71,NA
6922,71,44.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,31,48,NA
6923,57,41.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2,42,44,NA
6924,61.5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5,28.8,40,49,NA
6926,66.25,45.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.33333333,31.3,45,49,NA
6927,73.5,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.4,61,51,NA
6929,78.5,61.75,NA,108.8571429,105.8,108,123,161.1428571,163.4,166.3333333,168.5,NA,45,56,71,NA
6931,59.75,48.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,37,46,NA
6932,63.5,40.33333333,NA,-9,-9,-9,-9,-9,-9,-9,-9,16,26.8,36,51,NA
6933,63.75,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.66666667,46,52,56,NA
6938,72,70.75,NA,103.1666667,107.3333333,109.2,135,158,154,159,162.25,NA,42,NA,NA,NA
6940,64.25,39.25,NA,114.6,119.6,126.6666667,-9,164.6666667,166.5,166,-9,12.33333333,26.8,32,49,NA
6943,60.75,42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.33333333,31.7,37,49,NA
6944,63.75,44.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.666666667,28,37,49,NA
6945,76.5,56,NA,117.1666667,122,123,142,163.8571429,167.4,169,-9,NA,40.2,53,55,NA
