name	pve	se_pve
val	0.754094	0.222706
beta_carotene	0.929881	0.200016
Seed_size	0.529929	0.138947
Aphid_reproduction	0.638415	0.300284
Thrips	0.475964	0.302113
Botrytis_and_Pieris	8.35162e-06	0.288443
Drought_and_Pieris	0.0828581	0.140159
Drought	0.327538	0.304832
P_rapae	0.373496	0.238568
P_xyllostella	8.10293e-06	0.122832
FT_mhi	0.898694	0.0414013
FT_mhp	0.883753	0.0439649
FT_mli	0.713431	0.0655703
FT_mlp	0.687017	0.0846629
FT_thi	0.985553	0.0271455
FT_thp	0.956851	0.0281542
FT_tli	0.918852	0.0330954
FT_tlp	0.496093	0.0850938
rFitness_mhi	0.154647	0.0902954
rFitness_mhp	1.61196e-05	0.129913
rFitness_mli	0.110619	0.06999
rFitness_mlp	0.141368	0.0699579
rFitness_thi	0.220282	0.0899677
rFitness_thp	0.289633	0.10185
rFitness_tli	0.271536	0.0881712
rFitness_tlp	0.0429249	0.0679468
rSeeds_mhi	0.155116	0.0862969
rSeeds_mhp	0.0586028	0.0836892
rSeeds_mli	1.67836e-05	0.0773976
rSeeds_mlp	1.83934e-05	0.0944891
rSeeds_thi	0.456513	0.102645
rSeeds_thp	0.511558	0.0964472
rSeeds_tli	0.229962	0.0895795
rSeeds_tlp	0.0421133	0.0755948
rSurvival_fruit_mhi	1.61196e-05	0.117363
rSurvival_fruit_mhp	1.61196e-05	0.0805941
rSurvival_fruit_mli	0.360925	0.0851264
rSurvival_fruit_mlp	0.22255	0.0755335
rSurvival_fruit_thi	1.61196e-05	0.139147
rSurvival_fruit_thp	0.0266866	0.0690477
rSurvival_fruit_tli	0.166052	0.0876627
rSurvival_fruit_tlp	0.0100942	0.0627204
Flavonol.glycoside01	1.37911e-05	0.218643
Flavonol.glycoside02	0.710898	0.418697
GLS.1	1.37911e-05	0.125083
GLS.2	0.0132311	0.13551
I3M	1.37911e-05	0.199455
Is3A7R	1.37911e-05	0.221917
Is3G	1.37911e-05	0.23448
Is3G7R	0.0411604	0.212084
Is3R7R	0.0684712	0.18709
K3A7R	0.166451	0.275173
K3G	1.37911e-05	0.151818
K3G7G	0.0958459	0.180662
K3G7R	1.37911e-05	0.19487
K3GG7R	1.37911e-05	0.15925
K3GH	0.022821	0.154382
K3GR7R	1.37911e-05	0.171899
K3R	1.37911e-05	0.246471
K3R7R	1.37911e-05	1.12089
Polyamine01	1.37911e-05	0.191483
Polyamine02	1.37911e-05	0.169487
Polyamine03	1.37911e-05	0.249231
Polyamine04	0.994314	0.38174
Polyamine05	1.37911e-05	0.229989
Polyamine06	1.37911e-05	0.247729
Polyamine07	0.999993	0.00421309
putative.HDX	1.37911e-05	0.159961
Q3A7R	0.48186	0.518721
Q3G	0.117618	0.270213
Q3G7G	0.00178332	0.12092
Q3G7R	1.37911e-05	0.158415
Q3GG7R	1.37911e-05	0.172201
Q3GH	0.191997	0.315065
Q3GR7R	1.37911e-05	0.483153
Q3R	0.0921907	0.202543
Q3R7R	1.37911e-05	0.186725
saiginol.A	0.186937	0.435455
saiginol.B	0.278435	0.439824
saiginol.C	0.272041	0.487083
saiginol.D	0.251963	0.483317
saiginol.E	0.237016	0.399564
saiginol.F	0.281952	0.418287
saiginol.G	0.24101	0.519792
saiginol.H	0.999993	0.00285925
saiginol.I	0.222661	0.506139
saiginol.J	0.293769	0.567373
saiginol.K	0.313816	0.433677
saiginol.L	0.293301	0.424572
saiginol.M	0.257943	0.448259
saiginol.N	0.267577	0.437236
saiginol.O	0.208504	0.376335
saiginol.P	0.287187	0.566579
saiginol.Q	0.26647	0.434148
saiginol.R	0.306389	0.451921
SinG1	1.37911e-05	0.141527
sinigrin	1.37911e-05	0.272463
SinM	1.37911e-05	0.143627
X1MOI3M	0.0496386	0.311725
X3MSOP	1.37911e-05	0.151202
X4MOI3M	1.37911e-05	0.155107
X4MSOB	1.37911e-05	0.242464
X4MTB	1.37911e-05	0.412047
X5MSOP	1.37911e-05	1.2844
X6MSOH	0.0294248	0.210613
X6MTH	1.37911e-05	0.176969
X7MSOH	0.0689653	0.270625
X7MTH	0.220779	0.360952
X8MSOO	0.00528956	0.169155
X8MTO	1.37911e-05	0.288627
HopAM1-cell_death	9.30655e-06	0.109468
HopAM1-rosette_chlorosisis	9.64664e-06	0.13754
Pollen_Tube_OG_S	0.959665	0.0911649
AZL	8.80067e-06	0.217163
BsZL	0.647088	0.392725
BZL	8.80067e-06	0.12
LRA	0.0364149	0.135444
LRD.BZ	0.386063	0.259379
LRD.MR	0.196686	0.24839
LRL_0_25	8.80067e-06	0.120156
LRL	0.46337	0.298549
LRN	0.0381437	0.13497
LRS_0_25	8.80067e-06	0.176025
LRS	0.00572029	0.170085
MRA	0.497661	0.307658
MRL	8.80067e-06	0.737883
MRV	8.80067e-06	0.192176
OAD	8.80067e-06	0.12188
TRS	8.80067e-06	0.123435
alpha_bacterial_richness_1_tn2_ranef	0.0187505	0.205261
alpha_fungal_richness_1_tn2_ranef	0.236161	0.292826
alpha_slant_1_tn2_ranef_diff_exps	0.48212	0.253901
alpha_total_1_tn2_ranef_glmer	0.342679	0.184218
beta_root_1_combined_pca_tn2_bac_n100_glmer_fun_n100_glmerPC1	6.78594e-06	0.489139
beta_root_1_combined_pca_tn2_bac_n100_glmer_fun_n100_glmerPC2	6.78594e-06	0.24621
beta_root_1_combined_pca_tn2_bac_n100_glmer_fun_n100_glmerPC3	0.156429	0.291502
beta_root_16S_1_raw_tn2_glmer_pca_n100_PC1	6.78594e-06	0.451131
beta_root_16S_1_raw_tn2_glmer_pca_n100_PC2	6.78594e-06	0.446338
beta_root_16S_1_raw_tn2_glmer_pca_n100_PC3	0.263027	0.261699
beta_root_ITS_1_raw_tn2_glmer_pca_n100_PC1	6.78594e-06	0.73697
beta_root_ITS_1_raw_tn2_glmer_pca_n100_PC2	0.167289	0.273639
beta_root_ITS_1_raw_tn2_glmer_pca_n100_PC3	6.78594e-06	0.408142
Relative_leaf_temperature	8.30397e-06	0.167055
LeafAreaMaturity_mild_drought	0.206316	0.304021
LeafAreaMaturity_well_watered	0.352409	0.456722
LeafAreaMaturityCell_mild_drought	8.26377e-06	0.199552
LeafAreaMaturityCell_well_watered	0.506888	0.373
LeafAreaProliferation_mild_drought	0.5256	0.781143
LeafAreaProliferation_well_watered	0.999985	0.000347015
PavementCellArea_mild_drought	0.768847	0.544733
PavementCellArea_well_watered	8.31363e-06	0.123136
PavementCellNumber_mild_drought	0.695361	0.240618
PavementCellNumber_well_watered	0.999988	0.00028434
RosetteArea_mild_drought	0.124584	0.231941
RosetteArea_well_watered	0.179088	0.273964
StomatalIndex_mild_drought	8.26377e-06	0.104996
StomatalIndex_well_watered	8.31363e-06	0.117663
Emco5	0.434438	0.449426
Emoy2	0.00783098	0.114492
Emwa1	0.151016	0.372069
Hiks1	7.81581e-06	0.102776
Noco2	0.0326768	0.144115
aphids_making_long_probes	0.0223751	0.105594
time_aphids_spent	8.37315e-06	0.130414
ABA	0.144507	0.26466
Normalized_disease_index	0.993459	0.0185176
A0_Expo2	0.600314	0.355656
FW_rosette	0.82574	0.14538
PLA11	8.44835e-06	0.537904
PLA14	0.260285	0.278797
PLA16	0.0608875	0.262012
PLA18	0.0836073	0.396732
PLA20	0.739912	0.301823
PLA22	0.0650328	0.270882
PLA24	0.549749	0.204652
PLA25	0.158488	0.328904
PLA26	0.544388	0.225559
PLA27	0.444826	0.241476
PLA28	0.378386	0.285907
PLA8	0.339874	0.394626
r_Expo2	8.48202e-06	0.146563
WC	0.213964	0.366905
control_aantalSkld5m10t20_c	0.670137	0.202266
control_avgSL0t10_c	8.48056e-06	0.101923
control_avgSL10t20_c	7.62387e-06	0.123648
control_avgSL20t30_c	0.165311	0.194068
control_avgSLm10t0_c	0.155527	0.247448
control_avgSLm10t20	0.077587	0.400247
treatment_aantalSkld5m10t20_t	8.48056e-06	0.110599
treatment_avgSL0t10_t	0.347899	0.309057
treatment_avgSL10t20_t	0.323063	0.479719
treatment_avgSL20t30_t	0.494598	0.37136
treatment_avgSLm10t0_t	0.788128	0.241436
treatment_avgSLm10t20	0.889904	0.184023
Redness_control	8.31662e-06	0.359354
Redness_PEG	7.63219e-06	0.455581
AA_1	0.443171	0.254706
AA_2	0.632904	0.247819
AGP_1	8.32917e-06	0.137583
AGP_2	0.128169	0.197547
aINV_1	0.271815	0.207553
aINV_2	8.05893e-06	0.120326
ChlA_1	0.881819	0.309448
ChlA_2	0.82065	0.183985
ChlB_1	0.152318	0.183097
ChlB_2	0.515706	0.25481
cPGI_1	0.0996155	0.177645
cPGI_2	0.0532244	0.121448
FBP_1	8.31246e-06	0.245237
FBP_2	8.32844e-06	0.287097
FK_1	8.32917e-06	0.106109
FK_2	0.233023	0.260631
Fru_1	8.32917e-06	0.093465
Fru_2	0.484095	0.212265
Fum_1	0.284624	0.261184
Fum_2	0.0606378	0.117543
FUMARASE_1	8.32917e-06	0.189188
FUMARASE_2	0.294961	0.253546
FW_1	0.375703	0.278638
G6P_1	0.409361	0.349894
G6P_2	0.521324	0.264916
G6PDH_1	8.32917e-06	0.131683
G6PDH_2	8.12201e-06	0.107498
GDH_2	0.147377	0.1562
GK_1	8.39254e-06	0.100788
GK_2	8.02199e-06	0.104389
Glc_1	8.32917e-06	0.103388
Glc_2	0.563943	0.216249
iRub_1	0.0314641	0.148081
iRub_2	8.02e-06	0.0955559
Mal_1	0.487051	0.29108
Mal_2	0.873829	0.0891625
MDH_2	0.543263	0.250873
mRub_1	8.32917e-06	0.286412
mRub_2	0.351929	0.271558
nINV_1	8.32917e-06	0.0983928
nINV_2	8.31649e-06	0.1168
NO3_1	8.32917e-06	0.13451
NO3_2	8.02e-06	0.112917
NRVm_1	0.133377	0.219518
NRVm_2	8.05893e-06	0.104945
NRVs_1	0.47313	0.25482
NRVs_2	0.0126162	0.113833
PEPC_2	8.05893e-06	0.104978
PGM_1	0.0975854	0.145794
PGM_2	0.14195	0.140234
pPGI_1	8.32605e-06	0.144491
pPGI_2	0.00348207	0.0822302
Prot_1	8.32917e-06	0.100501
Prot_2	0.267245	0.227163
SKDH_2	0.0727349	0.119897
SPS_1	0.999987	0.00161602
SPS_2	0.0205226	0.154294
starch_1	0.935516	0.110358
starch_2	0.490684	0.292478
Suc_1	8.32917e-06	0.08824
Suc_2	8.02e-06	0.104517
TK_2	0.00269383	0.0795066
tPGI_1	0.381735	0.359673
tPGI_2	0.498416	0.288095
TPI_2	0.0706408	0.153866
UGP_1	0.526142	0.322988
UGP_2	8.05893e-06	0.152794
FT	0.948287	0.112894
LL	0.743359	0.251621
MSB	0.554926	0.347945
PH1S	0.615872	0.310358
PL_div_LL	0.0309065	0.102322
PL	0.306929	0.319341
RB	0.477698	0.169266
RGRav	0.298737	0.280386
RGRbv	8.41955e-06	0.204204
TPH	0.114783	0.1366
days_after_dark_treatment_2	0.196038	0.386719
days_after_dark_treatment_3	0.133439	0.294313
days_after_dark_treatment_4	0.0626064	0.185396
days_after_dark_treatment_5	0.0476817	0.283093
days_after_dark_treatment_6	0.361993	0.350329
days_after_dark_treatment_7	8.63192e-06	0.236774
Alllyl_2008	0.740435	0.164496
But_3_enyl_2008	0.999983	0.00027301
Indol_3_ylmethyl_2008	0.999983	0.000462438
N_methoxy_indol_3_ylmethyl_2008	0.859648	0.151145
Pent_4_enyl_2008	0.999983	0.000296827
Ratio_of_C3_methylthio_to_total_C3_2008	0.999983	0.000277747
Ratio_of_C3_to_SC_Aliphatic_2008	0.999983	0.000286559
Ratio_of_C4_methylthio_to_total_C4_2008	0.999983	0.00027778
Ratio_of_C7_methylthio_to_total_C7_2008	0.0951831	0.321315
Ratio_of_C7_to_LC_Aliphatic_2008	0.974186	0.0286379
Ratio_of_C8_methylthio_to_total_C8_2008	0.701002	0.217091
Ratio_of_NMOI3M_to_TIND_2008	0.989328	0.0248716
Ratio_of_TOH4_to_TIND_2008	0.988878	0.0278187
Total_Alkenyl_Aliphatic_2008	0.836484	0.131634
Total_C3_Aliphatic_2008	0.728563	0.156628
Total_C3_and_C4_Aliphatic_2008	0.745161	0.152777
Total_C4_Aliphatic_2008	0.999983	0.000280756
Total_C5_Aliphatic_2008	0.316454	0.331046
Total_C7_Aliphatic_2008	0.999983	0.000400903
Total_C7_and_C8_Aliphatic_2008	0.96207	0.0464107
Total_C8_Aliphatic_2008	0.945502	0.0631705
Total_Hydroxyalkenyl_Aliphatic_2008	0.999983	0.000281522
Total_Hydroxyalkyl_Aliphatic_2008	0.999983	0.00028447
Total_Indolic_Glucosinolate_2008	0.997062	0.0166702
Total_Indolic_Glucosinolate_with_4_hydroxylation_2008	0.992084	0.017107
Total_Methylsulfinyl_Aliphatic_2008	0.984688	0.0225061
Unknown_Alkenyl_2008	0.999983	0.000297466
X_R_2_hydroxy_but_3_enyl_2008	0.999983	0.000281631
X_S_2_hydroxy_but_3_enyl_2008	0.999983	0.00028118
X3_hydroxypropyl_2008	0.999983	0.00028447
X3_methylsulfinylpropyl_2008	0.999983	0.000283812
X3_methylthiopropyl_2008	0.999983	0.000339329
X4_hydroxy_indol_3_ylmethyl_2008	0.520333	0.282685
X4_methoxy_indol_3_ylmethyl_2008	0.990134	0.0209872
X4_methylsulfinylbutyl_2008	0.999983	0.000285524
X4_methylthiobutyl_2008	0.999983	0.000271461
X5_methylsulfinylpentyl_2008	0.316454	0.331046
X7_methylsulfinylheptyl_2008	0.999983	0.000292842
X7_methylthioheptyl_2008	0.996363	0.0117094
X8_methylsulfinyloctyl_2008	0.934844	0.082008
X8_methylthiooctyl_2008	0.965311	0.0473016
AgNO3_Camalexin_1	7.72483e-06	0.122674
AgNO3_Camalexin	0.724157	0.364952
Alllyl_1	0.826662	0.134794
Alllyl	0.935519	0.0831195
Benzyl	0.879934	0.104869
But_3_enyl_1	0.999983	0.000288191
But_3_enyl	0.999987	0.000211474
Control_Camalexin_1	0.759296	0.197312
Control_Camalexin	0.827006	0.140289
Fresh_Weight	0.999987	0.000248759
Indol_3_ylmethyl	0.714417	0.242005
Leaf_Area	0.992719	0.0185564
N_methoxy_indol_3_ylmethyl	0.999983	0.000306049
Pent_4_enyl	0.999983	0.000294873
R_2_hydroxy_but_3_enyl_1	0.999983	0.000291899
R_2_hydroxy_but_3_enyl	0.159474	0.116637
S_2_hydroxy_but_3_enyl_1	0.999983	0.000292538
S_2_hydroxy_but_3_enyl	7.67562e-06	0.0854148
Unknown_Alkenyl_1	0.999984	0.000293777
Unknown_Alkenyl	7.67562e-06	NA
Unknown_Glucosinolate_Like_1	0.772495	0.251547
Unknown_Glucosinolate_Like_2	0.0571524	0.224766
X3_benzoyloxypropyl	0.999987	0.000235136
X3_hydroxypropyl_1	0.999983	0.000287588
X3_hydroxypropyl	0.965473	0.0324449
X3_methylsulfinylpropyl_1	0.999983	0.000290683
X3_methylsulfinylpropyl	0.99881	0.007794
X3_methylthiopropyl_1	0.999983	0.000280346
X3_methylthiopropyl	0.85601	0.155467
X4_benzoyloxybutyl_plus_2_benzoyloxy_but_3_enyl	0.829682	0.1206
X4_hydroxy_indol_3_ylmethyl	0.734495	0.234261
X4_hydroxybutyl	0.999987	0.000457966
X4_methoxy_indol_3_ylmethyl	6.02452e-06	0.36363
X4_methylsulfinylbutyl_1	0.999983	0.000293155
X4_methylsulfinylbutyl	0.999987	0.000224178
X4_methylthiobutyl	0.999983	0.000276057
X5_methylsulfinylpentyl_1	0.999983	0.000317894
X5_methylsulfinylpentyl	0.999987	0.000240141
X5_methylthiolpentyl	0.999987	0.000235729
X7_methylsulfinylheptyl	0.673385	0.262703
X7_methylthioheptyl	0.999983	0.000410031
X8_methylsulfinyloctyl	0.00822068	0.480121
X8_methylthiooctyl	0.995351	0.0141476
aconitic_acid_exp2	0.186702	0.229711
adipic_acid_exp2	7.67562e-06	0.129676
alanine_exp1	7.67562e-06	0.289173
alanine_exp2	0.165318	0.321822
alpha_ketoglutaric_acid_exp2	7.67562e-06	0.0947368
arabinose_exp1	0.0995341	0.455553
arabinose_exp2	0.862624	0.106957
arachidic_acid_exp1	0.999987	0.000836443
arachidic_acid_exp2	7.67562e-06	0.118912
ascorbic_acid_exp2	0.488109	0.292635
asparagine_exp1	7.67562e-06	0.129535
asparagine_exp2	7.67562e-06	0.123964
aspartic_acid_exp1	7.67562e-06	0.10973
aspartic_acid_exp2	7.67562e-06	0.0878725
behenic_acid_exp1	0.854197	0.122196
benzoic_acid_exp1	0.528627	0.258943
benzoic_acid_exp2	0.494423	0.336722
beta_alanine_exp1	0.646064	0.17534
beta_alanine_exp2	7.67562e-06	0.111745
beta_sitosterol_exp1	0.00701915	0.128952
beta_sitosterol_exp2	0.0155014	0.105521
caffeic_acid_exp2	0.0318543	0.130867
capric_acid_exp1	0.634109	0.276323
capric_acid_exp2	0.203025	0.315265
cellobiose_exp2	0.0369224	0.153934
cellobiotol_exp1	7.67562e-06	0.197832
cellobiotol_exp2	0.113323	0.159603
cerotic_acid_exp1	0.699617	0.281531
cholesterol_exp1	0.956938	0.0735328
cholesterol_exp2	0.0540342	0.168165
cis_sinapinic_acid_exp1	7.67562e-06	0.133131
cis_sinapinic_acid_exp2	7.67562e-06	0.0940997
citramalate_exp2	7.67562e-06	0.0946788
citric_acid_exp1	0.843586	0.145934
citric_acid_exp2	0.144293	0.193065
citrulline_exp1	0.741881	0.175608
coniferin__ref_Tree_Physiol__exp1	7.67562e-06	0.115808
coniferin__ref_Tree_Physiol__exp2	0.687865	0.212715
dehydroascorbate_1_exp1	0.71157	0.184901
dehydroascorbate_1_exp2	7.67562e-06	0.0945976
epsilon_caprolactam_2_exp2	7.67562e-06	0.0907709
erythritol_exp1	0.294049	0.297342
erythronic_acid_exp2	7.67562e-06	0.0997059
erythronic_acid_lactone_exp1	0.267428	0.413744
erythronic_acid_lactone_exp2	7.67562e-06	0.192851
ethanolamine_exp1	7.67562e-06	0.143391
ethanolamine_exp2	0.597277	0.338546
fructose_1_exp2	0.582632	0.292455
fucose_1___rhamnose_2_exp1	0.35972	0.44047
fucose_1___rhamnose_2_exp2	7.67562e-06	0.312698
fumaric_acid_exp2	0.999987	0.000330866
GABA_exp1	0.715502	0.298068
GABA_exp2	7.67562e-06	0.105295
galactinol_major_2_exp1	7.67562e-06	0.105082
galactinol_major_2_exp2	0.761441	0.247228
galactose_exp1	0.216204	0.397132
galactose_exp2	7.67562e-06	0.0978643
glucose_1_phosphate_exp1	0.00781185	0.0831593
glucose_1_phosphate_exp2	0.0676131	0.19429
glucose_2_exp1	0.804458	0.182805
glucose_2_exp2	0.0559451	0.097212
glucuronic_acid_exp2	0.0806588	0.163341
glutamic_acid_exp1	0.984573	0.022656
glutamic_acid_exp2	7.67562e-06	0.120609
glutamine_exp2	0.635699	0.290955
glyceric_acid_exp1	7.67562e-06	0.121926
glyceric_acid_exp2	7.67562e-06	0.107133
glycerol_alpha_phosphate_exp2	0.135078	0.199997
glycerol_exp2	0.229277	0.185307
glycine_exp1	0.547517	0.351752
glycine_exp2	7.67562e-06	0.0944058
glycolic_acid_exp1	7.67562e-06	0.112517
heptadecanoic_acid_exp1	0.58769	0.358565
hexonic_acid_exp2	0.36979	0.813409
hydroxylamine_exp1	7.67562e-06	0.112792
hydroxylamine_exp2	7.67562e-06	0.093857
inositol_myo__exp2	0.225162	0.16578
inulobiose_2_exp2	0.483232	0.462952
isoleucine_exp1	7.67562e-06	0.165318
isoleucine_exp2	7.67562e-06	0.0994705
lactic_acid_exp1	7.67562e-06	0.0962939
lactic_acid_exp2	0.784152	0.239607
lactobionic_acid_exp1	0.808116	0.126998
lactobionic_acid_exp2	0.320321	0.360145
lauric_acid_exp1	7.67562e-06	0.0917548
leucine_1_exp2	7.67562e-06	0.207621
leucine_exp1	0.446712	0.279882
leucine_exp2	0.0544953	0.116223
leucrose_exp1	7.67562e-06	0.12738
leucrose_exp2	0.0101095	0.0984913
levoglucosan_exp1	7.67562e-06	0.094381
lignoceric_acid_exp1	0.3244	0.363349
lignoceric_acid_exp2	7.67562e-06	0.108468
lyxitol_exp1	7.67562e-06	0.255362
malate_exp1	0.274374	0.337918
malate_exp2	7.67562e-06	0.22585
maleic_acid_exp1	7.67562e-06	0.0970787
maleic_acid_exp2	7.67562e-06	0.0995412
maltose_1_exp1	7.67562e-06	0.105604
maltose_1_exp2	7.67562e-06	0.123473
mannitol_exp1	7.67562e-06	0.223217
mannitol_exp2	7.67562e-06	0.197216
monopalmitin_1_glyceride_exp1	0.999987	0.000242957
monopalmitin_1_glyceride_exp2	7.67562e-06	0.0986781
myristic_acid_exp1	0.113924	0.298947
myristic_acid_exp2	7.67562e-06	0.660287
N_acetyl_D_hexosamine_exp2	0.0509108	0.207965
N_acetyl_D_mannosamine_exp2	0.599062	0.200136
oleic_acid_exp1	0.0356408	0.169273
oleic_acid_exp2	7.67562e-06	0.0907899
ornithine_4TMS_exp2	7.67562e-06	0.102391
oxoproline_1_exp2	7.67562e-06	0.127121
oxoproline_exp1	0.999987	0.000227673
oxoproline_exp2	0.999987	0.000458069
palatinose_exp2	0.206981	0.202034
palmitic_acid_exp2	0.0428529	0.167618
pelargonic_acid_exp1	0.0777069	0.25254
pelargonic_acid_exp2	0.810436	0.282425
pentadecanoic_acid_exp1	0.423378	0.430158
phenylalanine_exp2	0.920471	0.0774545
phosphoric_acid_exp1	0.986592	0.0267699
phosphoric_acid_exp2	7.67562e-06	0.0956234
phytol_exp1	0.398065	0.573563
phytol_exp2	7.67562e-06	0.55673
pipecolic_acid_exp2	7.67562e-06	0.405632
proline_exp1	7.67562e-06	0.388401
proline_exp2	7.67562e-06	0.0897097
putrescine_exp1	0.0655499	0.249828
putrescine_exp2	7.67562e-06	0.0952603
pyrrole_2_carboxylic_acid_exp1	7.67562e-06	0.0990475
rhamnose_1_exp1	7.67562e-06	0.110782
rhamnose_1_exp2	0.123079	0.257724
ribitol_1_exp2	0.0134994	0.11957
ribitol_exp2	0.00143825	0.091476
ribose_exp1	0.416822	0.281519
ribose_exp2	0.157429	0.284315
serine_1_exp1	0.305297	0.61179
serine_1_exp2	7.67562e-06	0.0954483
serine_exp1	0.183464	0.167081
serine_exp2	7.67562e-06	0.184667
shikimic_acid_exp2	7.67562e-06	0.147319
stearic_acid_exp1	0.966408	0.06115
succinic_acid_exp1	0.601813	0.229862
succinic_acid_exp2	7.67562e-06	0.174057
talose_exp1	7.67562e-06	0.091295
talose_exp2	7.67562e-06	0.272638
threitol_exp1	0.0857205	0.179515
threitol_exp2	0.86093	0.145978
threonic_acid_exp1	0.406697	0.380091
threonic_acid_exp2	7.67562e-06	0.229211
threonine_exp1	0.561043	0.440086
threonine_exp2	0.942643	0.0601876
tocopherol_exp2	0.440542	0.469229
trans_sinapinic_acid_exp1	7.67562e-06	0.0930095
trans_sinapinic_acid_exp2	0.00134458	0.101223
trehalose_exp2	7.67562e-06	0.189622
tyrosine_exp1	0.335962	0.34305
tyrosine_exp2	7.67562e-06	0.142682
urea_exp1	7.67562e-06	0.0888284
urea_exp2	0.008733	0.077093
valine_exp1	0.469394	0.266645
valine_exp2	7.67562e-06	0.108126
X1_2_4_benzenetriol_exp1	7.67562e-06	0.184543
X1_2_4_benzenetriol_exp2	7.67562e-06	0.158365
X1_hexadecanol_exp1	0.573265	0.308278
X1_monostearin_exp2	0.00957825	0.0747059
X2_palmitoleic_acid_exp1	0.55681	0.29707
X2_palmitoleic_acid_exp2	7.67562e-06	0.132473
X4_hydroxybenzoate_exp2	0.0657984	0.171547
X4_hydroxyproline_exp1	7.67562e-06	0.092671
X4_hydroxyproline_exp2	7.67562e-06	0.112165
X5_aminovaleric_acid_exp1	0.930464	0.123476
xylonic_acid_exp2	7.67562e-06	0.0790158
xylose_1_exp1	0.480479	0.360085
xylose_1_exp2	0.820556	0.148079
Lesion_0_m_cx_Apple517	7.99197e-06	0.277721
Lesion_0_m_cy_Apple517	0.253932	0.248741
Lesion_0_m_eccentricity_Apple517	0.562997	0.217827
Lesion_0_m_eccentricity_B05_10	0.184782	0.442094
Lesion_0_m_eccentricity_Ctrl	7.99197e-06	0.176521
Lesion_0_m_eccentricity_Supersteak	0.449958	0.293272
Lesion_0_m_eccentricity_UKRazz	0.267756	0.462066
Lesion_0_m_theta_Apple517	7.99197e-06	0.200015
Lesion_0_m_theta_B05_10	7.99197e-06	0.184509
Lesion_0_m_theta_Ctrl	0.124273	0.530867
Lesion_0_m_theta_Supersteak	7.99197e-06	0.337584
Lesion_0_m_theta_UKRazz	0.412183	0.286551
Lesion_Bblu_m_eccentricity_Apple517	7.99197e-06	0.184182
Lesion_Bblu_m_eccentricity_B05_10	7.99197e-06	0.212417
Lesion_Bblu_m_eccentricity_Ctrl	7.99197e-06	0.234558
Lesion_Bblu_m_eccentricity_Supersteak	7.99197e-06	0.165967
Lesion_Bblu_m_eccentricity_UKRazz	0.00236884	0.209626
Lesion_Bblu_m_majoraxis_Ctrl	0.205456	0.205545
Lesion_Bblu_m_theta_B05_10	0.000511913	0.130508
Lesion_Bblu_m_theta_Ctrl	7.99197e-06	0.262911
Lesion_Bblu_m_theta_Supersteak	7.99197e-06	0.204842
Lesion_Bblu_m_theta_UKRazz	0.110991	0.163686
Lesion_Bgrn_m_eccentricity_Ctrl	7.99197e-06	0.178849
Lesion_Bgrn_m_theta_B05_10	7.99197e-06	0.313681
Lesion_Bgrn_m_theta_Ctrl	0.0912794	0.226642
Lesion_Bgrn_m_theta_UKRazz	0.362707	0.322776
Lesion_Bgrnblu_m_eccentricity_Ctrl	0.999987	0.00298235
Lesion_Bgrnblu_m_eccentricity_UKRazz	0.714548	0.241851
Lesion_Bgrnblu_m_majoraxis_Apple517	7.99197e-06	0.735041
Lesion_Bgrnblu_m_majoraxis_B05_10	7.99197e-06	0.230258
Lesion_Bgrnblu_m_majoraxis_Ctrl	0.480659	0.277933
Lesion_Bgrnblu_m_majoraxis_Supersteak	7.99197e-06	0.219948
Lesion_Bgrnblu_m_majoraxis_UKRazz	7.99197e-06	0.235154
Lesion_Bgrnblu_m_theta_Ctrl	0.0604254	0.141141
Lesion_Bgrnblu_m_theta_UKRazz	0.00833241	0.135797
Lesion_blu_m_eccentricity_Ctrl	7.99197e-06	0.490388
Lesion_blu_m_majoraxis_Ctrl	7.99197e-06	0.26297
Lesion_blu_m_theta_Apple517	7.99197e-06	0.357945
Lesion_blu_m_theta_B05_10	7.99197e-06	3.08931
Lesion_blu_m_theta_Ctrl	7.99197e-06	0.304431
Lesion_blu_m_theta_Supersteak	7.99197e-06	0.274577
Lesion_blu_m_theta_UKRazz	0.295165	0.278032
Lesion_Bred_m_eccentricity_Ctrl	0.0107099	0.150662
Lesion_Bred_m_majoraxis_Ctrl	7.99197e-06	0.209728
Lesion_Bred_m_theta_Ctrl	7.99197e-06	0.235924
Lesion_Bred_m_theta_Supersteak	7.99197e-06	0.302897
Lesion_Bredblu_m_eccentricity_Apple517	0.186457	0.164138
Lesion_Bredblu_m_eccentricity_B05_10	0.318475	0.212043
Lesion_Bredblu_m_eccentricity_Ctrl	0.647987	0.338785
Lesion_Bredblu_m_eccentricity_Supersteak	0.264563	0.325467
Lesion_Bredblu_m_eccentricity_UKRazz	0.328	0.62628
Lesion_Bredblu_m_majoraxis_Apple517	0.999987	0.00124831
Lesion_Bredblu_m_majoraxis_B05_10	0.952001	0.253961
Lesion_Bredblu_m_majoraxis_Ctrl	7.99197e-06	0.145147
Lesion_Bredblu_m_majoraxis_Supersteak	7.99197e-06	0.157972
Lesion_Bredblu_m_majoraxis_UKRazz	7.99197e-06	0.194035
Lesion_Bredblu_m_theta_Apple517	7.99197e-06	0.239929
Lesion_Bredblu_m_theta_B05_10	0.251074	0.365569
Lesion_Bredblu_m_theta_Ctrl	7.99197e-06	0.216133
