name	pve	se_pve
val	0.696952	0.236142
beta_carotene	0.968656	0.176218
Seed_size	0.493633	0.178263
Aphid_reproduction	0.552864	0.2981
Thrips	0.464912	0.285716
Botrytis_and_Pieris	0.399365	0.298991
Drought_and_Pieris	0.0763539	0.133359
Drought	8.35162e-06	0.117867
P_rapae	0.379006	0.24167
P_xyllostella	8.10293e-06	0.0682693
FT_mhi	0.862247	0.0460887
FT_mhp	0.849973	0.0492024
FT_mli	0.655484	0.0703477
FT_mlp	0.602996	0.0971967
FT_thi	0.881247	0.0509666
FT_thp	0.849909	0.0465332
FT_tli	0.707416	0.0611434
FT_tlp	0.33089	0.0994514
rFitness_mhi	0.16237	0.0880382
rFitness_mhp	1.61196e-05	0.156507
rFitness_mli	0.135291	0.0774672
rFitness_mlp	0.128408	0.068354
rFitness_thi	0.194746	0.0889827
rFitness_thp	0.294658	0.0999985
rFitness_tli	0.259309	0.0858683
rFitness_tlp	0.0284119	0.0664518
rSeeds_mhi	0.135837	0.0851668
rSeeds_mhp	0.0625613	0.0846826
rSeeds_mli	1.67836e-05	0.0938104
rSeeds_mlp	0.0763798	0.132111
rSeeds_thi	0.437358	0.101313
rSeeds_thp	0.520403	0.0926682
rSeeds_tli	0.218876	0.0802648
rSeeds_tlp	0.0353436	0.0720847
rSurvival_fruit_mhi	1.61196e-05	0.101437
rSurvival_fruit_mhp	1.61196e-05	0.0714714
rSurvival_fruit_mli	0.355115	0.0865634
rSurvival_fruit_mlp	0.194355	0.0734684
rSurvival_fruit_thi	1.61196e-05	0.104004
rSurvival_fruit_thp	0.0946848	0.080997
rSurvival_fruit_tli	0.170177	0.0896094
rSurvival_fruit_tlp	0.00422572	0.0610689
Flavonol.glycoside01	1.37911e-05	0.154227
Flavonol.glycoside02	0.273942	0.456748
GLS.1	0.0908932	0.17251
GLS.2	1.37911e-05	0.246433
I3M	1.37911e-05	0.173101
Is3A7R	1.37911e-05	0.250622
Is3G	1.37911e-05	0.508391
Is3G7R	0.0552166	0.224547
Is3R7R	0.273714	0.287957
K3A7R	0.153897	0.26356
K3G	1.37911e-05	0.139543
K3G7G	0.114238	0.191936
K3G7R	1.37911e-05	0.206089
K3GG7R	1.37911e-05	0.153995
K3GH	0.00853335	0.147632
K3GR7R	0.0111479	0.151457
K3R	1.37911e-05	0.873365
K3R7R	1.37911e-05	0.214168
Polyamine01	1.37911e-05	0.170383
Polyamine02	1.37911e-05	0.201299
Polyamine03	1.37911e-05	0.298579
Polyamine04	1.37911e-05	0.697182
Polyamine05	1.37911e-05	0.205802
Polyamine06	1.37911e-05	0.235836
Polyamine07	0.937561	0.736758
putative.HDX	1.37911e-05	0.160815
Q3A7R	0.163053	0.363676
Q3G	0.127909	0.308527
Q3G7G	0.0124912	0.128367
Q3G7R	1.37911e-05	0.135636
Q3GG7R	1.37911e-05	0.172625
Q3GH	0.0952139	0.214973
Q3GR7R	0.0547276	0.161276
Q3R	0.101924	0.201479
Q3R7R	1.37911e-05	0.143934
saiginol.A	0.412493	0.624809
saiginol.B	0.457123	0.416592
saiginol.C	0.313274	0.38113
saiginol.D	0.493794	0.47329
saiginol.E	0.513354	0.899465
saiginol.F	0.515063	0.419022
saiginol.G	0.999993	0.00563578
saiginol.H	0.329179	0.653175
saiginol.I	0.035514	0.268041
saiginol.J	0.514623	0.53012
saiginol.K	0.0613142	0.253631
saiginol.L	0.421487	0.380682
saiginol.M	0.218463	0.351509
saiginol.N	0.428827	0.400685
saiginol.O	0.0479766	0.213847
saiginol.P	0.657608	0.574387
saiginol.Q	0.227993	0.333628
saiginol.R	0.394023	0.384412
SinG1	1.37911e-05	0.126866
sinigrin	0.110904	0.261
SinM	0.000464253	0.123789
X1MOI3M	0.380263	0.935611
X3MSOP	1.37911e-05	0.153117
X4MOI3M	1.37911e-05	0.157972
X4MSOB	1.37911e-05	0.19911
X4MTB	1.37911e-05	0.337447
X5MSOP	1.37911e-05	0.697026
X6MSOH	0.0215018	0.18915
X6MTH	1.37911e-05	0.157024
X7MSOH	0.0552568	0.257768
X7MTH	0.282566	0.406465
X8MSOO	1.37911e-05	0.194273
X8MTO	0.311401	0.436315
HopAM1-cell_death	9.30655e-06	0.114655
HopAM1-rosette_chlorosisis	9.64664e-06	0.13754
Pollen_Tube_OG_S	0.36585	0.931682
AZL	8.80067e-06	0.573677
BsZL	0.105632	0.278632
BZL	8.80067e-06	0.15704
LRA	0.0388323	0.128227
LRD.BZ	0.292994	0.241957
LRD.MR	0.224577	0.261345
LRL_0_25	8.80067e-06	0.116653
LRL	0.475295	0.283359
LRN	0.0607323	0.160938
LRS_0_25	8.80067e-06	0.200744
LRS	0.223981	0.349019
MRA	0.456589	0.309093
MRL	8.80067e-06	0.32478
MRV	8.80067e-06	0.21851
OAD	8.80067e-06	0.125667
TRS	8.80067e-06	0.130562
alpha_bacterial_richness_1_tn2_ranef	6.78594e-06	0.210607
alpha_fungal_richness_1_tn2_ranef	0.383821	0.27172
alpha_slant_1_tn2_ranef_diff_exps	0.47148	0.2547
alpha_total_1_tn2_ranef_glmer	0.218842	0.189287
beta_root_1_combined_pca_tn2_bac_n100_glmer_fun_n100_glmerPC1	6.78594e-06	0.232933
beta_root_1_combined_pca_tn2_bac_n100_glmer_fun_n100_glmerPC2	0.0164036	0.179769
beta_root_1_combined_pca_tn2_bac_n100_glmer_fun_n100_glmerPC3	0.15319	0.282009
beta_root_16S_1_raw_tn2_glmer_pca_n100_PC1	6.78594e-06	0.394849
beta_root_16S_1_raw_tn2_glmer_pca_n100_PC2	6.78594e-06	0.322023
beta_root_16S_1_raw_tn2_glmer_pca_n100_PC3	0.197724	0.275766
beta_root_ITS_1_raw_tn2_glmer_pca_n100_PC1	0.031627	0.176838
beta_root_ITS_1_raw_tn2_glmer_pca_n100_PC2	0.121657	0.285325
beta_root_ITS_1_raw_tn2_glmer_pca_n100_PC3	6.78594e-06	0.550366
Relative_leaf_temperature	0.00157608	0.103064
LeafAreaMaturity_mild_drought	0.209321	0.306245
LeafAreaMaturity_well_watered	0.333725	0.461732
LeafAreaMaturityCell_mild_drought	8.26377e-06	0.157172
LeafAreaMaturityCell_well_watered	0.481053	0.377048
LeafAreaProliferation_mild_drought	0.47614	0.577811
LeafAreaProliferation_well_watered	0.970714	0.0550102
PavementCellArea_mild_drought	0.719407	0.560778
PavementCellArea_well_watered	0.0543689	0.1984
PavementCellNumber_mild_drought	0.402129	0.361731
PavementCellNumber_well_watered	0.958556	0.109606
RosetteArea_mild_drought	0.157039	0.266499
RosetteArea_well_watered	0.12363	0.210936
StomatalIndex_mild_drought	8.26377e-06	0.107282
StomatalIndex_well_watered	8.31363e-06	0.134204
Emco5	7.70918e-06	0.180941
Emoy2	0.00743889	0.113573
Emwa1	0.132539	0.35294
Hiks1	7.81581e-06	0.113562
Noco2	0.0326211	0.144526
aphids_making_long_probes	0.0273664	0.105523
time_aphids_spent	8.37315e-06	0.161756
Normalized_disease_index	7.86471e-06	0.133289
A0_Expo2	0.064536	0.16836
FW_rosette	0.454797	0.228105
PLA11	8.44835e-06	0.11344
PLA14	0.41953	0.253831
PLA16	0.449694	0.354886
PLA18	0.26275	0.281942
PLA20	8.44835e-06	0.153396
PLA22	0.440299	0.219335
PLA24	8.44835e-06	0.124366
PLA25	0.625122	0.240901
PLA26	0.62648	0.249049
PLA27	0.52934	0.227965
PLA28	0.676232	0.206592
PLA8	0.240063	0.234929
r_Expo2	0.0340918	0.0990971
WC	8.44835e-06	0.140853
control_aantalSkld5m10t20_c	8.48056e-06	0.352998
control_avgSL0t10_c	8.48056e-06	0.119696
control_avgSL10t20_c	0.401834	0.32866
control_avgSL20t30_c	0.00546044	0.133157
control_avgSLm10t0_c	0.12724	0.225898
control_avgSLm10t20	0.0278793	0.256478
treatment_aantalSkld5m10t20_t	8.48056e-06	0.0986007
treatment_avgSL0t10_t	8.48056e-06	0.111766
treatment_avgSL10t20_t	8.48056e-06	0.131352
treatment_avgSL20t30_t	7.58992e-06	0.520658
treatment_avgSLm10t0_t	0.47504	0.310332
treatment_avgSLm10t20	0.684459	0.347143
Redness_control	8.31662e-06	0.380653
Redness_PEG	7.63219e-06	0.463007
AA_1	0.296267	0.298533
AA_2	0.623299	0.247805
AGP_1	8.32917e-06	0.152272
AGP_2	0.120559	0.178452
aINV_1	0.219915	0.209761
aINV_2	8.05893e-06	0.119373
ChlA_1	0.90609	0.238736
ChlA_2	0.757805	0.183252
ChlB_1	0.145711	0.184031
ChlB_2	0.453938	0.265998
cPGI_1	0.101682	0.168072
cPGI_2	0.0475669	0.119185
FBP_1	8.31246e-06	0.218187
FBP_2	8.32844e-06	0.214149
FK_1	8.32917e-06	0.148405
FK_2	0.216873	0.263214
Fru_1	0.019676	0.110184
Fru_2	0.438508	0.2008
Fum_1	0.20153	0.25961
Fum_2	0.109677	0.159366
FUMARASE_1	8.32917e-06	0.134317
FUMARASE_2	0.221491	0.259757
FW_1	0.407246	0.272085
G6P_1	0.390286	0.362611
G6P_2	0.517846	0.248989
G6PDH_1	8.32917e-06	0.134992
G6PDH_2	8.12201e-06	0.104158
GDH_2	0.15623	0.174272
GK_1	8.39254e-06	0.117172
GK_2	8.02199e-06	0.114948
Glc_1	0.0223972	0.108764
Glc_2	0.366769	0.190631
iRub_1	8.33683e-06	0.103739
iRub_2	8.02e-06	0.0947507
Mal_1	0.561212	0.266394
Mal_2	0.813159	0.101678
MDH_2	0.51587	0.248073
mRub_1	8.32917e-06	0.261366
mRub_2	0.0181893	0.103355
nINV_1	8.32917e-06	0.0971958
nINV_2	8.31649e-06	0.101808
NO3_1	8.32917e-06	0.126755
NO3_2	8.02e-06	0.108377
NRVm_1	0.159805	0.244762
NRVm_2	8.05893e-06	0.106524
NRVs_1	0.505079	0.245923
NRVs_2	0.0413905	0.157156
PEPC_2	8.05893e-06	0.101768
PGM_1	0.0670718	0.122273
PGM_2	0.119133	0.167514
pPGI_1	8.32605e-06	0.206427
pPGI_2	0.0156609	0.0967397
Prot_1	8.32917e-06	0.100511
Prot_2	0.26886	0.227917
SKDH_2	0.0876855	0.13649
SPS_1	7.5653e-06	0.519193
SPS_2	0.033442	0.173786
starch_1	0.908217	0.130947
starch_2	0.349301	0.215782
Suc_1	8.32917e-06	0.0883058
Suc_2	8.02e-06	0.109908
TK_2	0.0149525	0.104773
tPGI_1	0.316897	0.380101
tPGI_2	0.485895	0.294003
TPI_2	0.143735	0.210318
UGP_1	0.397804	0.370113
UGP_2	8.05893e-06	0.117693
FT	0.927189	0.120568
LL	0.686972	0.257851
MSB	0.519297	0.365104
PH1S	0.694567	0.322653
PL_div_LL	0.0407039	0.109668
PL	0.329639	0.306936
RB	0.361532	0.198918
RGRav	0.223599	0.3208
RGRbv	8.41955e-06	0.0783298
TPH	0.149988	0.172035
days_after_dark_treatment_2	0.0524505	0.14394
days_after_dark_treatment_3	0.0581494	0.164388
days_after_dark_treatment_4	0.0659294	0.219939
days_after_dark_treatment_5	0.0183372	0.181312
days_after_dark_treatment_6	8.63192e-06	0.241513
days_after_dark_treatment_7	8.63192e-06	0.131343
Alllyl_2008	0.968748	0.110007
But_3_enyl_2008	0.999983	0.000291778
Indol_3_ylmethyl_2008	0.999983	0.00116826
N_methoxy_indol_3_ylmethyl_2008	0.864375	0.172964
Pent_4_enyl_2008	0.999983	0.00028071
Ratio_of_C3_methylthio_to_total_C3_2008	0.999983	0.000288368
Ratio_of_C3_to_SC_Aliphatic_2008	0.999983	0.000300326
Ratio_of_C4_methylthio_to_total_C4_2008	0.999983	0.000282268
Ratio_of_C7_methylthio_to_total_C7_2008	0.162236	0.31659
Ratio_of_C7_to_LC_Aliphatic_2008	0.846618	0.0915682
Ratio_of_C8_methylthio_to_total_C8_2008	0.608769	0.307843
Ratio_of_NMOI3M_to_TIND_2008	0.996192	0.0140121
Ratio_of_TOH4_to_TIND_2008	0.993464	0.0183678
Total_Alkenyl_Aliphatic_2008	0.931497	0.12485
Total_C3_Aliphatic_2008	0.900458	0.13152
Total_C3_and_C4_Aliphatic_2008	0.867693	0.131387
Total_C4_Aliphatic_2008	0.999983	0.000294385
Total_C5_Aliphatic_2008	0.298576	0.347176
Total_C7_Aliphatic_2008	0.910997	0.0643348
Total_C7_and_C8_Aliphatic_2008	0.938323	0.0605282
Total_C8_Aliphatic_2008	0.938706	0.0665605
Total_Hydroxyalkenyl_Aliphatic_2008	0.999983	0.000286272
Total_Hydroxyalkyl_Aliphatic_2008	0.999983	0.000286534
Total_Indolic_Glucosinolate_2008	0.849856	0.226523
Total_Indolic_Glucosinolate_with_4_hydroxylation_2008	0.984719	0.0315109
Total_Methylsulfinyl_Aliphatic_2008	0.914216	0.0864949
Unknown_Alkenyl_2008	0.999983	0.000283575
X_R_2_hydroxy_but_3_enyl_2008	0.999983	0.000284876
X_S_2_hydroxy_but_3_enyl_2008	0.999983	0.000284678
X3_hydroxypropyl_2008	0.999983	0.000286534
X3_methylsulfinylpropyl_2008	0.999983	0.000342205
X3_methylthiopropyl_2008	0.398951	0.241591
X4_hydroxy_indol_3_ylmethyl_2008	0.654315	0.295484
X4_methoxy_indol_3_ylmethyl_2008	0.985145	0.0308767
X4_methylsulfinylbutyl_2008	0.999983	0.000287155
X4_methylthiobutyl_2008	0.999983	0.000280623
X5_methylsulfinylpentyl_2008	0.298576	0.347176
X7_methylsulfinylheptyl_2008	0.999983	0.000297022
X7_methylthioheptyl_2008	0.879256	0.0885242
X8_methylsulfinyloctyl_2008	0.886598	0.114812
X8_methylthiooctyl_2008	0.944763	0.0702253
AgNO3_Camalexin_1	0.0184752	0.128611
AgNO3_Camalexin	0.508096	0.483919
Alllyl_1	0.898174	0.0938248
Alllyl	0.972065	0.0484499
Benzyl	0.826585	0.125615
But_3_enyl_1	0.873319	0.0738461
But_3_enyl	0.999987	0.000291869
Control_Camalexin_1	0.766122	0.240789
Control_Camalexin	0.797336	0.241271
Fresh_Weight	0.999987	0.000249492
Indol_3_ylmethyl	0.634538	0.273808
Leaf_Area	0.985635	0.0309713
N_methoxy_indol_3_ylmethyl	0.999983	0.000323246
Pent_4_enyl	0.999983	0.00028933
R_2_hydroxy_but_3_enyl_1	0.999983	0.000295886
R_2_hydroxy_but_3_enyl	0.25836	0.197489
S_2_hydroxy_but_3_enyl_1	0.887554	0.11862
S_2_hydroxy_but_3_enyl	7.67562e-06	0.0901954
Unknown_Alkenyl_1	0.999984	0.000289124
Unknown_Alkenyl	7.67562e-06	NA
Unknown_Glucosinolate_Like_1	0.203446	0.666258
Unknown_Glucosinolate_Like_2	0.864801	0.172895
X3_benzoyloxypropyl	0.929587	0.104793
X3_hydroxypropyl_1	0.999983	0.000288353
X3_hydroxypropyl	0.945104	0.0453987
X3_methylsulfinylpropyl_1	0.999983	0.000297626
X3_methylsulfinylpropyl	0.996811	0.0156041
X3_methylthiopropyl_1	0.999983	0.000286116
X3_methylthiopropyl	0.881025	0.133888
X4_benzoyloxybutyl_plus_2_benzoyloxy_but_3_enyl	0.889551	0.082386
X4_hydroxy_indol_3_ylmethyl	0.335337	0.535921
X4_hydroxybutyl	0.855206	0.0775307
X4_methoxy_indol_3_ylmethyl	6.02452e-06	0.484155
X4_methylsulfinylbutyl_1	0.999983	0.000289919
X4_methylsulfinylbutyl	0.999987	0.000225034
X4_methylthiobutyl	0.999983	0.000284382
X5_methylsulfinylpentyl_1	0.999983	0.000313418
X5_methylsulfinylpentyl	0.687084	0.312158
X5_methylthiolpentyl	0.999987	0.000234782
X7_methylsulfinylheptyl	0.678045	0.241638
X7_methylthioheptyl	0.69581	0.241224
X8_methylsulfinyloctyl	0.0603618	0.586034
X8_methylthiooctyl	0.979536	0.0376627
aconitic_acid_exp2	0.201879	0.196687
adipic_acid_exp2	7.67562e-06	0.0792879
alanine_exp1	7.67562e-06	0.42355
alanine_exp2	0.185351	0.440169
alpha_ketoglutaric_acid_exp2	7.67562e-06	0.0976133
arabinose_exp1	0.144797	0.387689
arabinose_exp2	0.97188	0.0351635
arachidic_acid_exp1	0.886581	0.114742
arachidic_acid_exp2	7.67562e-06	0.122698
ascorbic_acid_exp2	0.685788	0.23325
asparagine_exp1	7.67562e-06	0.2784
asparagine_exp2	7.67562e-06	0.111658
aspartic_acid_exp1	7.67562e-06	0.102574
aspartic_acid_exp2	7.67562e-06	0.100333
behenic_acid_exp1	0.644731	0.236782
benzoic_acid_exp1	0.633543	0.218129
benzoic_acid_exp2	7.67562e-06	0.104737
beta_alanine_exp1	0.492507	0.223726
beta_alanine_exp2	0.268732	0.33246
beta_sitosterol_exp1	0.0793785	0.282202
beta_sitosterol_exp2	7.67562e-06	0.169577
caffeic_acid_exp2	0.0273057	0.10968
capric_acid_exp1	0.876304	0.220607
capric_acid_exp2	0.217005	0.247835
cellobiose_exp2	0.116842	0.198245
cellobiotol_exp1	7.67562e-06	0.134986
cellobiotol_exp2	0.17559	0.217818
cerotic_acid_exp1	0.456063	0.453296
cholesterol_exp1	0.930966	0.101082
cholesterol_exp2	0.0859247	0.260563
cis_sinapinic_acid_exp1	7.67562e-06	0.108993
cis_sinapinic_acid_exp2	7.67562e-06	0.0911734
citramalate_exp2	7.67562e-06	0.0929582
citric_acid_exp1	0.29968	0.433402
citric_acid_exp2	0.0643007	0.143278
citrulline_exp1	0.633419	0.212206
coniferin__ref_Tree_Physiol__exp1	7.67562e-06	0.105929
coniferin__ref_Tree_Physiol__exp2	0.626422	0.234328
dehydroascorbate_1_exp1	7.67562e-06	0.212378
dehydroascorbate_1_exp2	0.132695	0.398791
epsilon_caprolactam_2_exp2	7.67562e-06	0.0960833
erythritol_exp1	0.427744	0.281235
erythronic_acid_exp2	7.67562e-06	0.0967013
erythronic_acid_lactone_exp1	0.154494	0.361054
erythronic_acid_lactone_exp2	7.67562e-06	0.246428
ethanolamine_exp1	7.67562e-06	0.13261
ethanolamine_exp2	0.46718	0.376782
fructose_1_exp2	0.558459	0.305373
fucose_1___rhamnose_2_exp1	0.298845	0.577405
fucose_1___rhamnose_2_exp2	7.67562e-06	0.353183
fumaric_acid_exp2	7.67562e-06	0.104547
GABA_exp1	0.454559	0.458287
GABA_exp2	7.67562e-06	0.0951161
galactinol_major_2_exp1	7.67562e-06	0.09122
galactinol_major_2_exp2	7.67562e-06	0.0983829
galactose_exp1	0.45177	0.298722
galactose_exp2	7.67562e-06	0.0961015
glucose_1_phosphate_exp1	7.67562e-06	0.0822827
glucose_1_phosphate_exp2	7.67562e-06	0.0852708
glucose_2_exp1	0.657249	0.331111
glucose_2_exp2	0.147469	0.160548
glucuronic_acid_exp2	0.0518986	0.119143
glutamic_acid_exp1	7.67562e-06	0.0940911
glutamic_acid_exp2	7.67562e-06	0.122966
glutamine_exp2	0.212962	0.343677
glyceric_acid_exp1	7.67562e-06	0.115492
glyceric_acid_exp2	7.67562e-06	0.114012
glycerol_alpha_phosphate_exp2	0.158035	0.212548
glycerol_exp2	0.141722	0.163392
glycine_exp1	0.426366	0.334679
glycine_exp2	7.67562e-06	0.10976
glycolic_acid_exp1	7.67562e-06	0.103595
heptadecanoic_acid_exp1	7.67562e-06	0.102303
hexonic_acid_exp2	0.624557	0.615311
hydroxylamine_exp1	7.67562e-06	0.130848
hydroxylamine_exp2	7.67562e-06	0.091684
inositol_myo__exp2	0.17108	0.169506
inulobiose_2_exp2	0.218976	0.397542
isoleucine_exp1	7.67562e-06	0.101068
isoleucine_exp2	7.67562e-06	0.0926568
lactic_acid_exp1	7.67562e-06	0.095471
lactic_acid_exp2	0.586886	0.39832
lactobionic_acid_exp1	0.646857	0.237936
lactobionic_acid_exp2	0.445983	0.32239
lauric_acid_exp1	7.67562e-06	0.134448
leucine_1_exp2	0.931662	0.14301
leucine_exp1	0.574493	0.237698
leucine_exp2	0.13994	0.180325
leucrose_exp1	7.67562e-06	0.116772
leucrose_exp2	0.00986281	0.100225
levoglucosan_exp1	0.00207966	0.0843619
lignoceric_acid_exp1	7.67562e-06	0.10293
lignoceric_acid_exp2	7.67562e-06	0.186562
lyxitol_exp1	0.0528193	0.225227
malate_exp1	0.343389	0.354465
malate_exp2	7.67562e-06	0.107562
maleic_acid_exp1	7.67562e-06	0.0983929
maleic_acid_exp2	7.67562e-06	0.0900811
maltose_1_exp1	7.67562e-06	0.0978463
maltose_1_exp2	7.67562e-06	0.109141
mannitol_exp1	7.67562e-06	0.088466
mannitol_exp2	7.67562e-06	0.110768
monopalmitin_1_glyceride_exp1	7.67562e-06	0.0941906
monopalmitin_1_glyceride_exp2	7.67562e-06	0.102347
myristic_acid_exp1	0.407098	0.340148
myristic_acid_exp2	7.67562e-06	0.111874
N_acetyl_D_hexosamine_exp2	0.11271	0.386556
N_acetyl_D_mannosamine_exp2	0.309431	0.315411
oleic_acid_exp1	0.0450284	0.21076
oleic_acid_exp2	7.67562e-06	0.0927513
ornithine_4TMS_exp2	7.67562e-06	0.0941897
oxoproline_1_exp2	7.67562e-06	0.115443
oxoproline_exp1	0.973078	0.0283302
oxoproline_exp2	0.995146	0.0130843
palatinose_exp2	0.234205	0.208065
palmitic_acid_exp2	0.0710602	0.190439
pelargonic_acid_exp1	0.252593	0.377066
pelargonic_acid_exp2	0.36021	0.349208
pentadecanoic_acid_exp1	7.67562e-06	0.17387
phenylalanine_exp2	0.68636	0.237499
phosphoric_acid_exp1	0.853708	0.215748
phosphoric_acid_exp2	7.67562e-06	0.094207
phytol_exp1	7.67562e-06	0.129645
phytol_exp2	7.67562e-06	0.220707
pipecolic_acid_exp2	0.939476	0.0827768
proline_exp1	7.67562e-06	0.178912
proline_exp2	7.67562e-06	0.0932516
putrescine_exp1	0.0783315	0.257462
putrescine_exp2	7.67562e-06	0.0942272
pyrrole_2_carboxylic_acid_exp1	7.67562e-06	0.346795
rhamnose_1_exp1	7.67562e-06	0.105536
rhamnose_1_exp2	0.285187	0.25305
ribitol_1_exp2	7.67562e-06	0.14019
ribitol_exp2	7.67562e-06	0.346461
ribose_exp1	0.579084	0.218009
ribose_exp2	0.182786	0.300225
serine_1_exp1	0.626553	0.379441
serine_1_exp2	7.67562e-06	0.10028
serine_exp1	0.130911	0.151031
serine_exp2	7.67562e-06	0.347435
shikimic_acid_exp2	7.67562e-06	0.185082
stearic_acid_exp1	0.303781	0.479539
succinic_acid_exp1	0.316879	0.368765
succinic_acid_exp2	7.67562e-06	0.118835
talose_exp1	7.67562e-06	0.0899865
talose_exp2	7.67562e-06	0.0963876
threitol_exp1	0.0860733	0.211501
threitol_exp2	0.873651	0.149957
threonic_acid_exp1	0.483621	0.358833
threonic_acid_exp2	7.67562e-06	0.197781
threonine_exp1	0.158081	0.205674
threonine_exp2	0.799093	0.226444
tocopherol_exp2	0.212838	0.405316
trans_sinapinic_acid_exp1	7.67562e-06	0.0958588
trans_sinapinic_acid_exp2	0.0697585	0.218713
trehalose_exp2	7.67562e-06	0.539413
tyrosine_exp1	7.67562e-06	0.179133
tyrosine_exp2	7.67562e-06	0.117654
urea_exp1	7.67562e-06	0.108213
urea_exp2	0.0124051	0.0854385
valine_exp1	0.552472	0.213311
valine_exp2	7.67562e-06	0.0909954
X1_2_4_benzenetriol_exp1	7.67562e-06	0.118388
X1_2_4_benzenetriol_exp2	7.67562e-06	0.276609
X1_hexadecanol_exp1	0.533156	0.283716
X1_monostearin_exp2	0.0181225	0.0827487
X2_palmitoleic_acid_exp1	7.67562e-06	0.19336
X2_palmitoleic_acid_exp2	7.67562e-06	0.15417
X4_hydroxybenzoate_exp2	0.0682341	0.183804
X4_hydroxyproline_exp1	7.67562e-06	0.0969257
X4_hydroxyproline_exp2	7.67562e-06	0.100562
X5_aminovaleric_acid_exp1	0.934501	0.0841653
xylonic_acid_exp2	0.0461905	0.119415
xylose_1_exp1	0.490875	0.403782
xylose_1_exp2	0.739092	0.196975
Lesion_0_m_cx_Apple517	0.041105	0.249797
Lesion_0_m_cy_Apple517	0.273061	0.246621
Lesion_0_m_eccentricity_Apple517	0.372541	0.27025
Lesion_0_m_eccentricity_B05_10	0.284493	0.417812
Lesion_0_m_eccentricity_Ctrl	7.99197e-06	0.182217
Lesion_0_m_eccentricity_Supersteak	0.314094	0.313044
Lesion_0_m_eccentricity_UKRazz	0.0462548	0.392221
Lesion_0_m_theta_Apple517	7.99197e-06	0.198041
Lesion_0_m_theta_B05_10	7.99197e-06	0.17443
Lesion_0_m_theta_Ctrl	7.99197e-06	0.288418
Lesion_0_m_theta_Supersteak	7.99197e-06	0.335432
Lesion_0_m_theta_UKRazz	0.38861	0.277107
Lesion_Bblu_m_eccentricity_Apple517	7.99197e-06	0.188453
Lesion_Bblu_m_eccentricity_B05_10	7.99197e-06	0.214409
Lesion_Bblu_m_eccentricity_Ctrl	7.99197e-06	0.23211
Lesion_Bblu_m_eccentricity_Supersteak	7.99197e-06	0.169411
Lesion_Bblu_m_eccentricity_UKRazz	7.99197e-06	0.257505
Lesion_Bblu_m_majoraxis_Ctrl	0.216735	0.222242
Lesion_Bblu_m_theta_B05_10	7.99197e-06	0.13375
Lesion_Bblu_m_theta_Ctrl	0.0446889	0.364563
Lesion_Bblu_m_theta_Supersteak	7.99197e-06	0.216713
Lesion_Bblu_m_theta_UKRazz	0.114876	0.17178
Lesion_Bgrn_m_eccentricity_Ctrl	7.99197e-06	0.25749
Lesion_Bgrn_m_theta_B05_10	7.99197e-06	0.579481
Lesion_Bgrn_m_theta_Ctrl	0.102676	0.229343
Lesion_Bgrn_m_theta_UKRazz	0.288489	0.320199
Lesion_Bgrnblu_m_eccentricity_Ctrl	0.999987	0.00320992
Lesion_Bgrnblu_m_eccentricity_UKRazz	0.604843	0.316675
Lesion_Bgrnblu_m_majoraxis_Apple517	0.999987	0.00132081
Lesion_Bgrnblu_m_majoraxis_B05_10	7.99197e-06	0.19204
Lesion_Bgrnblu_m_majoraxis_Ctrl	0.0524323	0.532699
Lesion_Bgrnblu_m_majoraxis_Supersteak	7.99197e-06	0.217039
Lesion_Bgrnblu_m_majoraxis_UKRazz	7.99197e-06	0.211271
Lesion_Bgrnblu_m_theta_Ctrl	0.0804331	0.155567
Lesion_Bgrnblu_m_theta_UKRazz	7.99197e-06	0.137258
Lesion_blu_m_eccentricity_Ctrl	7.99197e-06	0.673899
Lesion_blu_m_majoraxis_Ctrl	7.99197e-06	0.286636
Lesion_blu_m_theta_Apple517	7.99197e-06	0.257458
Lesion_blu_m_theta_B05_10	7.99197e-06	0.237807
Lesion_blu_m_theta_Ctrl	7.99197e-06	0.245555
Lesion_blu_m_theta_Supersteak	7.99197e-06	0.224135
Lesion_blu_m_theta_UKRazz	0.314658	0.263526
Lesion_Bred_m_eccentricity_Ctrl	0.0158115	0.140069
Lesion_Bred_m_majoraxis_Ctrl	7.99197e-06	0.205741
Lesion_Bred_m_theta_Ctrl	7.99197e-06	0.245658
Lesion_Bred_m_theta_Supersteak	7.99197e-06	0.268293
Lesion_Bredblu_m_eccentricity_Apple517	0.151008	0.155663
Lesion_Bredblu_m_eccentricity_B05_10	0.281407	0.218104
Lesion_Bredblu_m_eccentricity_Ctrl	0.732487	0.278667
Lesion_Bredblu_m_eccentricity_Supersteak	0.223268	0.289299
Lesion_Bredblu_m_eccentricity_UKRazz	0.378593	0.584668
Lesion_Bredblu_m_majoraxis_Apple517	0.99944	0.114275
Lesion_Bredblu_m_majoraxis_B05_10	7.99197e-06	0.198377
Lesion_Bredblu_m_majoraxis_Ctrl	7.99197e-06	0.22933
Lesion_Bredblu_m_majoraxis_Supersteak	7.99197e-06	0.182364
Lesion_Bredblu_m_majoraxis_UKRazz	7.99197e-06	0.219442
Lesion_Bredblu_m_theta_Apple517	7.99197e-06	0.361437
Lesion_Bredblu_m_theta_B05_10	0.162196	0.310538
Lesion_Bredblu_m_theta_Ctrl	7.99197e-06	0.207405
