id,FT_variance,FT_Manzano.Piedras_2014,FT16_1001GC_2016,FT10_1001GC_2016,FT_Vidigal_2016,FT_Kooke_2016,FT_Aranzana_2005,FT10_Atwell_2010,FT16_Atwell_2010,FT_mhi,FT_mhp,FT_mli,FT_mlp,FT_thi,FT_thp,FT_tli,FT_tlp
1676,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
1684,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
1739,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
1741,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
1756,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
1757,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
1793,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
1797,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
1819,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
1820,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
1829,1696.02646812865,94.75,99,121.124382942344,113.891273548257,114.391647061488,121.471377576986,129.615382937986,159.426089173084,160.938509932427,163.030019797761,166.519914057345,25.6850000007,64.801,70.94,68.38,144.197917908009
1834,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
1835,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
1851,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
1852,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
1853,2243.50016789352,71.5,69.33333333,89.7974660531961,111.313162211686,112.366536097244,118.333092634746,126.610430159542,159.431042440812,159.313194118709,162.537430640361,167.295344116567,21.2166666672,38.743,52.8625,60.15,137.76319952391
1872,2031.32890347295,80.25,82.5,96.3154893980862,112.089796796678,112.206314166754,119.122673672572,127.762222222226,160.192454506851,160.092977628105,162.932905205976,167.049124960608,23.1250000005,45.635,59.54,63.64,140.06099209572
1890,1868.89616077592,101,75.75,115.093679757174,110.8333333,106.6,110.8333333,115.6666667,161.5,161,165,165.75,24.813333334,53.145,65.28,66.04,140.472784862986
1925,1661.42284107483,89.5,89.5,142.73913597055,114.951916488835,115.287347866129,124.021882262271,131.887921719205,160.932512261496,161.078553105389,163.336350027804,166.989641611905,27.33333333,77.871,78.59,75.15,150.934243917994
1942,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
1943,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
1954,1789.73123667057,93,101,175.131539627979,118.8333333,123.6666667,139,133,165,163.4,167,167.106824331486,28.3433333343,82.839,82.7125,80.21,155.710708253074
2016,2184.80396527607,77.5,69.75,93.7398223399834,111.216294116817,112.67582928259,119.405436505915,128.869804656205,159.800471728515,160.058949164883,163.801369918631,166.993888660281,21.8033333337,39.892,56.0375,62.87,138.220797939686
2017,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
2031,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
2053,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
2057,1840.4743904884,77.9782550212787,64.806558550284,122.514655139212,112.634301539121,112.802806184123,122.865144112191,129.473692424358,159.753798545558,160.007139102176,163.428428967008,167.061555553917,34,67.982,63.445,68.315,146.06403489856
2081,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
2091,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
2106,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
2108,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
2141,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
2159,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
2166,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
2171,2021.77285622097,79,82.5,98.8933219434343,111.918399367146,111.805412050802,117.328400890658,128.012276335558,159.697145349944,159.276263507155,162.610830384763,166.667895797322,23.7716666671,44.617,57.7875,62.62,137.212072425806
2191,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
2202,1686.31091531332,97.75,96.5,135.551999587244,114.517684599183,114.848920905374,123.712804323753,131.887374683397,161.185488017716,161.562754811486,164.815562462339,166.609148064328,26.3150000007,68.617,75.105,73,147.822451843821
2212,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
2239,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
2240,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
2276,1998.56100650905,83,84.25,104.231435753676,112.222777032899,112.863538536607,120.127316350366,129.616399891965,160.333110200755,160.243261358155,163.943047036814,166.916371360632,23.5466666674,45.356,62.3075,65.94,141.788743787639
2278,2015.56087319671,79.25,85,105.530209468583,112.300565273644,113.054919336555,120.388562416469,129.702319446413,160.457146861289,160.597860991769,164.174348057471,167.247289454026,23.2066666673,46.7,61.7275,66.02,142.261780151275
2285,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
2286,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
2317,2329.80534158155,77,53.5,69.3855857433089,109.2857143,109.8,113.75,123,157.5714286,154.2,162.5714286,165,18.66166666717,36.13,51.455,57.33,134.010231513158
2370,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
2412,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
4779,2414.25437483136,68.6666666667,50.25,79.805854983246,109.15357208905,110.860387221267,117.235354790898,123.165583190325,158.681935668342,158.179755074202,163.013354498867,165.577671568806,19.40166666716,35.18,50.915,55.805,133.9692383311
4807,1746.6808912999,79.75,87.5,167.978275084918,116.493258787914,117.242880290239,127.43734950357,133.544347223083,162.118662464709,163.355364107662,165.775780738776,166.678338612523,29.2116666674,90.489,87.425,81.24,157.005970543834
4826,2482.64264566766,60,51,83.123033259315,107.401018785178,109.748118591261,115.02806109457,124.458357143476,156.212042658175,157.464286841031,160.229107197951,166.450321217813,16.63666666729,32.08,46.364167,54.455,131.75970607496
4840,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
4857,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
4884,2423.71006200638,70.25,49.5,69.362957834645,108.626633579614,109.27562050588,114.696141199341,119.506704364943,157.379279542283,155.088335209657,160.9488673173,165.430655516314,17.16000000089,32.936,49.821667,55.17,132.834945247736
4900,2470.16812529607,71,50.25,72.543063961945,108.853923903887,109.650940678922,116.120212069028,122.139078306876,157.742097798749,157.805282684569,162.261214742211,165.909176651491,17.21166666749,32.413,48.054167,54.865,132.172969246133
4939,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
4958,1715.74901144646,91.25,100.25,162.944774137831,124,126.6,135,135,166.4285714,156.2,166.6666667,167,27.3633333343,81.131,83.2,77.265,153.328231214954
5023,2586.94832548509,61,43.75,76.263531956125,109.395695436214,110.849338543015,115.165581298246,121.25161930147,158.018462149976,157.23463166554,161.306984641941,166.126681334073,16.33666666723,30.944,45.671667,53.035,132.7687604855
5104,2661.69657796156,60,40.75,93.0492194424995,109.250444733116,112.770870573218,121.749073819312,127.808738094571,159.592777782269,161.741048648113,163.407860054955,167.344025134564,17.02000000043,34.276,47.084167,57.225,139.07212341814
5151,1896.10518815751,81.75,73.66666667,152.329857020898,120,126,126.5,134.237852793816,164.8571429,165.6,166.6,166.91528302838,26.6783333343,80.241,79.1375,75.39,153.696815025854
5165,1846.18926796466,86.5,81.75,144.024170644943,116.8571429,117.25,123,135,165.4285714,164.6,166.5,168.577571429333,26.1350000005,74.624,79.5,75.06,155.66724629815
5210,2036.0497909988,96,78,117.912718344656,111.878735295764,112.573792361935,120.574950247161,125.736679978426,160.086773108284,160.365285281939,163.329821378817,166.639529024066,21.14666666693,46.302,56.995,63.53,139.873200536005
5236,2572.69933113966,58.5,43.5,68.632240168325,107.340244786821,108.70108269386,113.875461241743,122.685140475715,156.724732222866,156.372460002629,160.261638298029,166.091291518459,15.38333333379,31.837,46.089167,53.645,128.896822177419
5249,2056.81478832508,80.1750621455258,78.3863311185436,101.216137621183,112.078224289953,112.646743977204,120.059541625589,129.811028861644,160.337161047714,160.243516944128,164.061963305985,167.367916436831,22.6833333339,46.051,60.735,63.84,140.597346817942
