,rFitness_mhi,rFitness_mhp,rFitness_mli,rFitness_mlp,rFitness_thi,rFitness_thp,rFitness_tli,rFitness_tlp,rSurvival_fruit_mhi,rSurvival_fruit_mhp,rSurvival_fruit_mli,rSurvival_fruit_mlp,rSurvival_fruit_thi,rSurvival_fruit_thp,rSurvival_fruit_tli,rSurvival_fruit_tlp,rSeeds_mhi,rSeeds_mhp,rSeeds_mli,rSeeds_mlp,rSeeds_thi,rSeeds_thp,rSeeds_tli,rSeeds_tlp
met17,0.201841780801225,0.166585354511466,0.105360198153221,0.110323135325024,0.186854648783168,0.12047589870682,0.226351828265729,0.0804203258392944,0.168651371937285,0.17156554675589,0.201396854751935,-0.0135749231955283,0.195518571286933,0.167064240939599,0.190891516014559,0.120059746592687,0.176084062192559,0.168924858093851,0.0501231778773867,-0.138693636669261,0.159298208594794,0.0949922199806144,0.0309540603137484,0.0101011919007136
met18,0.464128375218153,0.505218269399609,0.362687562111193,0.135170623246787,0.517386009449416,0.459809517277359,0.36654622216755,0.365172612262007,0.542817286559436,0.506197456286576,0.478514205699255,0.212365377633068,0.519580580012023,0.493224635263592,0.3775463738113,0.370957705474987,0.412946787968435,0.54230309567785,0.155576737256803,0.00824743805835335,0.550554182111136,0.435534351771186,0.29103025803899,0.202090972407453
met19,0.436896554312538,0.381051512048577,0.468849020684849,0.132855779633799,0.383723440736101,0.327846956415123,0.347591109468086,0.460302318143403,0.431460718463765,0.419475708202851,0.343833322062994,0.193133968152602,0.385178412523168,0.365373002847305,0.354546003480239,0.395996717665961,0.393681587340696,0.391986280999111,0.0503209575649473,0.0193773255978387,0.428179589218002,0.357351295490592,0.263712340811174,-0.0071126434193218
met20,0.636596096570237,0.635131652645808,0.445541101764668,0.194644565524777,0.656773708693259,0.573339667210883,0.473649634535348,0.591444402329297,0.665927704498732,0.66254295642021,0.423683871075838,0.247186529298115,0.682290954854131,0.624331265629903,0.516547821414241,0.530033660069942,0.590086319997522,0.671421329016594,-0.0199389025292601,-0.0379289782715457,0.677748557154168,0.573697158954211,0.213895404607184,-0.0550912336255543
met21,0.418568284547209,0.407862754414382,0.217066876163114,0.152220224860964,0.426755859664791,0.373676419793886,0.258674339275519,0.36914446859807,0.428446528640336,0.44329092311616,0.292040530824185,0.15656718662495,0.467186465989752,0.414334399643642,0.319211622662597,0.363959788070184,0.397848462233677,0.431525741978582,-0.0595438893935668,-0.112932133244491,0.422176685222455,0.37377323370778,0.0791898967783948,0.0486439040499561
met22,-0.319241961063265,-0.318182237794412,-0.0394033058946892,-0.0964692154357241,-0.35545903261929,-0.251109975734647,-0.171719813664794,-0.325606101459525,-0.332043236011751,-0.309933862690562,-0.214273446799679,-0.132068723651095,-0.334202097822743,-0.277260344748914,-0.194889047020344,-0.212853326654753,-0.262468474162101,-0.31623487502029,0.0729543938550505,0.0443097259785001,-0.330681511712725,-0.250287942559319,-0.0996890540393383,-0.0680853663278235
met23,-0.287796992708439,-0.32234177995735,-0.258088685433192,-0.130186241634745,-0.298640082141735,-0.30342651394658,-0.324795786777293,-0.350418990663833,-0.315859910004654,-0.368337737134989,-0.243584301043645,-0.198405976104939,-0.348551164036744,-0.3298473553933,-0.293830225248419,-0.267327443571595,-0.256982268281651,-0.278622519581265,-0.0320194382871145,-0.0486517108722936,-0.279669783758163,-0.271303720184387,0.0443352608535204,-0.0651485835480362
met24,0.0494813153682959,0.0152604797416036,-0.0589625904452849,0.0507304664642364,0.049212138872106,0.0611144007564751,0.0071128331738302,-0.243873209109611,0.0650073562676687,0.0399791383854948,-0.0873880163093814,0.115146803036058,0.0525915833215118,0.0874436253124049,0.0831574379733091,-0.112891526222138,0.0436815305631686,0.0384510318532859,-0.10658126489513,0.269189798796735,0.0573838213101127,0.0279448027049436,0.0353780652893843,0.158809996506064
met25,-0.0253362380031465,-0.0300574033745012,-0.0200452721791638,-0.0492216729486534,-0.107821450644164,-0.119960474153676,-0.127807309429388,0.0397687654614216,-0.0688763971051415,-0.109951558228558,0.0110701873077053,-0.172049053264247,-0.116525738897742,-0.112626847548712,-0.179207250409926,0.0213257567292957,-0.0522710206394729,-0.0273465270795678,0.100575724018282,-0.107686333824048,-0.0993808366806831,-0.0969562943746619,-0.196214284387213,-0.1771982446256
met26,-0.317609600772557,-0.37842019683009,-0.09514778148898,-0.0614281520818241,-0.272043396386411,-0.32758843138069,-0.195954733815151,-0.194500158090429,-0.378850939083253,-0.404847866837454,-0.193963734655936,-0.0687507127329181,-0.365356199674406,-0.326398569385056,-0.251356607537809,-0.241082204427569,-0.285327687089002,-0.355657922979811,0.156175928058426,0.0824199673268248,-0.291935361420998,-0.350532794591347,-0.0133448952938611,0.00346441833624752
met27,0.389186893541167,0.350437560235338,0.197456747365324,0.0839542077810299,0.492132412375623,0.489097739292779,0.257182575842004,0.20749226959924,0.43320965186415,0.386896927245449,0.232768635701533,0.0687007572311912,0.490221032273508,0.486296566684945,0.327680545990133,0.280193543168968,0.387560416063855,0.456632812736407,-0.12639402280933,-0.116216719456912,0.486977544271013,0.412898983752529,0.106563799232418,0.0341552947028627
met28,-0.12731832512459,-0.185974855113448,-0.172211709919618,-0.0752806641019642,-0.098300262310361,-0.0711766796778191,-0.255482057782416,-0.301777040991007,-0.120845395508634,-0.159965948946576,-0.224450006369636,-0.124297179870196,-0.130412037025059,-0.0842155343520513,-0.173558717934914,-0.21601993803766,-0.107420994562277,-0.145036172397148,-0.101177397689175,-0.0689107680115472,-0.0940400347758231,-0.101570956420095,0.171374943667129,-0.0418931786714484
met29,-0.303388811873878,-0.281155130920035,-0.0868867867003364,-0.0779307550562564,-0.308321581993552,-0.23946625331673,-0.201202351228004,-0.383576855717685,-0.321043903479253,-0.277575456034009,-0.153317835430234,-0.0606544200711074,-0.3147670555446,-0.279759255961632,-0.222800604604305,-0.404423105422688,-0.259171652597573,-0.305805834522767,0.169719766228332,0.0975008346702562,-0.297587115624258,-0.23117148560621,-0.129768670512242,-0.0970534205138998
met30,0.110268695910646,0.0675634452700382,0.0757146650582601,0.0937008589760644,0.105602874065628,0.114420810372564,-0.00134433667734789,0.0196278023515849,0.132850826394132,0.037604595132985,0.0870482123531934,0.0691596543941878,0.123926561318432,0.12819477278075,0.0327411697895867,0.0461989734995866,0.0759636058168864,0.130974203275431,0.0458280752149764,0.0888732002831676,0.0894774960602349,0.074129884944342,0.0242674213339307,-0.14815305589597
met31,0.415542043755981,0.364391156009601,0.108991570418508,0.115098904125871,0.359983583265362,0.30936304981498,0.247460652954976,0.244288193359489,0.382433641741222,0.347864742682273,0.147268370524416,0.066101228105779,0.353880811958527,0.327424785734275,0.253322235488134,0.33061929851648,0.347257731616949,0.373802689746294,-0.161724460464382,-0.0985875009223855,0.362700181553456,0.298131615272933,0.277304364612838,-0.0195126228859188
met32,0.274150230263915,0.282246139812005,0.178508479989019,-0.025570873629379,0.212469808828404,0.161730231437035,0.165431618100777,0.312872160492943,0.244562125834069,0.213043513861622,0.222105289209959,-0.0353246663850092,0.216596284520329,0.203944072240015,0.0944716121941581,0.265669017758868,0.222326301527429,0.295183319726378,0.059444401885573,-0.149194745670547,0.21964711687356,0.166409410011033,-0.117181614640703,-0.0150819093440543
met33,-0.149115005397169,-0.0847160549886985,0.0372105895942632,-0.0391632227359858,-0.18193905056244,-0.044053165111233,-0.0479070728664492,-0.210290910084607,-0.132842101886195,-0.0686648952601003,-0.0702314394481492,-0.0423876038108814,-0.107161701889648,-0.0395307080443798,-0.0516314258440582,-0.0879870245343847,-0.100130253879073,-0.10515834113356,0.0466839215685288,0.0335916360946165,-0.164196135634421,-0.0811492598438491,-0.216804580862758,-0.0492904095267231
met34,0.432678278903479,0.422490010411233,0.256360487050645,0.10480359569644,0.483190972176674,0.393512742717307,0.379016207929262,0.349916911479178,0.480033844359505,0.482806375281676,0.327579278591246,0.0517546019632478,0.510001882246147,0.454293030557848,0.421191576154922,0.356979855310934,0.398517732582154,0.43576954150392,-0.033351622857826,-0.254068247445774,0.47283346131814,0.371486512721972,0.206409461931616,0.112822721192979
met35,0.119812935462627,0.137784443555658,0.0894989566974737,0.080512553005094,0.148579407376208,0.162436711527248,0.111707831445803,0.156662352387007,0.156201784430246,0.190789520386434,0.082472397011042,0.0583000217516381,0.177864163135399,0.169741484457363,0.15745617363941,0.150871950876911,0.113052336497711,0.109137163542442,-0.130963116451786,-0.000845346550943003,0.137780167114954,0.133448629100891,0.143875278075492,-0.00888186456274817
met36,-0.212026124304236,-0.326666578781074,-0.304034507183534,-0.163236248798758,-0.181687610069637,-0.200303248529762,-0.331515963492313,-0.301234893715926,-0.255427529959719,-0.346525456512975,-0.331582493536935,-0.246772659997278,-0.272441159968166,-0.204418130180082,-0.297192387076543,-0.334307970282991,-0.211583284583443,-0.261496529245566,-0.0531424805434775,-0.0517686489418292,-0.198440328206413,-0.244987918916681,0.0212450470646491,0.0293621810697267
met37,-0.33059492216955,-0.402143776137633,-0.287915343417178,-0.182789449771965,-0.321139465176503,-0.364328205078931,-0.347600843017038,-0.2944517348681,-0.38511917293399,-0.454763263313478,-0.320980159344624,-0.269957710504817,-0.390314961751148,-0.380358524511068,-0.40060610356533,-0.292685372722692,-0.308220066483122,-0.352536980427792,-0.0501192730496788,-0.0645210927960956,-0.339954603960496,-0.341517087122685,-0.10614873071348,-0.130292733561814
met38,0.335236705570179,0.271779338591678,0.125633673905745,0.142189714656105,0.377829403144497,0.375515007121076,0.177059619463078,0.2188792854851,0.337174306257479,0.284834247559514,0.184861416034219,0.127166438413253,0.341128410852905,0.359539979388941,0.216685573256328,0.199793056786679,0.288522097074447,0.30893946431016,-0.089262554105882,-0.0254955701070157,0.358077919676066,0.301318571773429,0.19796874557609,0.072261841688146
met39,-0.189974791469626,-0.144062327464677,0.0758999163721421,0.00921300941497707,-0.215472686468224,-0.184233840791782,-0.0285289300260386,-0.245069355369371,-0.20307598026563,-0.13558028291243,-0.0389745417968924,0.0844311660959978,-0.211719821706032,-0.21795788852052,-0.0567682412329357,-0.2797687762513,-0.166242026853661,-0.202536029665272,0.220379968044459,0.197608226642233,-0.198017303690247,-0.14519065333621,-0.0625704830787142,-0.0351953742233016
met40,0.0605687606146726,0.0198627950265084,0.132723430143142,-0.0330616961999803,0.103899881395335,0.0780607034659069,-0.0096540732827085,0.0221836203671831,0.0800160950576653,0.0453647771993113,0.00558805588390481,-0.0306272456180295,0.0983683485463363,0.0974478301744949,-0.00973624916929882,0.0242011080192308,0.0757202221287563,0.0731694186884296,-0.111640374733975,-0.133541390692584,0.105795466273664,0.0864019694225357,-0.0545508794048623,-0.129056037251678
met41,-0.071147111376258,-0.0342287640083675,0.063711067730109,0.029816188245941,0.00535255079126626,-0.022712693239815,0.0208370097586616,-0.028016346671099,-0.0291515886678237,-0.0598188148247356,0.148171942292288,0.0535983593856062,-0.0206632701728545,-0.0180180843310954,0.0106206820930725,-0.0859231122863656,-0.0530516480335349,0.0150322433600902,0.152909132614771,-0.00738785568380173,0.0155327822707261,-0.0200322488109082,0.350155829544763,-0.0576233415070583
met42,0.00384522771273811,0.0085373065993867,-0.0282370049938333,-0.132737279413312,0.00194420143958826,-0.0425219740285477,0.0970157460971155,0.119930543789489,-0.0131673367664748,-0.0152629134771427,-0.09082353955187,-0.126553033895919,-0.00384216352613398,-0.0346014515582878,0.0361563938147923,0.0566320376051221,0.0133942341688943,0.0208626295771095,0.0355809792744931,-0.178908331347164,0.00280769219680958,-0.0132111467369809,-0.11933404764248,-0.0167800329808136
met43,0.220943834013379,0.169028934204377,0.0277492348927764,0.0589818975047166,0.239264997810065,0.143462137902307,0.0827073193633168,0.171396828321859,0.221937743996892,0.170796867707483,0.0842826134066047,-0.00622512778667428,0.206951725519516,0.156218753693139,0.129992600293563,0.158108948553796,0.18326502609909,0.196262174238173,-0.0916300450396166,-0.0927676469983227,0.23481336661147,0.160297727308865,0.215425026535675,-0.0571562001315238
met44,0.0200979374351797,0.0446025352551357,0.0276979235771205,0.0142798986157199,0.0235038807556609,0.0143792839022525,0.0593049531133628,-0.0231868002019206,0.0266768727067326,0.0393334505718188,0.0120852227399714,0.0581755173162291,0.0462460214806048,0.0392256517109063,0.00383705154192249,-0.0459520823601013,0.00459839956448456,0.0193155420523449,-0.0844432720235265,0.190239820293662,-0.0022357745603173,-0.000376105445110725,-0.137659599212103,-0.00343244547859265
met45,0.0114029182270534,0.0888199661359457,-0.0829156579229497,-0.0659250476474008,0.0415728918686728,0.00553392664478354,0.0570525943952004,0.0289651655667599,0.0448183302455188,0.0622199614102966,-0.0347516760202504,-0.0118052665270241,0.0717238740185826,0.0607301270879636,0.0121053114453077,0.0119443349944238,0.00616109954076067,0.0739005429542393,-0.137246638699124,-0.00941996830192256,0.0229487982700616,0.00459721379584414,-0.000867633459972029,0.0477784518500514
met46,-0.18814608111007,-0.244728825501118,-0.256744080584613,-0.10585468597136,-0.145431921525608,-0.186498851980732,-0.288035552125949,-0.301570366107226,-0.195660490487818,-0.248052664906265,-0.282907139389889,-0.133213478047116,-0.210574726941328,-0.212007344737338,-0.221872669322576,-0.254867083024591,-0.167088472054208,-0.196994470483594,-0.0754239923753051,-0.0341025054154303,-0.143318471595711,-0.16400794228885,0.155662189879196,-0.000197727377524423
met47,0.129322221886343,0.130253475496794,0.172766884869994,0.0293587118321123,0.00494284343688186,0.0130280373040405,0.0810069345614093,0.157916889314945,0.0899180093379506,0.0894596533611974,0.155449362188921,-0.0697670357981338,0.040282204096797,0.02342166609547,0.0168160914734801,0.139081582334734,0.0808005735129049,0.0913975073856617,0.0800428531569894,-0.0602818332226565,0.0146720240062741,0.0423666647706351,-0.243582304140508,-0.178021544787989
met48,-0.364102806973618,-0.382278748527242,-0.300499811387999,-0.220356877402953,-0.355630863971547,-0.332406125359743,-0.278633877809137,-0.273212326258432,-0.366662727766472,-0.427529479130077,-0.305930487336763,-0.304420829660115,-0.372614537984799,-0.345727809349908,-0.317339990889031,-0.226588353608571,-0.327131756058713,-0.328952494492897,-0.0551853326658158,-0.108502833320282,-0.361493086305724,-0.32953285291,-0.011599275633304,-0.062804082141773
met49,0.147843054692026,0.162238248853589,0.150438286623772,0.00233995402054145,0.0551479710551015,0.0323966687736107,0.0880707268278427,0.166048816424037,0.111380976659064,0.105579986778968,0.169757536853957,-0.050884959550753,0.0558287440517663,0.0435709902841775,0.0232643986815797,0.150720189964088,0.0957779274917845,0.125899106173782,0.141477402826066,-0.0563062404532906,0.0690123495922451,0.0645121109961459,-0.177551637379946,-0.105415815389082
met50,0.0921878961013792,0.0414878981778905,-0.0460421390349618,0.102127554473503,0.12130564240006,0.14047643995868,0.078644553504944,-0.000111238297180396,0.133191456933777,0.120764533064231,-0.0232900466513574,0.00419543064346389,0.169347300714544,0.136490856242617,0.154955134087431,0.0490117307163794,0.106212608064523,0.0794821680278425,-0.189046796140538,-0.0754133018476579,0.110121337406914,0.129723714287357,0.178886945698405,0.0158055284358597
met51,0.0558254548179136,0.0911388614290757,0.0751672783899868,0.0424511411080038,0.0971642859837688,0.0940472611878493,0.0928924797166867,0.129342552707675,0.0747425250495428,0.108938864708874,0.0705313590751072,0.066605804159466,0.111104110072264,0.115558352648548,0.0416374802254824,0.0605572823506398,0.0468359373486544,0.0616807758161398,-0.108008949620403,0.00122453387115289,0.0672939591534875,0.0607836631235872,-0.0568696405889711,0.0903584114143045
met52,0.162177082444022,0.156292918906414,0.214460958143429,0.0687187323504332,0.103000403860668,0.0446854296763372,0.00276099122386456,0.0852564878671152,0.124191650179579,0.112988858255738,0.132008339521449,0.0755871991110702,0.102492811258553,0.0617167083856059,-0.00989875476089754,0.0753616949508309,0.138961845239573,0.167507833384022,0.0760790801328139,0.000713053266225975,0.11885682014421,0.0890423990326097,-0.13802780437215,-0.150821234569459
met53,0.0944276089859348,0.0478029874135379,0.0252834537045426,0.0444101782698974,0.0918231401517744,0.134032050834465,0.0251171878450034,0.0683420756973057,0.0652126688021207,0.00244258613050236,0.0436019044896245,-0.0169856387129255,0.0732915467216465,0.13360279444515,0.00738612861086548,0.133065484613555,0.0934645959588692,0.122247649898006,0.091104254902506,-0.062785391807402,0.0885538851329752,0.0844911592130465,0.0336084581162728,-0.0109229380982306
met54,-0.301336839195159,-0.255707017775483,0.00426461814692165,-0.0283127248134491,-0.313929567164975,-0.270522009904374,-0.121358570153186,-0.286468102260461,-0.309994978096115,-0.247185231263881,-0.1004340232975,0.0318969924344197,-0.306850601896806,-0.302854440508836,-0.157622970512541,-0.324059222537815,-0.256323700033847,-0.301601899397373,0.260155966357992,0.173044841956901,-0.300108620880252,-0.232446055044836,-0.160710026981535,-0.0610244389481285
met55,0.194160127490682,0.207187057710979,0.14020545189935,0.178091572799818,0.142494971226004,0.11669228642819,0.243153398883898,0.119549193193552,0.176261256936962,0.221951948396833,0.0358267868682204,0.186797079549159,0.178295705935847,0.16963813810517,0.275932095326651,0.223298851618217,0.178681134092797,0.169101385737855,-0.168626658936986,0.200304034046808,0.148006731784842,0.102838632802222,0.0966308359415723,-0.023751098586222
met56,0.407769005367583,0.410961459509457,0.399009346388487,0.141353380052019,0.412564423117006,0.353139125714211,0.3283634785492,0.313166783725396,0.43547909527304,0.452815357783753,0.27257329067565,0.171318620622405,0.440981212357096,0.402901116668544,0.357660966682709,0.29969258741781,0.38500213567134,0.416568948611071,-0.0947800613435925,-0.0624042002384483,0.433938367614554,0.372273990847086,0.0682002164508507,-0.0120312000277275
met57,-0.239358737694239,-0.240102509874555,-0.0637457884232838,-0.0634347379529004,-0.220000274416626,-0.223489303847222,-0.196653168046382,-0.27258101417153,-0.217512234101798,-0.251111295353785,-0.174556528232446,-0.125450912509069,-0.236966272192222,-0.263260120708583,-0.220833501329423,-0.301413984170029,-0.232424812890423,-0.23527505278648,-0.0852714145807617,-0.0339401346744007,-0.233750380140336,-0.184962335935374,-0.0975681991877533,-0.0290756134862377
met58,-0.313712377797086,-0.422259903706341,-0.305897472158681,-0.162332385247998,-0.326722846213324,-0.336149978427297,-0.382914760924491,-0.405686009091417,-0.374326005405182,-0.449672846192776,-0.439237904765686,-0.234926198880149,-0.391010602756273,-0.354057383129887,-0.348376701159726,-0.419203914551618,-0.29666093812312,-0.363668290037863,-0.0987502838783137,0.0543002779955893,-0.337852470859216,-0.337297336697704,-0.0283202503106355,-0.0238450941659985
met59,-0.327517419757843,-0.291381131032077,-0.250404298329374,-0.168406204865562,-0.239778744137556,-0.21571583547841,-0.295876503152054,-0.261637157532287,-0.292907402559237,-0.277094923272097,-0.267989740205952,-0.174247513120643,-0.257892101453275,-0.197693627128166,-0.318599532866377,-0.27046658865663,-0.270984498443122,-0.29247233783343,-0.106241605360844,-0.0497211666411575,-0.263368301481051,-0.254461571242595,-0.041778049566724,0.0406250134922107
met60,-0.142426460720474,-0.14574300746375,-0.258094656795341,-0.0616685642850199,-0.138571685824906,-0.131709789647503,-0.311949110976028,-0.286462413230142,-0.142779951534807,-0.190233796370207,-0.200333326463242,-0.171251967029458,-0.167458833548671,-0.140828368762439,-0.228061561379264,-0.169213648497949,-0.132842967545681,-0.113598667575949,-0.0495425892050775,-0.113694828237778,-0.133994623216387,-0.142547962476472,-0.0593589292631054,-0.132600488745082
met61,-0.0985163164361191,-0.188953923860594,-0.225891385458868,-0.048494570289624,-0.180086230447699,-0.143879381464906,-0.104280449424119,-0.0139317134011661,-0.152325968675543,-0.194457558042231,-0.143730802721624,-0.184191719467158,-0.177262792328702,-0.174288712091895,-0.090496161371952,0.0381666886293551,-0.115223485850811,-0.17701944398522,-0.148471798690049,-0.0115664363255123,-0.18080150712308,-0.147350606246032,0.0601389719003461,0.125416842518438
met62,0.0287395722946221,0.0240007073566835,0.188147415557223,-6.03363744017413e-05,0.067078830686767,0.00905103911953617,0.106696446094467,0.0846338668823814,0.0126098954343968,0.0507626407317585,0.0266415856096436,-0.0591253043215508,0.0628855813757394,0.0391482595770285,0.0984819617741816,0.0788205200024572,0.0530790027934628,0.0241112149569779,-0.0166157750124949,-0.156629304680615,0.0478731222012785,0.00604643317881654,0.197749544731382,0.0166833006378201
met63,0.172837301423717,0.138469295500078,0.161480659346997,-0.0334514534844215,0.174607568472338,0.196955547257516,0.252280242194311,0.110034966981338,0.202103140413973,0.188608412786826,0.144487152246804,-0.0184088507443655,0.195317716660386,0.241453229673894,0.214344271413463,0.136833209491425,0.14967638359217,0.151024361838116,-0.0168367034569094,-0.128982002676247,0.176415490903362,0.135196697591143,0.307193462662178,0.123265026955677
met64,-0.488278270174265,-0.496869111605691,-0.296171705978882,-0.153512295226815,-0.520054935952629,-0.453179848250249,-0.492733163657705,-0.473322943987765,-0.505881106641379,-0.516734568066534,-0.472990521090205,-0.238016860614771,-0.520571940947341,-0.471049301127725,-0.439355525816072,-0.391368437764427,-0.43300677271539,-0.49537964555247,-0.173515432613713,-0.051097270892618,-0.517625735297281,-0.43326455049709,-0.132922382168447,-0.190204033346312
met65,-0.0833837064576575,-0.0914178640331723,-0.0149578085751118,0.00622171253747619,-0.182191427989956,-0.187184811720538,-0.0877829580742486,-0.123788499904401,-0.167926147858359,-0.179658153765269,-0.0193162092473878,-0.0897913498182421,-0.185985909598194,-0.174192724658598,-0.125073677466556,-0.123185773552518,-0.0849465143731526,-0.0904225517704911,0.0621036679522492,0.0601405961788782,-0.182062673746721,-0.174495232236607,-0.143059732860209,-0.209663732573827
met66,-0.0296174656187439,-0.00495473314801828,-0.0657720856974115,-0.00465721187779962,0.0179403285305985,0.00426892066783249,0.0427654153195414,0.110186401071087,-0.00237278189570726,0.0334935112619538,-0.0769463485375625,-0.0950936826565574,0.0517221149541909,0.0300064745713196,0.0647898977764156,0.153096550245345,0.00497422003638271,0.00154802922687615,-0.173388074339081,-0.140568410283048,0.00604052713377039,-0.000946347491426136,0.00344728752927164,0.101174034949142
met67,0.141933339246679,0.242819260939233,-0.053911544164945,0.0471640346076341,0.147004881858277,0.125739792086552,0.123689352311274,0.110192709509436,0.199831954137482,0.244945598620638,0.0962402145182749,0.0720872947699297,0.225825387504583,0.178988865942461,0.157544290193667,0.164740599348961,0.142137852047469,0.217567680199079,-0.198190528043572,-0.0452882030504842,0.150926598840357,0.145214733133406,-0.137859730443231,-0.0831642224797845
met68,-0.121333697270435,-0.108758041904196,-0.195573789819295,-0.0109817291237594,-0.103470799483798,-0.127408734813592,-0.11328908676517,-0.349265880351763,-0.122189464514205,-0.11115346274281,-0.228978646191039,0.122533946890861,-0.12516482192064,-0.0962725830870107,-0.086004001398005,-0.296702731836841,-0.118556015354318,-0.133512641016544,-0.0487868034097497,0.286379278638196,-0.116894810098238,-0.147936738987493,-0.13886058963885,0.167667916339535
met69,0.00480859342222963,0.0413542705337093,-0.1180731796136,-0.0243144290157943,0.0195823749652173,0.00855428024905829,-0.140022789761919,-0.0292105362371387,0.0479744619807901,0.0351949829070828,-0.0499849401892369,-0.0280789801207293,0.0410908709824948,0.0186594458208733,-0.0633113953443062,-0.0210464999010987,0.0151630998752376,0.0655443194075336,-0.138313527877883,-0.079812528989602,0.0342816736648271,0.0345988758055844,-0.0883631435755973,0.0731656648770245
met70,-0.327427033988648,-0.347691202173567,-0.257808150329815,-0.0543600514358967,-0.3266384672147,-0.306528812171874,-0.36951982088227,-0.373471721479917,-0.336936934627334,-0.390097330241792,-0.202968341174455,-0.141266020527395,-0.365741288220174,-0.342996140384054,-0.31516351753741,-0.292272296221257,-0.289105654477637,-0.303120610048126,0.0427897422406806,0.00469001094083076,-0.310710577938059,-0.282310697481158,0.0245699808360687,-0.133856821146208
met71,0.148737830669858,0.14778781176733,0.251296777275044,0.0770179523799158,0.108023693455024,0.0677616257199037,0.142254929802284,-0.0884264690847165,0.168746506683901,0.1751383090091,0.0597267313646607,0.0229374299923012,0.143951663478088,0.100935695313404,0.213141104202728,0.0398484549200879,0.126965557000429,0.148965805815326,0.00786615979783554,0.0743524101505965,0.133724240722993,0.111709820472181,0.411831859497687,-0.108231810263955
met72,-0.169187837729923,-0.24610629554161,-0.104242286029562,-0.0226612384204211,-0.194016178242724,-0.181869427772564,-0.255540834479893,-0.264618376313322,-0.188360717494956,-0.249320760124746,-0.141027905325192,-0.108920491557314,-0.225786555272417,-0.19474109317911,-0.203132672317493,-0.143082435554599,-0.153079032575181,-0.197083962063076,-0.0709976961714767,0.0139856880131745,-0.169582251741477,-0.174655205063993,0.060133787345233,-0.103304409878111
met73,-0.176733179794453,-0.160667640658161,-0.283569061140528,-0.247276268684934,-0.207499895997014,-0.209049662135668,-0.165094988641323,-0.233147544417779,-0.180633711297177,-0.198320929042237,-0.29855132077006,-0.267347061183859,-0.19179049210124,-0.165184908640402,-0.156753289399813,-0.216427320719232,-0.159681711276795,-0.141813764798645,-0.14271955316555,-0.151441963640888,-0.200909243987153,-0.206199357349194,0.112923419536554,-0.0356686041958853
met74,-0.248242813313982,-0.28040423618389,-0.14215738617133,-0.144943597802764,-0.291932351023903,-0.294614283733168,-0.26214626037747,-0.262872577738203,-0.301463416644268,-0.339728153237918,-0.204174470400731,-0.191586260841671,-0.325317555612698,-0.296211344956733,-0.298626552670614,-0.220867017647911,-0.226038520047167,-0.244745775389155,0.0119403872042158,-0.0650455074368846,-0.280113592483522,-0.277742676426068,-0.0601801058414187,-0.0741176262726502
met75,-0.495703348089209,-0.442562314169739,-0.472964176020305,-0.23465588341032,-0.440107516508925,-0.420674037095832,-0.449503799723222,-0.426106794418173,-0.4623557622788,-0.452088828883695,-0.472824248475241,-0.259399965572892,-0.454477353451394,-0.4092725741947,-0.427207958353557,-0.373000818775334,-0.433403496795497,-0.455010694273498,-0.29640276966573,-0.00226510741856693,-0.447353062935662,-0.414956474142727,-0.20807539457183,-0.0110836324789903
met76,-0.420566602211379,-0.438456394142137,-0.238456272580212,-0.0839650765009438,-0.43826354777321,-0.42819762604342,-0.400287905582058,-0.411444365115514,-0.438442326939396,-0.456326533348026,-0.356156717962065,-0.21252824962489,-0.470996031521421,-0.453249219124335,-0.341914196633224,-0.315006547909674,-0.362300421571583,-0.414843884032268,-0.0559263370516418,0.0373230572303478,-0.404383278568762,-0.378924198152133,-0.0256147197780017,-0.235228565857352
met77,-0.0310833346441064,-0.110225748460623,0.0667439160184077,-0.0018040512588374,-0.0944481493469876,-0.0969457624079647,-0.142714237164022,-0.152965594453834,-0.0834065574870518,-0.147813819334456,-0.100393342735971,-0.0529846034466925,-0.144047199854315,-0.122611616170681,-0.135353872686052,-0.130570832972454,-0.0540351570140039,-0.0784165418111365,0.161820482712095,0.0792283096313147,-0.0728551860426159,-0.0779506444174613,0.0628540611701727,-0.203324113488612
met78,-0.316319304891573,-0.381876949823577,-0.323867314029261,-0.100352460400082,-0.341612316451651,-0.309556105616179,-0.361790870563567,-0.426198214525481,-0.364387116873497,-0.433275354040669,-0.338927368294227,-0.168357253029329,-0.393060038524544,-0.33346219570646,-0.340950238086901,-0.324220355731677,-0.286590441161744,-0.328228788635435,-0.136187637231375,0.120507885313743,-0.333801297481651,-0.3223540857397,-0.144999287419082,-0.093183903460869
met79,-0.129017429870058,-0.184408531658948,-0.00551684657579498,-0.0775893944031092,-0.168181470513626,-0.185096321240937,-0.168887574434912,-0.0809976739495349,-0.176791058992121,-0.200482679717817,-0.180289937852486,-0.0657241859718386,-0.216166877516155,-0.180759697086577,-0.175686375946906,-0.0671626515581459,-0.11485317135732,-0.181361410853517,0.0510420266757558,-0.00366850136868586,-0.148194179236417,-0.172028512372773,0.174214285468328,-0.118019610570099
