paper	phenotype	numaccessions	phenotypecategory	stressstrategy	1	2	3	4	5	6
Brotman_Wu_MolPlant_2018_PID_28866081	PC_1493	301	Metabolite	Tolerance	0.9998674	0.9994033	0.9259766	0	0.0007472031	8
Brotman_Wu_MolPlant_2018_PID_28866081	PC_1528	301	Metabolite	Tolerance	0.9991513	0.996914	0.8837323	0	0.0003769987	3
Brotman_Wu_MolPlant_2018_PID_28866081	PC_1533	301	Metabolite	Tolerance	0.9772708	0.9073066	0.9515046	0.8086221	0.000160269	3
Brotman_Wu_MolPlant_2018_PID_28866081	PC_1732	301	Metabolite	Tolerance	0.8910481	0.6877868	0.9679801	0	0.0005265963	2
Brotman_Wu_MolPlant_2018_PID_28866081	PC_1734	301	Metabolite	Tolerance	0.6667591	0.3554529	0.9747023	0	0.0005028688	2
Brotman_Wu_MolPlant_2018_PID_28866081	PC_1755	301	Metabolite	Tolerance	0.9706631	0.8614334	0.9650376	0	0.0005023947	1
Brotman_Wu_MolPlant_2018_PID_28866081	PC_1782	301	Metabolite	Tolerance	0.9453684	0.8077479	0.966033	0	0.0005274065	2
Brotman_Wu_MolPlant_2018_PID_28866081	PC_1857	301	Metabolite	Tolerance	0.9345887	0.5170785	0.9854707	0.8411325	5.178613e-05	3
Brotman_Wu_MolPlant_2018_PID_28866081	PC_1976	301	Metabolite	Tolerance	0.9863319	0.9121138	0.9937864	0.9532635	0.0004839711	70
Brotman_Wu_MolPlant_2018_PID_28866081	PC_1998	301	Metabolite	Tolerance	0.999979	0.9999429	0.799573	0	0.0001126251	1
Brotman_Wu_MolPlant_2018_PID_28866081	PC_2045	301	Metabolite	Tolerance	0.9118326	0.307737	0.998315	0.9513596	6.156282e-06	1
Brotman_Wu_MolPlant_2018_PID_28866081	PC_2372	301	Metabolite	Tolerance	0.9999061	0.9997422	0.8588847	0	0.0001403799	4
Brotman_Wu_MolPlant_2018_PID_28866081	PC_2395	301	Metabolite	Tolerance	0.993303	0.9531879	0.9370338	0	7.533984e-05	2
Brotman_Wu_MolPlant_2018_PID_28866081	PC_2413	301	Metabolite	Tolerance	0.9644129	0.6927725	0.9903391	0	9.17348e-05	2
Brotman_Wu_PlosGen_2016_PID_27760136	met01	313	Metabolite	Tolerance	0.9934377	0.9673753	0.9119388	0	0.00108421	1
Brotman_Wu_PlosGen_2016_PID_27760136	met02	313	Metabolite	Tolerance	0.9953325	0.9747988	0.9716237	0	0.001093295	2
Brotman_Wu_PlosGen_2016_PID_27760136	met03	313	Metabolite	Tolerance	0.4624504	0.2205665	0.9954333	0	6.683039e-05	1
Brotman_Wu_PlosGen_2016_PID_27760136	met04	313	Metabolite	Tolerance	0.6154766	0.2831754	0.9927723	0	0.0003862644	2
Brotman_Wu_PlosGen_2016_PID_27760136	met05	313	Metabolite	Tolerance	0.9450325	0.7600968	0.8958496	0	0.0002242301	1
Brotman_Wu_PlosGen_2016_PID_27760136	met06	313	Metabolite	Tolerance	0.6720947	0.2709374	0.9753477	0	0.0001100948	1
Brotman_Wu_PlosGen_2016_PID_27760136	met07	313	Metabolite	Tolerance	0.9998401	0.999714	0.6713743	0	0.0002429702	2
Brotman_Wu_PlosGen_2016_PID_27760136	met08	313	Metabolite	Tolerance	0.7385898	0.3816674	0.9441983	0	0.001489714	1
Brotman_Wu_PlosGen_2016_PID_27760136	met09	313	Metabolite	Tolerance	0.6663574	0.3229304	0.9765669	0	9.484879e-05	1
Brotman_Wu_PlosGen_2016_PID_27760136	met10	313	Metabolite	Tolerance	0.9999993	0.9999982	0.7793859	0	0.0003175589	2
Brotman_Wu_PlosGen_2016_PID_27760136	met11	313	Metabolite	Tolerance	0.9999999	0.9999987	0.9393227	0.3994331	5.403684e-05	1
Brotman_Wu_PlosGen_2016_PID_27760136	met12	313	Metabolite	Tolerance	0.9998724	0.9987575	0.9522935	0.5616809	7.036786e-05	10
Brotman_Wu_PlosGen_2016_PID_27760136	met13	313	Metabolite	Tolerance	0.9568157	0.7152855	0.9912498	0	8.765329e-05	12
Brotman_Wu_PlosGen_2016_PID_27760136	met14	313	Metabolite	Tolerance	0.8941751	0.79054	0.7836697	0	8.402147e-05	2
Brotman_Wu_PlosGen_2016_PID_27760136	met15	313	Metabolite	Tolerance	0.999933	0.9997064	0.8793987	0	0.0005001391	2
Brotman_Wu_PlosGen_2016_PID_27760136	met16	313	Metabolite	Tolerance	0.9999923	0.9999806	0.8433749	0	0.000517437	2
Brotman_Wu_PlosGen_2016_PID_27760136	met17	313	Metabolite	Tolerance	0.9266183	0.6830079	0.9434467	0.7218119	0.0005751923	193
Brotman_Wu_PlosGen_2016_PID_27760136	met18	313	Metabolite	Tolerance	0.9964394	0.9917588	0.788947	0	0.0006769398	1
Brotman_Wu_PlosGen_2016_PID_27760136	met19	313	Metabolite	Tolerance	0.8286888	0.4385989	0.9577231	0	0.0003294218	2
Brotman_Wu_PlosGen_2016_PID_27760136	met20	313	Metabolite	Tolerance	0.9855017	0.9537366	0.8202171	0	0.0001469247	1
Brotman_Wu_PlosGen_2016_PID_27760136	met21	313	Metabolite	Tolerance	0.8276949	0.405395	0.9972796	0	0.0002130244	2
Brotman_Wu_PlosGen_2016_PID_27760136	met22	313	Metabolite	Tolerance	0.9900195	0.8855161	0.963823	0.4976206	6.082895e-05	6
Brotman_Wu_PlosGen_2016_PID_27760136	met23	313	Metabolite	Tolerance	0.9524282	0.7966603	0.9730264	0	9.742292e-05	2
Brotman_Wu_PlosGen_2016_PID_27760136	met24	313	Metabolite	Tolerance	0.9999581	0.9999275	0.5206399	0	0.0008047807	2
Brotman_Wu_PlosGen_2016_PID_27760136	met25	313	Metabolite	Tolerance	0.9999762	0.999962	0.4116388	0	0.0002452435	2
Brotman_Wu_PlosGen_2016_PID_27760136	met26	313	Metabolite	Tolerance	0.7013069	0.4291143	0.9770246	0	0.0002367519	1
Brotman_Wu_PlosGen_2016_PID_27760136	met27	313	Metabolite	Tolerance	0.9542887	0.811321	0.9154056	0	0.000328158	2
Brotman_Wu_PlosGen_2016_PID_27760136	met28	313	Metabolite	Tolerance	0.8863446	0.6419748	0.9570555	0	0.0001292136	1
Brotman_Wu_PlosGen_2016_PID_27760136	met29	313	Metabolite	Tolerance	0.6613323	0.2341126	0.9846452	0	0.0003502808	2
Brotman_Wu_PlosGen_2016_PID_27760136	met30	313	Metabolite	Tolerance	0.8797917	0.4998761	0.9854503	0	0.0004618681	2
Brotman_Wu_PlosGen_2016_PID_27760136	met31	313	Metabolite	Tolerance	0.9947001	0.9791435	0.8902852	0	0.0002478853	2
Brotman_Wu_PlosGen_2016_PID_27760136	met32	313	Metabolite	Tolerance	0.9219079	0.6821471	0.9941666	0	0.0001315486	2
Brotman_Wu_PlosGen_2016_PID_27760136	met33	313	Metabolite	Tolerance	0.9998113	0.9993039	0.8845164	0.5193199	3.380524e-05	10
Brotman_Wu_PlosGen_2016_PID_27760136	met34	313	Metabolite	Tolerance	0.9999997	0.9999992	0.6909667	0	0.001160428	1
Brotman_Wu_PlosGen_2016_PID_27760136	met35	313	Metabolite	Tolerance	0.9999717	0.9998655	0.8830595	0	0.0004127119	1
Brotman_Wu_PlosGen_2016_PID_27760136	met36	313	Metabolite	Tolerance	0.9999992	0.9999988	0.2836503	0	0.0003216658	2
Brotman_Wu_PlosGen_2016_PID_27760136	met37	313	Metabolite	Tolerance	0.9391573	0.8466357	0.8215777	0	0.0001199029	1
Brotman_Wu_PlosGen_2016_PID_27760136	met38	313	Metabolite	Tolerance	0.9701831	0.7551385	0.9961319	0.9580815	6.613378e-05	6
Brotman_Wu_PlosGen_2016_PID_27760136	met39	313	Metabolite	Tolerance	0.8622445	0.3368398	0.9893424	0	0.0001776945	1
Brotman_Wu_PlosGen_2016_PID_27760136	met40	313	Metabolite	Tolerance	0.8600078	0.5632136	0.9832831	0	0.001581338	2
Brotman_Wu_PlosGen_2016_PID_27760136	met41	313	Metabolite	Tolerance	0.006545001	0.001793972	0.9061441	0	0.0004941942	1
Brotman_Wu_PlosGen_2016_PID_27760136	met42	313	Metabolite	Tolerance	0.9999873	0.9999642	0.7583438	0	0.0001274757	2
Brotman_Wu_PlosGen_2016_PID_27760136	met43	313	Metabolite	Tolerance	0.9856206	0.8600164	0.9977755	0.9779787	9.001305e-05	14
Brotman_Wu_PlosGen_2016_PID_27760136	met44	313	Metabolite	Tolerance	0.9999491	0.9998131	0.906112	0	0.0005986769	1
Brotman_Wu_PlosGen_2016_PID_27760136	met45	313	Metabolite	Tolerance	0.999999	0.9999949	0.8425557	0	0.0002875339	1
Brotman_Wu_PlosGen_2016_PID_27760136	met46	313	Metabolite	Tolerance	0.9574951	0.73007	0.9626255	0	0.0001271075	1
Brotman_Wu_PlosGen_2016_PID_27760136	met47	313	Metabolite	Tolerance	0.9999453	0.9997093	0.9762099	0.9004846	0.0006097887	118
Brotman_Wu_PlosGen_2016_PID_27760136	met48	313	Metabolite	Tolerance	0.9365619	0.700611	0.9799058	0	9.933122e-05	1
Brotman_Wu_PlosGen_2016_PID_27760136	met49	313	Metabolite	Tolerance	0.9731439	0.698714	0.9948556	0.9427533	6.197024e-05	9
Brotman_Wu_PlosGen_2016_PID_27760136	met50	313	Metabolite	Tolerance	0.9955431	0.9623659	0.9352662	0	0.0001322555	8
Brotman_Wu_PlosGen_2016_PID_27760136	met51	313	Metabolite	Tolerance	0.8760696	0.5927474	0.991919	0	0.001287668	2
Brotman_Wu_PlosGen_2016_PID_27760136	met52	313	Metabolite	Tolerance	0.9995975	0.9982215	0.7876154	0	0.0001630306	2
Brotman_Wu_PlosGen_2016_PID_27760136	met53	313	Metabolite	Tolerance	0.2589671	0.1190917	0.7173225	0	0.001579211	1
Brotman_Wu_PlosGen_2016_PID_27760136	met54	313	Metabolite	Tolerance	0.8077807	0.1512166	0.9939049	0	0.0001101376	1
Brotman_Wu_PlosGen_2016_PID_27760136	met55	313	Metabolite	Tolerance	0.9999958	0.9999927	0.2963835	0	1.111839e-05	2
Brotman_Wu_PlosGen_2016_PID_27760136	met56	313	Metabolite	Tolerance	0.862768	0.6170747	0.937167	0	0.0003877422	1
Brotman_Wu_PlosGen_2016_PID_27760136	met57	313	Metabolite	Tolerance	0.7922449	0.4293868	0.9845705	0.931981	3.693642e-05	2
Brotman_Wu_PlosGen_2016_PID_27760136	met58	313	Metabolite	Tolerance	0.9999999	0.9999997	0.2953391	0	4.049431e-05	1
Brotman_Wu_PlosGen_2016_PID_27760136	met59	313	Metabolite	Tolerance	0.8620162	0.552544	0.9965159	0	0.000868708	1
Brotman_Wu_PlosGen_2016_PID_27760136	met60	313	Metabolite	Tolerance	0.5376644	0.1056224	0.9948958	0	6.166888e-06	1
Brotman_Wu_PlosGen_2016_PID_27760136	met61	313	Metabolite	Tolerance	0.9999998	0.9999997	0.3903954	0	0.0001364384	3
Brotman_Wu_PlosGen_2016_PID_27760136	met62	313	Metabolite	Tolerance	0.9997658	0.9993278	0.77396	0	0.0003997015	1
Brotman_Wu_PlosGen_2016_PID_27760136	met63	313	Metabolite	Tolerance	0.9302456	0.520891	0.9609869	0	6.604463e-05	1
Brotman_Wu_PlosGen_2016_PID_27760136	met64	313	Metabolite	Tolerance	0.8001868	0.3740999	0.9804509	0	0.0005667185	1
Brotman_Wu_PlosGen_2016_PID_27760136	met65	313	Metabolite	Tolerance	0.9998621	0.9986216	0.9492841	0	5.833169e-05	4
Brotman_Wu_PlosGen_2016_PID_27760136	met66	313	Metabolite	Tolerance	0.8761564	0.4743978	0.9997653	0	0.0001397736	2
Brotman_Wu_PlosGen_2016_PID_27760136	met67	313	Metabolite	Tolerance	0.8770517	0.6290762	0.9947859	0	0.0006116915	3
Brotman_Wu_PlosGen_2016_PID_27760136	met68	313	Metabolite	Tolerance	0.9988853	0.9969168	0.737954	0	0.0001391321	2
Brotman_Wu_PlosGen_2016_PID_27760136	met69	313	Metabolite	Tolerance	0.9993166	0.9974102	0.8752187	0	8.390256e-05	2
Brotman_Wu_PlosGen_2016_PID_27760136	met70	313	Metabolite	Tolerance	0.9975982	0.9855212	0.9411612	0	0.0007704262	2
Brotman_Wu_PlosGen_2016_PID_27760136	met71	313	Metabolite	Tolerance	0.9999984	0.9999962	0.7459348	0	0.0004913216	2
Brotman_Wu_PlosGen_2016_PID_27760136	met72	313	Metabolite	Tolerance	0.9791978	0.7927136	0.9479273	0	5.518181e-05	2
Brotman_Wu_PlosGen_2016_PID_27760136	met73	313	Metabolite	Tolerance	0.9999997	0.9999995	0.2703581	0	9.728629e-06	1
Brotman_Wu_PlosGen_2016_PID_27760136	met74	313	Metabolite	Tolerance	0.8627526	0.3783394	0.9972733	0	2.050334e-05	2
Brotman_Wu_PlosGen_2016_PID_27760136	met75	313	Metabolite	Tolerance	0.9226893	0.5805006	0.9807388	0	0.0001955321	2
Brotman_Wu_PlosGen_2016_PID_27760136	met76	313	Metabolite	Tolerance	0.7039886	0.3690459	0.9975214	0	0.0001601416	1
Brotman_Wu_PlosGen_2016_PID_27760136	met77	313	Metabolite	Tolerance	0.9999984	0.9999961	0.743172	0	0.0007546862	3
Brotman_Wu_PlosGen_2016_PID_27760136	met78	313	Metabolite	Tolerance	0.9210188	0.6734824	0.9898213	0	0.001282006	2
Brotman_Wu_PlosGen_2016_PID_27760136	met79	313	Metabolite	Tolerance	0.7508735	0.3929691	0.9959377	0	0.001289987	1
Brotman_Wu_PlosGen_2016_PID_27760136	met80	313	Metabolite	Tolerance	0.9869216	0.9638233	0.8661759	0	0.001007499	2
Brotman_Wu_PlosGen_2016_PID_27760136	met81	313	Metabolite	Tolerance	0.8593392	0.6326965	0.998968	0	0.0001723562	2
Brotman_Wu_PlosGen_2016_PID_27760136	met82	313	Metabolite	Tolerance	0.9999997	0.9999997	0.3049074	0.374513	8.921754e-06	4
Brotman_Wu_PlosGen_2016_PID_27760136	met83	313	Metabolite	Tolerance	0.99986	0.9995306	0.6740452	0	1.027219e-05	1
Brotman_Wu_PlosGen_2016_PID_27760136	met84	313	Metabolite	Tolerance	0.9087338	0.5360228	0.9964641	0	0.001073749	2
Brotman_Wu_PlosGen_2016_PID_27760136	met85	313	Metabolite	Tolerance	0.8690535	0.457097	0.9736176	0	2.793497e-05	2
Brotman_Wu_PlosGen_2016_PID_27760136	met86	313	Metabolite	Tolerance	0.9913055	0.9658486	0.8862686	0	0.001491563	1
Brotman_Wu_PlosGen_2016_PID_27760136	met87	313	Metabolite	Tolerance	0.9999968	0.9999966	0.1706336	0	4.789609e-05	2
Brotman_Wu_PlosGen_2016_PID_27760136	met88	313	Metabolite	Tolerance	0.9731115	0.5236921	0.999167	0.9744093	8.490458e-05	2
Brotman_Wu_PlosGen_2016_PID_27760136	met89	313	Metabolite	Tolerance	0.9999999	0.9999998	0.198374	0	4.067915e-05	1
Brotman_Wu_PlosGen_2016_PID_27760136	met90	313	Metabolite	Tolerance	0.9998731	0.9995947	0.8254693	0	3.714885e-05	2
Brotman_Wu_PlosGen_2016_PID_27760136	met91	313	Metabolite	Tolerance	0.999995	0.9999873	0.6266703	0	0.0002350628	1
Brotman_Wu_PlosGen_2016_PID_27760136	met92	313	Metabolite	Tolerance	0.9999543	0.999283	0.986765	0.8080049	4.239765e-05	9
Brotman_Wu_PlosGen_2016_PID_27760136	met93	313	Metabolite	Tolerance	0.8833957	0.3257579	0.996458	0	5.452541e-05	2
Brotman_Wu_PlosGen_2016_PID_27760136	met94	313	Metabolite	Tolerance	0.9647671	0.789999	0.9851416	0.8863819	5.206723e-05	9
Busch_Meijn_NatGen_2014_PID_24212884	142_Mature_cell_length	201	Metabolite	Avoidance	0.9397018	0.7641595	0.984544	0	0.0003232386	3
Busch_Meijn_NatGen_2014_PID_24212884	143_Meristem_zone_length	201	Metabolite	Avoidance	0.8562831	0.575222	0.9224328	0	0.0002571915	1
Busch_Ristova_PlantJ_2018_PID_30030851	LR.no_ABA	191	Development	Avoidance	0.9927784	0.9702551	0.9838659	0.9354038	3.72001e-05	12
Busch_Ristova_PlantJ_2018_PID_30030851	LR.no_C	190	Development	Avoidance	0.9477453	0.7717168	0.9983389	0	0.0004726396	2
Busch_Ristova_PlantJ_2018_PID_30030851	LR.no_CK	192	Development	Avoidance	0.9999987	0.9999987	0.5807799	0	2.877491e-05	3
Busch_Ristova_PlantJ_2018_PID_30030851	LR.no_IAA	190	Development	Avoidance	0.9999935	0.9999918	0.837605	0.7232948	0.0001526159	42
Busch_Ristova_PlantJ_2018_PID_30030851	LRD_P_ABA	191	Development	Avoidance	0.9968629	0.978306	0.9987565	0.989627	0.0002860685	54
Busch_Ristova_PlantJ_2018_PID_30030851	LRD_P_C	190	Development	Avoidance	0.8960663	0.5940312	0.9783865	0.8627958	7.589792e-06	2
Busch_Ristova_PlantJ_2018_PID_30030851	LRD_P_CK	192	Development	Avoidance	0.9914266	0.958226	0.9644999	0.777487	9.521433e-05	6
Busch_Ristova_PlantJ_2018_PID_30030851	LRD_P_IAA	190	Development	Avoidance	0.9999763	0.9998575	0.930565	0.6954814	8.290044e-05	3
Busch_Ristova_PlantJ_2018_PID_30030851	LRD_R_ABA	191	Development	Avoidance	0.9891252	0.9887406	0.9872902	0.9866917	3.938175e-05	18
Busch_Ristova_PlantJ_2018_PID_30030851	LRD_R_C	190	Development	Avoidance	0.9613213	0.7836805	0.9837075	0	4.345016e-05	8
Busch_Ristova_PlantJ_2018_PID_30030851	LRD_R_CK	192	Development	Avoidance	0.9993132	0.9967523	0.9553913	0.837395	0.0001589789	2
Busch_Ristova_PlantJ_2018_PID_30030851	LRD_R_IAA	190	Development	Avoidance	0.9128231	0.4911015	0.9966179	0.9692101	1.73161e-05	2
Busch_Ristova_PlantJ_2018_PID_30030851	LRL_ABA	191	Development	Avoidance	0.9718426	0.9002327	0.9365636	0.7282889	5.50536e-05	3
Busch_Ristova_PlantJ_2018_PID_30030851	LRL_C	190	Development	Avoidance	0.9380647	0.8975825	0.9508872	0	0.000219527	2
Busch_Ristova_PlantJ_2018_PID_30030851	LRL_CK	192	Development	Avoidance	0.9996208	0.9987132	0.997986	0	0.0008749559	2
Busch_Ristova_PlantJ_2018_PID_30030851	LRL_IAA	190	Development	Avoidance	0.9999809	0.9999529	0.8621675	0	0.000207827	2
Busch_Ristova_PlantJ_2018_PID_30030851	LRR_ABA	191	Development	Avoidance	0.9987044	0.9941612	0.9927241	0.9655604	0.0003391995	83
Busch_Ristova_PlantJ_2018_PID_30030851	LRR_C	190	Development	Avoidance	0.9799592	0.7701367	0.9937133	0.9372159	1.912775e-05	3
Busch_Ristova_PlantJ_2018_PID_30030851	LRR_CK	192	Development	Avoidance	0.9974289	0.9924314	0.9880216	0.9705036	0.0008399423	177
Busch_Ristova_PlantJ_2018_PID_30030851	LRR_IAA	190	Development	Avoidance	0.9983999	0.9915982	0.9524177	0	9.290345e-05	2
Busch_Ristova_PlantJ_2018_PID_30030851	P_ABA	191	Development	Avoidance	0.9999874	0.999995	0.6287873	0	0.0004869828	47
Busch_Ristova_PlantJ_2018_PID_30030851	P_C	190	Development	Avoidance	0.9547606	0.8737996	0.9713411	0	0.0003546105	2
Busch_Ristova_PlantJ_2018_PID_30030851	P_CK	192	Development	Avoidance	0.9998616	0.9997491	0.9065326	0	0.0002147305	7
Busch_Ristova_PlantJ_2018_PID_30030851	P_IAA	190	Development	Avoidance	0.9999923	0.999989	0.5846345	0	1.361599e-05	2
Busch_Ristova_PlantJ_2018_PID_30030851	P2_ABA	191	Development	Avoidance	0.9836005	0.9579893	0.9800319	0	0.001164869	2
Busch_Ristova_PlantJ_2018_PID_30030851	P2_C	190	Development	Avoidance	0.924076	0.6977108	0.9976384	0	5.909329e-05	2
Busch_Ristova_PlantJ_2018_PID_30030851	P2_CK	192	Development	Avoidance	0.9998069	0.9992527	0.9580313	0.8246725	0.0002738673	98
Busch_Ristova_PlantJ_2018_PID_30030851	P2_IAA	190	Development	Avoidance	0.9999662	0.9998367	0.9225579	0	7.184611e-05	2
Busch_Ristova_PlantJ_2018_PID_30030851	R_ABA	191	Development	Avoidance	0.9968756	0.9754778	0.9993228	0.9930135	7.014825e-05	19
Busch_Ristova_PlantJ_2018_PID_30030851	R_C	190	Development	Avoidance	0.8479577	0.6361312	0.9634399	0	0.000134858	2
Busch_Ristova_PlantJ_2018_PID_30030851	R_CK	192	Development	Avoidance	0.9936787	0.9774886	0.9937065	0	0.001001338	1
Busch_Ristova_PlantJ_2018_PID_30030851	R_IAA	190	Development	Avoidance	0.9944525	0.9876491	0.954679	0	0.0001474366	2
Busch_Ristova_PlantJ_2018_PID_30030851	TLRL_ABA	191	Development	Avoidance	0.99957	0.9959216	0.9972123	0.9777853	0.0003253883	60
Busch_Ristova_PlantJ_2018_PID_30030851	TLRL_C	190	Development	Avoidance	0.9998542	0.9996956	0.6022965	0	0.000153044	2
Busch_Ristova_PlantJ_2018_PID_30030851	TLRL_CK	192	Development	Avoidance	0.9999989	0.9999975	0.9095734	0.7491077	0.0001578698	5
Busch_Ristova_PlantJ_2018_PID_30030851	TLRL_IAA	190	Development	Avoidance	0.9998554	0.9994337	0.9240507	0	0.000245294	2
Busch_Ristova_PlantJ_2018_PID_30030851	TRL_ABA	191	Development	Avoidance	0.9999986	0.9999986	0.0846685	0	6.753259e-06	1
Busch_Ristova_PlantJ_2018_PID_30030851	TRL_C	190	Development	Avoidance	0.8877043	0.6936053	0.9799343	0	0.0001648115	2
Busch_Ristova_PlantJ_2018_PID_30030851	TRL_CK	192	Development	Avoidance	0.9881676	0.9784473	0.9872383	0.979351	0.0008402174	87
Busch_Ristova_PlantJ_2018_PID_30030851	TRL_IAA	190	Development	Avoidance	0.9999602	0.9999457	0.5860491	0	1.579973e-05	2
Busch_Satbhai_NatCommun_2017_PID_28537266	289_Root_length_Day_1	133	Development	Avoidance	0.9999839	0.999981	0.1053956	0	1.816671e-05	2
Busch_Satbhai_NatCommun_2017_PID_28537266	290_Root_length_Day_2	134	Development	Avoidance	0.6901501	0.4333279	0.9744148	0	2.799954e-05	2
Busch_Satbhai_NatCommun_2017_PID_28537266	291_Root_length_Day_3	132	Development	Avoidance	0.8683379	0.6159562	0.9929653	0	1.983398e-05	2
Busch_Satbhai_NatCommun_2017_PID_28537266	292_Root_length_Day_4	126	Development	Avoidance	0.5944896	0.3665817	0.977804	0	3.729674e-05	2
Busch_Satbhai_NatCommun_2017_PID_28537266	293_Root_length_Day_5	131	Development	Avoidance	0.7412995	0.4421335	0.9844041	0	1.890832e-05	2
Busch_Slovak_PlantCell_2014_PID_24920330	Average_root_width_avg	163	Development	Avoidance	0.9678103	0.8823536	0.995365	0	0.0005012229	2
Busch_Slovak_PlantCell_2014_PID_24920330	Average_root_width_day001	163	Development	Avoidance	0.9616848	0.8807069	0.9404768	0	0.0001910347	2
Busch_Slovak_PlantCell_2014_PID_24920330	Average_root_width_day002	163	Development	Avoidance	0.9397077	0.7302032	0.9775912	0	0.0002316355	2
Busch_Slovak_PlantCell_2014_PID_24920330	Average_root_width_day003	163	Development	Avoidance	0.9790491	0.9356633	0.8818352	0	0.000133576	2
Busch_Slovak_PlantCell_2014_PID_24920330	Average_root_width_day004	163	Development	Avoidance	0.9392973	0.8229699	0.9660725	0	0.0001294277	2
Busch_Slovak_PlantCell_2014_PID_24920330	Average_root_width_day005	163	Development	Avoidance	0.9608035	0.8541501	0.986555	0	0.0002650161	2
Busch_Slovak_PlantCell_2014_PID_24920330	Euclidian_length_day001	163	Development	Avoidance	0.9589353	0.8222421	0.9899745	0	0.0009555055	2
Busch_Slovak_PlantCell_2014_PID_24920330	Euclidian_length_day002	163	Development	Avoidance	0.9644725	0.8062352	0.9812307	0	0.0005811075	2
Busch_Slovak_PlantCell_2014_PID_24920330	Euclidian_length_day003	163	Development	Avoidance	0.9969463	0.99371	0.7709696	0	0.0003045914	2
Busch_Slovak_PlantCell_2014_PID_24920330	Euclidian_length_day004	163	Development	Avoidance	0.9621801	0.7887117	0.9977796	0	0.000254606	3
Busch_Slovak_PlantCell_2014_PID_24920330	Euclidian_length_day005	163	Development	Avoidance	0.960082	0.8645714	0.9587843	0	0.0003449351	2
Busch_Slovak_PlantCell_2014_PID_24920330	Relative_root_growth_rate_avg	163	Development	Avoidance	0.9944334	0.974036	0.9895771	0.9581306	0.0001010199	18
Busch_Slovak_PlantCell_2014_PID_24920330	Relative_root_growth_rate_day001.day002	162	Development	Avoidance	0.9966446	0.9783386	0.9949758	0.9663643	0.0002983296	55
Busch_Slovak_PlantCell_2014_PID_24920330	Relative_root_growth_rate_day002.day003	163	Development	Avoidance	0.9892476	0.9661713	0.9992731	0.9979772	0.0004813199	91
Busch_Slovak_PlantCell_2014_PID_24920330	Relative_root_growth_rate_day003.day004	163	Development	Avoidance	0.9932614	0.9556618	0.9659439	0.7953313	9.846731e-05	8
Busch_Slovak_PlantCell_2014_PID_24920330	Relative_root_growth_rate_day004.day005	163	Development	Avoidance	0.981673	0.8566559	0.9994233	0.9952116	6.125301e-05	11
Busch_Slovak_PlantCell_2014_PID_24920330	Root_angle_avg	163	Development	Avoidance	0.9999939	0.9999911	0.06768509	0	0.0001479312	2
Busch_Slovak_PlantCell_2014_PID_24920330	Root_angle_day001	163	Development	Avoidance	0.9001337	0.5099266	0.991017	0	4.888668e-05	1
Busch_Slovak_PlantCell_2014_PID_24920330	Root_angle_day002	163	Development	Avoidance	0.9302587	0.7681815	0.9770349	0	0.0001331911	2
Busch_Slovak_PlantCell_2014_PID_24920330	Root_angle_day003	163	Development	Avoidance	0.9405858	0.517451	0.9945729	0	3.208788e-05	2
Busch_Slovak_PlantCell_2014_PID_24920330	Root_angle_day004	163	Development	Avoidance	0.9768266	0.8646179	0.9856137	0	0.000173327	2
Busch_Slovak_PlantCell_2014_PID_24920330	Root_angle_day005	163	Development	Avoidance	0.9560186	0.8409609	0.9880724	0	0.0008359561	2
Busch_Slovak_PlantCell_2014_PID_24920330	Root_directional_equivalent_avg	163	Development	Avoidance	0.9450727	0.7782856	0.9431218	0	0.0003400317	2
Busch_Slovak_PlantCell_2014_PID_24920330	Root_directional_equivalent_day001	163	Development	Avoidance	0.9835126	0.9126445	0.9413576	0	6.05199e-05	2
Busch_Slovak_PlantCell_2014_PID_24920330	Root_directional_equivalent_day002	163	Development	Avoidance	0.9762053	0.910364	0.915118	0	0.0002217915	2
Busch_Slovak_PlantCell_2014_PID_24920330	Root_directional_equivalent_day003	163	Development	Avoidance	0.9714559	0.9171152	0.9632918	0	0.0005288149	2
Busch_Slovak_PlantCell_2014_PID_24920330	Root_directional_equivalent_day004	163	Development	Avoidance	0.9737861	0.8729665	0.9747408	0	0.0006134859	2
Busch_Slovak_PlantCell_2014_PID_24920330	Root_directional_equivalent_day005	163	Development	Avoidance	0.987407	0.911638	0.9838187	0	0.0005624831	2
Busch_Slovak_PlantCell_2014_PID_24920330	Root_growth_rate_avg	163	Development	Avoidance	0.9362386	0.790446	0.9954768	0	8.658601e-05	3
Busch_Slovak_PlantCell_2014_PID_24920330	Root_growth_rate_day001.day002	162	Development	Avoidance	0.9072766	0.6815734	0.9857837	0	0.0003297427	3
Busch_Slovak_PlantCell_2014_PID_24920330	Root_growth_rate_day002.day003	163	Development	Avoidance	0.9927939	0.94689	0.9275482	0	3.679873e-05	2
Busch_Slovak_PlantCell_2014_PID_24920330	Root_growth_rate_day003.day004	163	Development	Avoidance	0.9630834	0.8771417	0.9891833	0.9640338	0.0003807881	5
Busch_Slovak_PlantCell_2014_PID_24920330	Root_growth_rate_day004.day005	163	Development	Avoidance	0.9718185	0.8475602	0.9117126	0	3.850041e-05	3
Busch_Slovak_PlantCell_2014_PID_24920330	Root_horizontal_index_avg	163	Development	Avoidance	0.9715794	0.8773502	0.9825899	0.9393962	7.441131e-05	4
