id	FT16	DSDS10	X116_DTFplantingSummerLocSweden2009	X118_DTFlocSweden2009	X120_DTFplantingLoc2008	Average_root_width_day001	Euclidian_length_day001	Relative_root_growth_rate_day001.day002	Relative_root_growth_rate_day004.day005	Root_angle_day001	Root_angle_day003	Root_directional_equivalent_day002	Root_growth_rate_day004.day005	Root_linearity_avg	Root_linearity_day001	Root_linearity_day002	Root_tortuosity_day003	Root_tortuosity_day005	Root_width_100_day001	Root_width_100_day004	Root_width_100_day005	Root_width_40_day002	FT_tli	FT_tlp	RosetteArea_mild_drought	RosetteArea_well_watered	StomatalIndex_mild_drought	StomatalIndex_well_watered	RGRav	RGRbv	leucine_exp1	proline_exp1	rhamnose_1_exp2	Delta_13C	stomata_density	stomatasize	First_leaf_area	Stomatal_density_in_cotyledon	Stomatal_density_in_first_leaf	Stomatal_index_in_first_leaf	X29_FLC	X32_FT_Duration_GH	X39_After_Vern_Growth	X45_Germ_22	X59_Germ_10	X6_Leaf_serr_10	X60_Germ_16	X68_Germ_in_dark	X69_FRI	X72_Vern_Growth	X77_Trichome_avg_JA	X90_Seedling_Growth	X92_Leaf_serr_22	X94_Seed_Dormancy	X294_Germination_rate_21C	Germination_22C	Germination_30C	d8_10C_perc	DTgerm	germination_3days	Growth_rate	RGR	ABA_96h_low_water_potential	drought_index
6296	47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-36.7369865267	133.3333333333	113.6996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6390	61.33333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.215176471	114.0425206	NA	NA
6396	70.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.138108108	121.1033868	NA	NA
6413	95	NA	42	21.25	-0.751011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.097873632	0.251291439	NA	NA	NA	-33.8638529993	146.6666666667	99.4355693579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83.8	NA
6424	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-36.6545127178	133.3333333333	117.6189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87.93103448	2	NA	7.1281	137.5674612	NA	NA
6434	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.344766355	106.6306104	NA	NA
6445	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-37.7004300776	100	120.3762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	84.14814815	2	NA	3.2271875	119.1931935	NA	NA
6680	92.33333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	166.3333333	168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6744	47.25	NA	15.2303	-8	0.175016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.232767531	0.311865476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	143.2	NA
6749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6830	41.25	NA	17	-12.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6897	66.25	NA	10.75	1.75	7.67502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	164.2	168	239.3475568	684.3102423	40.7598	44.9268	0.157912614	0.302859058	2.85655557579374	4.2731896214856	8.79091356604286	NA	NA	NA	NA	NA	NA	NA	2.867	34.1135	0.0712424	3	5	0	4	NA	1.0283	0.00282226	22.8	0.00811379	0.5	65	NA	NA	NA	44.04761905	3	NA	NA	NA	NA	NA
6898	34.25	NA	3.5	6.25	6.45156	4.631818182	217.0191818	0.588158899	0.264293759	1.334	-4.26475	0.354111111	179.2141429	0.59270119	0.462	0.503222222	1.108522199	1.109383463	3.771909091	4.152777778	4.208	4.540555556	147.75	160.25	187.0996249	587.8830051	39.198	44.6956	0.120170412	0.312401749	-0.476777757539588	3.93985628815228	9.31680897506388	NA	NA	NA	NA	NA	NA	NA	0.111	22.0552	0.0730645	2	5	0.5	3	18.7262	1.3907	0.00170727	34.8	0.00706085	0	1	NA	NA	NA	88.46153846	2	NA	3.801318681	116.9720232	89.3	-0.000297462
6900	121.5	NA	-21.5	40.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.83975325156501	4.97078953798038	6.45758023270953	NA	NA	NA	NA	NA	NA	NA	1.113	NA	NA	2	5	0	3	NA	2.7299	NA	58.5	NA	0	1	NA	NA	NA	98.21428571	3	NA	NA	NA	NA	NA
6901	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.173086584898342	14.3041228713137	9.45758023270953	NA	NA	NA	NA	NA	NA	NA	1.473	NA	0.0568184	3	5	0	3	37.0913	3.1047	0.000899734	83	0.00928937	0	0	NA	NA	NA	94.66666667	4	NA	10.26349593	109.5763271	NA	NA
6903	56.25	NA	8.56137	3.18863	12.425	4.8784	130.9922	1.276696348	0.268421372	9.972	-5.091285714	0.29775	171.0804706	0.564614394	0.61615	0.4571	1.11866485	1.100999779	4.19225	3.5964	4.256631579	4.3318	NA	NA	447.8470683	779.7542673	39.5216	44.0963	0.118719684	0.290018075	4.81189935817935	8.8471341086771	9.1242468993762	-36.3659883737	150	98.671825249	NA	37.46	84.1	24.88	0.369	19.2801	0.124493	2	7	1	4	8.58e-15	1.5878	0.00449879	36.5	0.00736033	1	28	NA	NA	NA	NA	NA	63.9	6.268613861	140.1410457	NA	NA
6904	65.33333333	NA	9.75	18	9.17502	5.22065	102.63195	1.717785688	0.279034833	2.9002	-5.196761905	0.26452381	167.1144	0.486864583	0.6469	0.475904762	1.102084121	1.078361802	4.3162	3.6922	4.335166667	4.879714286	NA	NA	405.7296803	1012.504318	32.7703	39.3315	0.106619764	0.292307828	-0.476777757539588	5.2731896214856	8.45758023270953	NA	NA	NA	NA	23.7	49.18	23.1	6.27	23.0071	0.206641	3	7	0.75	4	NA	2.0591	0.00879185	NA	0.00798701	0.5	73	NA	NA	NA	4.761904762	3	NA	NA	NA	NA	NA
6907	60.25	NA	-3.25	4.25	2.16667	4.732411765	72.77876471	5.888418832	0.347769001	-6.148470588	-1.8609	0.334823529	145.3922143	0.679062121	0.623375	0.776176471	1.102604408	1.112469119	4.000117647	3.93175	4.4446	4.539705882	NA	NA	183.2190895	735.7562915	43.5802	43.6074	0.131128727	0.287782221	4.06189935817935	9.0971341086771	8.85433683721531	NA	NA	NA	NA	NA	NA	NA	0.857	25.9337	0.0858092	2	5	0	3	94.5517	1.4871	0.00394	28.3	0.00811379	0.75	55	NA	NA	NA	NA	NA	NA	NA	NA	81.8	NA
6908	59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	153.7714943	604.0421693	40.6052	38.183	NA	NA	1.81189935817935	6.5971341086771	7.31680897506388	NA	NA	NA	NA	NA	NA	NA	1.293	19.3303	0.159834	2	5	1	4	96.1538	1.3286	0.00834691	59.8	0.00801586	1	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6909	38	NA	15.8947	-14.6447	11.665	4.595190476	149.7755714	1.010627931	0.279643715	-0.560142857	-0.899545455	0.225142857	156.7984211	0.562137681	0.715142857	0.600666667	1.079494654	1.085366011	3.807666667	3.2847	3.854095238	4.331761905	-9	-9	280.1363442	687.1407611	42.7211	42.6431	0.160216738	0.400715231	4.52322224246041	7.27318962148561	5.98347564173054	NA	NA	NA	21.3	37.9	54.4	22.3	0.127	19.7413	0.0931168	2	5	0	3	5.75595	1.2302	0.00405641	48	0.00540535	1	0	NA	NA	NA	100	3	96	6.756190476	151.9573594	88.5	NA
6911	47.25	NA	8.75	7.5	-4.46231	4.876	145.2889524	1.071080603	0.30431572	-3.625047619	-14.86165217	0.482	196.49705	0.713254861	0.71252381	0.662130435	1.132078024	1.148966226	4.235666667	4.361869565	4.8026	4.70973913	136.25	160	135.815491	363.6333672	43.0567	43.3666	0.175392049	0.315640979	4.85655557579374	3.60652295481894	9.98347564173054	NA	NA	NA	28.1	45	64.5	22.8	2.179	20.3687	0.0894457	3	5	0	3	84.4316	2.2244	0.0036819	98	0.00536291	0	NA	NA	NA	NA	NA	NA	1.3	1.093857143	104.5193615	NA	-0.000890943
6913	NA	NA	-45.3176	65.5	-35.433	4.607869565	248.1146522	0.766559016	0.240246242	-7.747043478	-4.726333333	0.228454545	200.6466364	0.680458333	0.683347826	0.684363636	1.074284913	1.073341497	4.294130435	4.285208333	4.390409091	4.394363636	NA	NA	NA	NA	NA	NA	0.09541213	0.304882163	2.83975325156501	8.30412287131371	9.45758023270953	NA	NA	NA	NA	NA	NA	NA	1.846	NA	0.0626933	2	5	0	3	2.5431	2.115	0.00156395	55	0.00892783	0.75	NA	100	NA	NA	100	2	NA	NA	NA	NA	NA
6915	56.75	NA	5	-3.25	NA	5.164071429	133.8226429	1.121660379	0.286219853	-2.109714286	-4.406846154	0.377083333	158.0428182	0.452276042	0.412214286	0.425083333	1.151940789	1.102061179	4.100357143	4.375928571	4.134909091	4.806	165.5	168	394.4879009	948.2720441	41.0555	44.6749	NA	NA	8.18988890912707	4.93985628815227	5.98347564173054	-36.0991845618	180	105.0787	NA	NA	NA	NA	0.463	22.3189	0.0908374	2	5	1	3	58.0065	1.2478	0.00269385	23.8	0.00799193	0.5	13	NA	NA	NA	95.83333333	2	85	9.298823529	121.1897691	64	-0.000343657
6917	NA	NA	-22.5	40.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.31189935817935	13.3471341086771	8.45758023270952	NA	NA	NA	NA	NA	NA	NA	1.287	NA	0.0929609	4	7	0	4	0	1.8538	0.00686527	42	NA	1	NA	NA	NA	NA	100	2	NA	NA	NA	NA	NA
6918	NA	NA	-24.7545	43.3326	-108.046	5.177388889	225.0073889	0.960962127	0.21728284	3.659666667	-7.439388889	0.3061	199.726	0.683647826	0.608888889	0.7024	1.099569823	1.089149623	4.585444444	4.129157895	4.135	5.0568	NA	NA	NA	NA	NA	NA	0.136629774	0.270097252	-0.188100641820648	12.5971341086771	9.45758023270953	-34.4856378812	106.6666666667	108.4937	NA	NA	NA	NA	0.951	NA	0.0643379	3	5	0	3	-5.07e-15	1.8848	0.00308827	47	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6919	94	NA	5.17164	7.57836	5.42502	4.8721	164.61845	1.006747772	0.208646506	-6.73225	-15.60990476	0.36135	130.9335385	0.816267391	0.7001	0.7362	1.120697461	1.108717022	4.1303	3.73675	4.038052632	4.36115	NA	NA	290.8583213	869.6121155	39.469	42.2429	0.145270865	0.234757358	2.18988890912708	7.93985628815228	8.79091356604286	NA	NA	NA	NA	NA	NA	NA	0.7	21.2413	0.0724796	2	7	0.75	4	74.7469	0.396	0.00224457	19.3	0.00597122	1.5	47	NA	NA	NA	98	2	NA	NA	NA	56.5	NA
6920	93.75	NA	NA	NA	NA	4.622583333	79.419	2.531396341	0.290875532	6.141416667	-1.4204	0.452714286	132.3089167	0.584372222	0.58825	0.65	1.15628383	1.213159443	3.559833333	3.988428571	3.785833333	5.398928571	NA	NA	304.0370042	836.1020608	38.8873	39.5049	NA	NA	-0.423887440659205	3.15872260692243	8.6043368372153	NA	NA	NA	NA	NA	NA	NA	0.802	38.7135	0.158697	2	5	0	3	64.561	0.9328	0.0125543	23	NA	0.5	57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6922	44.5	NA	12	-9.75	NA	4.518368421	162.5807368	0.706922454	0.272508489	-5.429736842	-0.121461538	0.368157895	133.18275	0.5086	0.483736842	0.484578947	1.106363364	1.101118582	3.779210526	4.223866667	4.121333333	4.617789474	NA	NA	202.366165	637.9069884	41.8171	47.824	NA	NA	4.56189935817935	9.5971341086771	8.98347564173054	NA	NA	NA	NA	NA	NA	NA	0.125	20.175	0.0953724	2	5	NA	3	96.9697	1.0577	0.00488398	32.5	0.00564339	1	26	NA	NA	NA	NA	NA	58	4.692110092	129.1155052	74.1	NA
6923	41.5	NA	16.25	-6.25	NA	4.80925	91.43955	1.514987243	0.328127684	1.77535	-3.25245	0.28065	144.0744167	0.592956818	0.56015	0.589	1.101449002	1.09186778	3.8758	4.365235294	4.490071429	4.70075	NA	NA	213.0617061	875.8259978	48.3087	47.1169	NA	NA	1.81189935817935	6.5971341086771	7.95291013722949	NA	NA	NA	NA	NA	NA	NA	0.289	17.9923	0.187755	3	5	0.5	3	NA	0.9374	0.00916443	40	0.00660854	0.5	43	NA	NA	NA	NA	NA	NA	NA	NA	74.5	NA
6924	47	NA	10.75	-9.25	7.67502	4.609454545	56.90463636	3.83601892	0.339100299	-0.715	0.149842105	0.278352941	137.1287778	0.604388194	0.610181818	0.604823529	1.082215321	1.083031428	3.517090909	4.545190476	4.43325	4.444529412	NA	NA	299.9080635	719.2180136	44.3942	51.4676	0.185880242	0.281511496	6.31189935817935	5.59713410867711	6.79091356604286	-37.4977040435	113.3333333333	124.6754	NA	NA	NA	NA	0.071	19.6054	0.0227967	3	5	1	3	NA	1.0266	0.000508483	66.3	0.00469405	1	58	NA	NA	NA	NA	NA	NA	NA	NA	67.8	NA
6926	45.75	NA	12.25	-0.75	8.17502	4.227333333	101.4087333	0.923002543	0.338373881	4.806466667	3.39755	0.285722222	115.3563333	0.579111111	0.790533333	0.507944444	1.078943043	1.09331994	3.6268	3.883722222	4.07045	3.916833333	NA	NA	302.4474309	693.7005657	47.7624	46.1283	0.199220042	0.294114024	1.81189935817935	4.84713410867711	8.45758023270953	NA	NA	NA	NA	NA	NA	NA	0.383	22.1248	0.159702	2	5	0	3	63.0065	0.6407	0.00885841	23.5	0.00790856	1	51	NA	NA	NA	NA	NA	NA	NA	NA	73.6	NA
6927	63	NA	NA	NA	NA	5.0776875	91.8988125	1.691408856	0.327263736	0.6470625	1.991	0.302714286	187.2508	0.512115942	0.645	0.573571429	1.102836256	1.085446159	4.0820625	4.206904762	4.005190476	4.40647619	NA	NA	236.2502454	526.9584337	38.7728	47.3418	NA	NA	2.06189935817935	11.8471341086771	8	NA	NA	NA	NA	NA	NA	NA	0.382	32.6717	0.104024	2	5	0	3	96	1.8628	0.00367285	33.3	0.00809296	1	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6929	61.75	NA	1.16591	2.18863	NA	5.0664	163.99165	0.759105505	0.240728489	-4.34165	-4.953095238	0.329894737	129.52775	0.626689855	0.5201	0.491526316	1.09558176	1.089680967	4.28655	4.242454545	4.1659	4.901105263	166.3333333	168.5	308.9206266	663.1088263	NA	49.2953	NA	NA	4.31189935817935	2.84713410867711	8.79091356604286	NA	NA	NA	42.9	29.7	52	25.3	1.02	32.8167	0.0449287	2	7	1	3	26.3979	0.825	0.00100927	40.8	0.00553213	1.5	60	NA	NA	NA	NA	NA	NA	9.84049505	130.7899718	55.1	-0.000326302
6931	48.5	NA	5.5	-4.5	NA	4.504	169.428	0.953750132	0.265632073	-0.486714286	-4.977466667	0.2934375	158.7488462	0.588883333	0.437214286	0.4868125	1.087132022	1.102752454	3.784571429	4.337357143	4.5076	4.5275	NA	NA	257.0569169	579.1534394	44.1688	52.2338	NA	NA	2.52322224246041	6.2731896214856	6.68153555024422	NA	NA	NA	NA	NA	NA	NA	0.106	22.8269	0.0372286	2	5	1.5	3	NA	0.512	0.0003968	108.3	0.00891338	1.5	132	NA	NA	NA	0	3	NA	2.4728	158.4690327	53.7	NA
6932	40.33333333	NA	17	-14	-1.24742	4.972411765	161.3112941	1.155131627	0.252334792	-6.360470588	-10.4154	0.375642857	165.3016667	0.725371569	0.603352941	0.613714286	1.119220154	1.120312067	4.319647059	4.234076923	4.109272727	4.474857143	-9	-9	215.6692212	530.655993	29.6023	40.1174	0.144870039	0.420410902	4.06189935817935	2.59713410867711	7.10433683721531	NA	NA	NA	NA	NA	NA	NA	0.111	20.0586	0.0884977	2	5	0	3	10.5152	0.3406	0.00296332	14.3	0.0074048	0	10	NA	NA	NA	56.875	2	99.5	4.418148148	128.2893977	114.9	NA
6933	54.5	NA	0.0618095	15.1134	2.03128	4.108818182	51.69045455	2.988399889	0.309451836	1.401727273	-5.322473684	0.404263158	122.7542143	0.695071212	0.661636364	0.636473684	1.122489388	1.116436093	3.152727273	3.664333333	3.652647059	4.164263158	NA	NA	NA	NA	NA	NA	0.187961727	0.250111554	NA	NA	NA	-37.3451560256	120	106.0978	NA	NA	NA	NA	2.597	21.0244	0.04144	2	7	0	3	61.6826	1.3012	0.00260453	56.3	0.00318022	0	129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6938	70.75	NA	32.1045	7.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	159	162.25	229.3211041	573.3608102	44.2383	44.3491	NA	NA	8.32206929466382	1.4310324297484	11.4575802327095	NA	NA	NA	29.5	36.1	52	20.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.162674419	130.672131	73.5	0.000775191
6940	39.25	NA	22.75	-12.5	9.78292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	166	-9	115.3674788	340.497153	45.6348	47.6761	0.107807379	0.277653117	4.31189935817935	5.84713410867711	8.1242468993762	NA	NA	NA	NA	NA	NA	NA	0.096	16.0894	0.110865	2	7	0.5	4	54.6162	1.2245	0.00837184	126.3	0.00744506	1	30	NA	NA	NA	82	2	NA	6.666597938	128.8302284	73.6	0.000320594
6943	42.5	NA	4.67523	1.5	21.8903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	268.408034	483.3101809	44.0522	45.1942	0.148003145	0.280704781	1.56189935817936	2.34713410867711	5.79091356604286	NA	NA	NA	NA	NA	NA	NA	0.162	18.7025	0.112877	3	7	0.5	3	66.0792	0.8388	0.00506638	67.5	0.00648904	0.75	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6944	44.5	NA	13.0614	2.43863	4.03769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	332.2481307	836.6129285	39.823	44.9531	0.111961737	0.27000987	7.81189935817935	5.8471341086771	4.45291013722949	-36.0664053097	120	117.8426	NA	21.41	48.17	22.53	0.203	25.277	0.1469	3	5	1	3	40.8707	1.1036	0.00440226	50.3	0.00910935	0.75	38	NA	NA	NA	NA	NA	21.1	4.435862069	126.3771235	NA	NA
6945	56	NA	NA	NA	NA	4.581769231	72.98869231	1.629367122	0.601733473	4.059230769	-2.377692308	0.344428571	140.9041667	0.498078704	0.748923077	0.595571429	1.09502491	1.182906989	3.686153846	3.7615	3.949071429	3.853714286	169	-9	149.911146	403.4864933	41.1021	47.217	NA	NA	-0.974796513656897	5.45360012525784	9.45758023270953	-34.1263595829	126.6666666667	118.1496	NA	NA	NA	NA	0.858	38.4033	0.0672424	2	7	1	3	28.6276	1.258	0.00333583	28.3	0.00787941	1	36	NA	NA	NA	80.36363636	2	6.5	15.35346774	111.3904725	144.1	-0.000241452
6951	59	NA	15.75	0.25	10.6566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	305.2323122	734.2281268	43.2709	44.1009	0.112786817	0.272332735	4.06189935817935	8.0971341086771	9.79091356604286	NA	NA	NA	NA	NA	NA	NA	0.661	20.8772	0.111549	2	7	1	4	41.196	2.4586	0.00387895	14	0.00723033	1	28	NA	NA	NA	83.73015873	3	NA	5.711304348	99.28626529	103.6	NA
6956	72.5	NA	16.25	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	327.215319	781.0434292	41.491	42.6328	NA	NA	6.31189935817935	7.3471341086771	8.95291013722949	NA	NA	NA	NA	NA	NA	NA	1.3	28.0164	0.0569047	2	7	1.5	4	98.2558	2.2153	0.00106702	44.5	0.0100049	1	33	NA	NA	NA	NA	NA	NA	5.083125	115.858488	NA	NA
6957	84.66666667	NA	13.5	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-35.7988024642	140	104.4499	NA	NA	NA	NA	2.175	21.9776	NA	3	7	1	NA	NA	2.234	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6958	41.66666667	NA	13.25	-8	0.925016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	161.25	-9	NA	NA	NA	NA	0.115899074	0.256733393	2.31189935817935	9.5971341086771	5.79091356604286	NA	NA	NA	NA	NA	NA	NA	3.397	22.1637	0.0627259	2	7	0.75	3	8.31475	0.4204	0.00187969	20	0.00812781	1	64	NA	NA	NA	1.724137931	2	0	5.689484536	121.4635629	185.3	0.000249832
6959	53.25	NA	19.0307	-8.96708	6.3619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	196.1862634	600.4373644	39.6103	42.5846	0.107688259	0.35524847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.459	23.6135	0.0428271	2	5	0	3	52.261	0.6573	0.00149967	47.8	0.00781034	0.75	51	NA	NA	NA	NA	NA	NA	5.35755102	121.1592415	NA	NA
6960	39.75	NA	23.25	-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	260.1729469	704.1357402	48.0892	64.2136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.241	17.9194	0.0809157	2	5	0	3	75	0.7975	0.00452957	36.5	0.00747698	0	41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6961	50.33333333	NA	1.75	11.25	5.8158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	146	159.5	250.8719776	748.1133915	37.3431	36.0813	0.146640011	0.29309781	2.52322224246041	3.60652295481894	5.79091356604286	-35.8628802142	146.6666666667	106.0783	NA	NA	NA	NA	3.63	26.9776	0.0584186	3	7	1	3	67.3207	1.009	0.00270936	36.3	0.00784365	0.75	123	NA	NA	NA	31.08974359	2	67.3	2.744927536	161.6123292	NA	0.000118806
