id	FT16	DSDS10	X116_DTFplantingSummerLocSweden2009	X118_DTFlocSweden2009	X120_DTFplantingLoc2008	Average_root_width_day001	Euclidian_length_day001	Relative_root_growth_rate_day001.day002	Relative_root_growth_rate_day004.day005	Root_angle_day001	Root_angle_day003	Root_directional_equivalent_day002	Root_growth_rate_day004.day005	Root_linearity_avg	Root_linearity_day001	Root_linearity_day002	Root_tortuosity_day003	Root_tortuosity_day005	Root_width_100_day001	Root_width_100_day004	Root_width_100_day005	Root_width_40_day002	FT_tli	FT_tlp	RosetteArea_mild_drought	RosetteArea_well_watered	StomatalIndex_mild_drought	StomatalIndex_well_watered	RGRav	RGRbv	leucine_exp1	proline_exp1	rhamnose_1_exp2	Delta_13C	stomata_density	stomatasize	First_leaf_area	Stomatal_density_in_cotyledon	Stomatal_density_in_first_leaf	Stomatal_index_in_first_leaf	X29_FLC	X32_FT_Duration_GH	X39_After_Vern_Growth	X45_Germ_22	X59_Germ_10	X6_Leaf_serr_10	X60_Germ_16	X68_Germ_in_dark	X69_FRI	X72_Vern_Growth	X77_Trichome_avg_JA	X90_Seedling_Growth	X92_Leaf_serr_22	X94_Seed_Dormancy	X294_Germination_rate_21C	Germination_22C	Germination_30C	d8_10C_perc	DTgerm	germination_3days	Growth_rate	RGR	ABA_96h_low_water_potential	drought_index
8256	45.25	NA	17.25	-13	10.175	4.836352941	141.4685882	0.973000599	0.244445735	0.674176471	-2.611	0.318315789	129.3483571	0.53748	0.511294118	0.518842105	1.095914128	1.090400753	4.097411765	3.703789474	4.393642857	4.412736842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-36.7570756625	146.6666666667	111.5728	NA	NA	NA	NA	0.037	21.7333	NA	2	7	0.75	3	NA	1.79	NA	NA	NA	1	NA	78.7037037	NA	NA	NA	NA	NA	7.460344828	111.4483748	NA	NA
8258	NA	NA	4.75	-13	NA	4.727866667	148.6956	1.055091265	0.2360103	-3.212866667	-0.471105263	0.287263158	135.2565	0.578671014	0.794	0.653315789	1.095303088	1.087918485	4.2152	3.652409091	4.147190476	4.327631579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.338	39.3497	NA	2	7	0.5	3	NA	1.019	NA	NA	NA	1	NA	0	NA	NA	67.75362319	2	NA	NA	NA	NA	NA
8259	65.5	NA	3.5	-9.5	NA	4.87325	159.9145	1.049028797	0.234519483	0.51175	-2.819238095	0.28047619	137.7287647	0.608676087	0.61975	0.66052381	1.095411324	1.098790282	4.2915	3.535526316	4.255619048	4.333857143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-36.7682487204	140	98.874	NA	NA	NA	NA	0.364	23.9354	NA	2	7	0.75	3	NA	0.883	NA	NA	NA	1	NA	28.47682119	NA	NA	95.65217391	2	NA	NA	NA	NA	NA
8264	63.5	NA	7.75	11.25	11.7433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	154	167	NA	NA	NA	NA	0.235570544	0.303320558	NA	NA	NA	NA	140	110.9138	27.6	36.4	61.2	20.9	NA	31.7243	0.115429	2	7	0.5	3	75.2855	NA	0.00487822	NA	0.00846379	1	NA	NA	NA	NA	43.11111111	3	NA	NA	NA	NA	NA
8283	82.66666667	NA	41.5	2	4.6119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	153.3333333333	119.7422	NA	NA	NA	NA	2.073	20.3714	NA	2	7	0.5	3	NA	1.85	NA	NA	NA	1.5	NA	99.23076923	NA	NA	94.37321937	3	NA	NA	NA	NA	NA
8284	76	NA	-13.5	11.75	-20.075	4.7798	161.9742	1.219901707	0.194469034	1.02215	-0.523052632	0.273380952	127.8601111	0.544470455	0.6628	0.491857143	1.090481193	1.085809044	3.7671	3.60645	4.181888889	4.136238095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85	27.0325	NA	2	7	0.5	3	NA	0.696	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8285	51.66666667	NA	10.5	-5.75	NA	4.70465	139.9837	1.331923602	0.248791437	-4.33675	-8.551863636	0.287521739	170.0539375	0.718348551	0.63625	0.668956522	1.093008682	1.086982875	4.0112	3.562375	3.968142857	4.07873913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.06	16.9662	NA	2	7	1	3	NA	0.623	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8290	44.25	NA	NA	NA	NA	5.067526316	188.0931579	0.932822002	0.185705545	-10.31436842	-10.699	0.27425	107.8990833	0.621902381	0.663526316	0.54995	1.12801484	1.125845279	4.244631579	3.6566875	4.0124	4.84915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.157	19.3802	NA	2	7	1	3	NA	0.402	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	80.4	NA
8297	79	NA	-5.25	2.25	23.175	4.318692308	123.0656923	5.699986639	0.318263757	-4.729692308	-7.737066667	0.2913125	159.4953125	0.748557407	0.69175	0.6479375	1.098536429	1.084135353	4.106692308	4.02425	4.040529412	4.5521875	NA	NA	NA	NA	NA	NA	0.151043207	0.298346951	NA	NA	NA	NA	NA	NA	35.4	28.7	43.7	21.1	4.352	NA	0.161973	3	5	0.5	3	78.7292	1.253	0.0106649	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8306	95	NA	41.0614	45.4386	49.2734	4.4485	222.8307222	0.81839333	0.200605341	-3.679055556	0.06747619	0.252666667	150.6119474	0.545035606	0.686	0.523333333	1.086657403	1.0810581	3.724055556	3.482842105	3.45775	3.884047619	NA	NA	NA	NA	NA	NA	0.160387225	0.301798572	NA	NA	NA	NA	160	104.5781	NA	NA	NA	NA	0.81	NA	NA	2	5	1	3	NA	0.804	NA	NA	NA	0.75	NA	0	NA	NA	23.2173913	2	NA	NA	NA	NA	NA
8307	64.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-36.609873762	166.6666666667	111.3477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8311	59.25	NA	2.82811	7.5	0.675016	4.613666667	115.9478	2.101699096	0.282062233	-6.2334	-3.589315789	0.306666667	173.4678235	0.622076984	0.588733333	0.597416667	1.115077272	1.112188943	3.808733333	4.330058824	4.237277778	4.545833333	154.1666667	167	NA	NA	NA	NA	0.176592914	0.316553217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.516	23.7801	NA	2	5	0	3	NA	1.009	NA	NA	NA	0.5	NA	NA	NA	NA	50.92592593	2	94.5	5.527435897	160.330043	146.4	7.97e-05
8312	52	NA	10.5	-6	NA	4.647727273	212.7176364	0.720066082	0.271952128	2.680454545	-11.43642105	0.4235	182.9732667	0.727898413	0.558818182	0.671055556	1.134477653	1.14303029	3.777454545	4.3354	4.406666667	4.321777778	161.4	168.6666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.328	20.0164	NA	2	7	0.5	3	NA	0.449	NA	NA	NA	0.5	NA	NA	NA	NA	98	2	89.6	8.184423077	116.037285	77.3	0.00028386
8326	58	NA	8.91144	-5.5	12.925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.159667524	0.194416922	NA	NA	NA	-35.634795556	140	104.1108	NA	NA	NA	NA	0.245	22.7702	NA	3	7	1.5	4	NA	1.468	NA	NA	NA	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	50.7	NA
8334	54	NA	1	-1.07e-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.69	25.5827	NA	2	7	0.5	3	NA	1.398	NA	NA	NA	1	NA	0	NA	NA	15.55944056	2	0	9.283454545	124.6170877	141.4	NA
8335	92.25	NA	22	26.25	27.425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-34.5562568628	153.3333333333	110.8475	NA	NA	NA	NA	2.782	31.8478	NA	2	7	0.75	3	NA	1.914	NA	NA	NA	0.75	NA	1	NA	NA	26.92307692	3	NA	NA	NA	NA	NA
8337	72.5	NA	18.25	12.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	155	165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.8196	NA	3	7	1	3	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8343	59.75	NA	10.5	-9	4.92502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	164.2	169	NA	NA	NA	NA	0.145360999	0.256612422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166	16.7219	NA	2	5	0.75	3	NA	0.283	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	177.7	NA
8351	97.5	NA	13.75	19.75	3.32418	4.771315789	230.6404737	0.916501488	0.20924199	-2.960736842	-4.742842105	0.185333333	172.1226842	0.7628625	0.631736842	0.740722222	1.065062589	1.067995704	4.349736842	4.244631579	4.18555	4.722444444	164	167	NA	NA	NA	NA	0.124175703	0.157336819	NA	NA	NA	-35.0285688645	133.3333333333	112.7089	NA	NA	NA	NA	2.07	NA	NA	2	5	1	3	NA	0.723	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	10.520625	110.993171	NA	0.000678044
8354	58.75	NA	21.75	-10.5	6.67502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	160	163	NA	NA	NA	NA	0.110343514	0.270825633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.361	22.0552	0.0820875	2	5	1	3	3.67647	0.469	0.00142789	NA	0.0050109	0.5	NA	NA	NA	NA	NA	NA	16.4	6.632421053	140.4035393	NA	-0.000308752
8357	55.5	NA	7.5	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	159.4	168.5	NA	NA	NA	NA	0.193634141	0.299058936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.8384	NA	2	5	1	3	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	67.77777778	2	56.8	5.747789474	143.2414903	NA	0.000274726
8365	39.5	NA	24	-8.25	9.3423	4.770421053	227.5048421	0.838402995	0.22510107	-7.886894737	-5.548052632	0.219833333	172.6135789	0.6571225	0.577368421	0.728777778	1.073220174	1.065755279	4.144473684	3.902684211	3.920736842	4.171944444	161.2857143	166.5	NA	NA	NA	NA	0.110683154	0.201302889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.0244	NA	2	5	1	3	NA	NA	NA	NA	NA	1.5	NA	NA	NA	NA	NA	NA	0	NA	NA	118.7	NA
8366	62.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.7333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.081724138	112.9675728	100.8	NA
8369	94.66666667	NA	21.9721	17.5279	NA	4.4323	168.6184	1.23013532	0.223083146	-5.78395	-6.62225	0.2394	156.1125789	0.755689683	0.7007	0.7683	1.074764659	1.069959848	4.1671	4.0981	4.087052632	4.3945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-35.3914356876	173.3333333333	100.7681	NA	NA	NA	NA	3.065	NA	NA	2	5	0.5	3	NA	2.352	NA	NA	NA	1	NA	10.15625	NA	NA	30.90322581	2	NA	9.040615385	99.96537704	NA	NA
8376	104	NA	0.5	29.25	-4.57498	5.136555556	192.8965	1.288587747	0.233997274	1.015555556	-11.0625	0.339777778	171.3017895	0.807298333	0.7265	0.826611111	1.102526149	1.10010886	4.297666667	4.091263158	4.24325	5.020222222	161.5	165	NA	NA	NA	NA	0.102428803	0.208264944	NA	NA	NA	-35.202902457	146.6666666667	121.6275	NA	NA	NA	NA	1.629	NA	NA	2	7	0.5	3	NA	0.937	NA	NA	NA	0.75	NA	100	NA	NA	NA	NA	NA	16.38073333	94.40830773	NA	0.000723451
8386	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-35.5190905301	120	114.0048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	88.34951456	NA	NA	NA	NA	NA	3.506082474	107.7193111	NA	NA
8387	48.33333333	NA	13.5	-11.5	6.92502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	160.5714286	166.3333333	292.5940002	667.5428584	46.4558	47.2503	0.110599434	0.255931949	NA	NA	NA	NA	NA	NA	33	32.1	69.1	23.1	0.058	21.6523	0.12492	2	5	1	3	59.6757	NA	0.00716459	NA	0.00724851	1.5	NA	0	NA	NA	NA	NA	49.2	4.816132075	113.4101348	79.8	-0.000203349
8419	58.75	NA	2.5	-8	8.19523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.183709853	0.278004885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83.4	NA
8420	47.5	NA	17	-16.75	11.175	4.370318182	92.90518182	1.377005102	0.360883078	5.552909091	-5.471304348	0.34445	169.0122	0.651577536	0.780136364	0.53285	1.09844636	1.120101987	3.564272727	4.227454545	4.110047619	4.1122	162.7142857	167	NA	NA	NA	NA	0.148438621	0.322239743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.8384	NA	3	7	0.75	3	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	67	4	NA	NA	NA	60.5	NA
8422	116.25	NA	-34.5	53.5	-43.4601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-35.6625195804	126.6666666667	112.621	NA	NA	NA	NA	NA	NA	NA	3	5	0	3	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	93.37606838	2	NA	17.88963636	140.2072253	NA	NA
8424	80	NA	-1.5	-0.25	7.17502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	314.5508139	741.606096	49.2603	49.9517	0.167194254	0.228055824	2.85655557579374	4.60652295481894	9.79091356604286	NA	NA	NA	NA	NA	NA	NA	5.958	29.7236	0.103447	2	5	0.75	3	NA	1.8633	0.00349692	24.3	0.00929748	1	189	NA	NA	NA	NA	NA	NA	7.697894737	138.0381618	69.2	NA
8426	40.25	NA	14	-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-38.5955471123	140	118.78	NA	NA	NA	NA	0.017	19.1329	NA	3	6	0.75	3	NA	0.709	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9057	67.5	NA	3.25	-5.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	167	168	NA	NA	NA	NA	NA	NA	NA	NA	NA	-35.8723014651	133.3333333333	112.542	NA	NA	NA	NA	0.175	26.8109	NA	3	5	1	4	NA	0.418	NA	NA	NA	0.75	NA	10.29411765	NA	NA	98	2	NA	12.20353982	122.3378629	NA	0.000406654
9058	123	NA	-8.36951	45.1195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	166.6	167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.971	NA	NA	2	7	0	4	NA	2.331	NA	NA	NA	0.5	NA	96.15384615	NA	NA	86.95652174	2	NA	19.80939394	86.01873987	NA	0.000305518
9067	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9069	90.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9070	88.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9075	98.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9078	104.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9079	102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9081	99.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9084	114.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9085	101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9089	125.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9091	97.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9095	113.3333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9099	112.6666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9100	74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9102	80.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.15367347	134.7959503	NA	NA
9103	82.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9104	60	NA	NA	NA	NA	4.7926875	134.1919375	0.992625505	0.27691209	1.8090625	3.812388889	0.393588235	154.3389286	0.606825397	0.6168125	0.606529412	1.114870589	1.105822307	4.4150625	4.068125	4.083125	4.309235294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.091515152	136.1439463	NA	NA
9105	78.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9106	87.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9111	89.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9113	70.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
