paper	phenotype	numaccessions	phenotypecategory	stressstrategy	pve	rho
Brotman_Wu_PlosGen_2016_PID_27760136	met59	313	Metabolite	Tolerance	0.159576	1
Brotman_Wu_PlosGen_2016_PID_27760136	met60	313	Metabolite	Tolerance	0.0636542	1
Brotman_Wu_PlosGen_2016_PID_27760136	met61	313	Metabolite	Tolerance	0.853572	0.596859
Brotman_Wu_PlosGen_2016_PID_27760136	met62	313	Metabolite	Tolerance	0.59596	0.768892
Brotman_Wu_PlosGen_2016_PID_27760136	met63	313	Metabolite	Tolerance	8.18914e-06	1
Brotman_Wu_PlosGen_2016_PID_27760136	met64	313	Metabolite	Tolerance	8.18914e-06	1
Brotman_Wu_PlosGen_2016_PID_27760136	met65	313	Metabolite	Tolerance	0.679987	0.412621
Brotman_Wu_PlosGen_2016_PID_27760136	met66	313	Metabolite	Tolerance	0.10607	1
Brotman_Wu_PlosGen_2016_PID_27760136	met67	313	Metabolite	Tolerance	0.387709	0.994859
Brotman_Wu_PlosGen_2016_PID_27760136	met68	313	Metabolite	Tolerance	0.397836	0.793597
Brotman_Wu_PlosGen_2016_PID_27760136	met69	313	Metabolite	Tolerance	0.287051	0.715995
Brotman_Wu_PlosGen_2016_PID_27760136	met70	313	Metabolite	Tolerance	0.109054	1
Brotman_Wu_PlosGen_2016_PID_27760136	met71	313	Metabolite	Tolerance	0.300387	0.994841
Brotman_Wu_PlosGen_2016_PID_27760136	met72	313	Metabolite	Tolerance	0.184152	1
Brotman_Wu_PlosGen_2016_PID_27760136	met73	313	Metabolite	Tolerance	0.647256	0.438967
Brotman_Wu_PlosGen_2016_PID_27760136	met74	313	Metabolite	Tolerance	0.0503698	1
Brotman_Wu_PlosGen_2016_PID_27760136	met75	313	Metabolite	Tolerance	0.0063415	1
Brotman_Wu_PlosGen_2016_PID_27760136	met76	313	Metabolite	Tolerance	0.118981	1
Brotman_Wu_PlosGen_2016_PID_27760136	met77	313	Metabolite	Tolerance	0.661632	0.535708
Brotman_Wu_PlosGen_2016_PID_27760136	met78	313	Metabolite	Tolerance	0.0852365	1
Brotman_Wu_PlosGen_2016_PID_27760136	met79	313	Metabolite	Tolerance	8.18914e-06	1
Brotman_Wu_PlosGen_2016_PID_27760136	met80	313	Metabolite	Tolerance	0.209699	0.69077
Brotman_Wu_PlosGen_2016_PID_27760136	met81	313	Metabolite	Tolerance	8.18914e-06	1
Brotman_Wu_PlosGen_2016_PID_27760136	met82	313	Metabolite	Tolerance	0.999988	0.590222
Brotman_Wu_PlosGen_2016_PID_27760136	met83	313	Metabolite	Tolerance	0.733562	0.57709
Brotman_Wu_PlosGen_2016_PID_27760136	met84	313	Metabolite	Tolerance	0.490614	0.476502
Brotman_Wu_PlosGen_2016_PID_27760136	met85	313	Metabolite	Tolerance	0.0718573	1
Brotman_Wu_PlosGen_2016_PID_27760136	met86	313	Metabolite	Tolerance	0.305747	1
Brotman_Wu_PlosGen_2016_PID_27760136	met87	313	Metabolite	Tolerance	0.122707	1
Brotman_Wu_PlosGen_2016_PID_27760136	met88	313	Metabolite	Tolerance	0.0057645	1
Brotman_Wu_PlosGen_2016_PID_27760136	met89	313	Metabolite	Tolerance	0.999988	0.329675
Brotman_Wu_PlosGen_2016_PID_27760136	met90	313	Metabolite	Tolerance	0.472418	0.514309
Brotman_Wu_PlosGen_2016_PID_27760136	met91	313	Metabolite	Tolerance	0.377309	0.60783
Brotman_Wu_PlosGen_2016_PID_27760136	met92	313	Metabolite	Tolerance	0.999988	0.599506
Brotman_Wu_PlosGen_2016_PID_27760136	met93	313	Metabolite	Tolerance	0.0932613	0.655082
Brotman_Wu_PlosGen_2016_PID_27760136	met94	313	Metabolite	Tolerance	8.18914e-06	1
Busch_Meijn_NatGen_2014_PID_24212884	142_Mature_cell_length	201	Metabolite	Avoidance	8.52943e-06	1
Busch_Meijn_NatGen_2014_PID_24212884	143_Meristem_zone_length	201	Metabolite	Avoidance	8.52943e-06	1
Busch_Ristova_PlantJ_2018_PID_30030851	LR.no_ABA	191	Development	Avoidance	0.156169	0.800822
Busch_Ristova_PlantJ_2018_PID_30030851	LR.no_C	190	Development	Avoidance	0.14545	1
Busch_Ristova_PlantJ_2018_PID_30030851	LR.no_CK	192	Development	Avoidance	0.131589	1
Busch_Ristova_PlantJ_2018_PID_30030851	LR.no_IAA	190	Development	Avoidance	0.233131	1
Busch_Ristova_PlantJ_2018_PID_30030851	LRD_P_ABA	191	Development	Avoidance	0.126625	0.84505
Busch_Ristova_PlantJ_2018_PID_30030851	LRD_P_C	190	Development	Avoidance	7.02996e-06	0.624131
Busch_Ristova_PlantJ_2018_PID_30030851	LRD_P_CK	192	Development	Avoidance	0.0658435	1
Busch_Ristova_PlantJ_2018_PID_30030851	LRD_P_IAA	190	Development	Avoidance	0.0429627	0.970289
Busch_Ristova_PlantJ_2018_PID_30030851	LRD_R_ABA	191	Development	Avoidance	7.12307e-06	0.636501
Busch_Ristova_PlantJ_2018_PID_30030851	LRD_R_C	190	Development	Avoidance	7.02996e-06	1
Busch_Ristova_PlantJ_2018_PID_30030851	LRD_R_CK	192	Development	Avoidance	7.10505e-06	1
Busch_Ristova_PlantJ_2018_PID_30030851	LRD_R_IAA	190	Development	Avoidance	0.00948056	0.663533
Busch_Ristova_PlantJ_2018_PID_30030851	LRL_ABA	191	Development	Avoidance	0.316991	0.692747
Busch_Ristova_PlantJ_2018_PID_30030851	LRL_C	190	Development	Avoidance	0.146654	1
Busch_Ristova_PlantJ_2018_PID_30030851	LRL_CK	192	Development	Avoidance	0.352397	1
Busch_Ristova_PlantJ_2018_PID_30030851	LRL_IAA	190	Development	Avoidance	0.611751	0.490447
Busch_Ristova_PlantJ_2018_PID_30030851	LRR_ABA	191	Development	Avoidance	0.207058	0.850711
Busch_Ristova_PlantJ_2018_PID_30030851	LRR_C	190	Development	Avoidance	0.236743	0.577457
Busch_Ristova_PlantJ_2018_PID_30030851	LRR_CK	192	Development	Avoidance	0.288145	0.57265
Busch_Ristova_PlantJ_2018_PID_30030851	LRR_IAA	190	Development	Avoidance	0.0353769	1
Busch_Ristova_PlantJ_2018_PID_30030851	P_ABA	191	Development	Avoidance	0.999986	0.63417
Busch_Ristova_PlantJ_2018_PID_30030851	P_C	190	Development	Avoidance	0.46499	0.972928
Busch_Ristova_PlantJ_2018_PID_30030851	P_CK	192	Development	Avoidance	0.942686	0.682338
Busch_Ristova_PlantJ_2018_PID_30030851	P_IAA	190	Development	Avoidance	0.999986	0.635799
Busch_Ristova_PlantJ_2018_PID_30030851	P2_ABA	191	Development	Avoidance	0.974884	0.648153
Busch_Ristova_PlantJ_2018_PID_30030851	P2_C	190	Development	Avoidance	0.35971	1
Busch_Ristova_PlantJ_2018_PID_30030851	P2_CK	192	Development	Avoidance	0.999986	0.570334
Busch_Ristova_PlantJ_2018_PID_30030851	P2_IAA	190	Development	Avoidance	0.0942643	1
Busch_Ristova_PlantJ_2018_PID_30030851	R_ABA	191	Development	Avoidance	0.6804	0.588254
Busch_Ristova_PlantJ_2018_PID_30030851	R_C	190	Development	Avoidance	0.0451396	1
Busch_Ristova_PlantJ_2018_PID_30030851	R_CK	192	Development	Avoidance	0.122362	1
Busch_Ristova_PlantJ_2018_PID_30030851	R_IAA	190	Development	Avoidance	0.999986	0.668599
Busch_Ristova_PlantJ_2018_PID_30030851	TLRL_ABA	191	Development	Avoidance	0.309836	0.759218
Busch_Ristova_PlantJ_2018_PID_30030851	TLRL_C	190	Development	Avoidance	0.43345	0.707403
Busch_Ristova_PlantJ_2018_PID_30030851	TLRL_CK	192	Development	Avoidance	0.381233	0.491084
Busch_Ristova_PlantJ_2018_PID_30030851	TLRL_IAA	190	Development	Avoidance	0.632056	0.832144
Busch_Ristova_PlantJ_2018_PID_30030851	TRL_ABA	191	Development	Avoidance	0.999986	0.53802
Busch_Ristova_PlantJ_2018_PID_30030851	TRL_C	190	Development	Avoidance	0.583402	0.916589
Busch_Ristova_PlantJ_2018_PID_30030851	TRL_CK	192	Development	Avoidance	0.964519	0.514512
Busch_Ristova_PlantJ_2018_PID_30030851	TRL_IAA	190	Development	Avoidance	0.999986	0.725985
Busch_Satbhai_NatCommun_2017_PID_28537266	289_Root_length_Day_1	133	Development	Avoidance	0.999981	0.518108
Busch_Satbhai_NatCommun_2017_PID_28537266	290_Root_length_Day_2	134	Development	Avoidance	0.230341	1
Busch_Satbhai_NatCommun_2017_PID_28537266	291_Root_length_Day_3	132	Development	Avoidance	0.229207	1
Busch_Satbhai_NatCommun_2017_PID_28537266	292_Root_length_Day_4	126	Development	Avoidance	0.122975	1
Busch_Satbhai_NatCommun_2017_PID_28537266	293_Root_length_Day_5	131	Development	Avoidance	0.183077	1
Busch_Slovak_PlantCell_2014_PID_24920330	Average_root_width_avg	163	Development	Avoidance	0.935124	0.395935
Busch_Slovak_PlantCell_2014_PID_24920330	Average_root_width_day001	163	Development	Avoidance	8.0255e-06	1
Busch_Slovak_PlantCell_2014_PID_24920330	Average_root_width_day002	163	Development	Avoidance	0.34796	1
Busch_Slovak_PlantCell_2014_PID_24920330	Average_root_width_day003	163	Development	Avoidance	0.926885	0.452816
Busch_Slovak_PlantCell_2014_PID_24920330	Average_root_width_day004	163	Development	Avoidance	0.895133	0.507895
Busch_Slovak_PlantCell_2014_PID_24920330	Average_root_width_day005	163	Development	Avoidance	0.902016	0.358677
Busch_Slovak_PlantCell_2014_PID_24920330	Euclidian_length_day001	163	Development	Avoidance	0.822151	0.640652
Busch_Slovak_PlantCell_2014_PID_24920330	Euclidian_length_day002	163	Development	Avoidance	0.7693	0.270598
Busch_Slovak_PlantCell_2014_PID_24920330	Euclidian_length_day003	163	Development	Avoidance	0.687609	0.458943
Busch_Slovak_PlantCell_2014_PID_24920330	Euclidian_length_day004	163	Development	Avoidance	0.707941	0.462277
Busch_Slovak_PlantCell_2014_PID_24920330	Euclidian_length_day005	163	Development	Avoidance	0.734778	0.461535
Busch_Slovak_PlantCell_2014_PID_24920330	Relative_root_growth_rate_avg	163	Development	Avoidance	0.938058	0.857286
Busch_Slovak_PlantCell_2014_PID_24920330	Relative_root_growth_rate_day001.day002	162	Development	Avoidance	0.931018	1
Busch_Slovak_PlantCell_2014_PID_24920330	Relative_root_growth_rate_day002.day003	163	Development	Avoidance	0.807032	0.684022
Busch_Slovak_PlantCell_2014_PID_24920330	Relative_root_growth_rate_day003.day004	163	Development	Avoidance	0.908704	0.56917
Busch_Slovak_PlantCell_2014_PID_24920330	Relative_root_growth_rate_day004.day005	163	Development	Avoidance	0.947168	0.619087
Busch_Slovak_PlantCell_2014_PID_24920330	Root_angle_avg	163	Development	Avoidance	0.208148	0.61221
Busch_Slovak_PlantCell_2014_PID_24920330	Root_angle_day001	163	Development	Avoidance	8.0255e-06	1
Busch_Slovak_PlantCell_2014_PID_24920330	Root_angle_day002	163	Development	Avoidance	0.171834	0.712647
Busch_Slovak_PlantCell_2014_PID_24920330	Root_angle_day003	163	Development	Avoidance	0.160074	1
Busch_Slovak_PlantCell_2014_PID_24920330	Root_angle_day004	163	Development	Avoidance	0.217061	1
Busch_Slovak_PlantCell_2014_PID_24920330	Root_angle_day005	163	Development	Avoidance	0.252108	1
Busch_Slovak_PlantCell_2014_PID_24920330	Root_directional_equivalent_avg	163	Development	Avoidance	0.251692	0.980933
Busch_Slovak_PlantCell_2014_PID_24920330	Root_directional_equivalent_day001	163	Development	Avoidance	0.132206	1
Busch_Slovak_PlantCell_2014_PID_24920330	Root_directional_equivalent_day002	163	Development	Avoidance	0.439641	0.909229
Busch_Slovak_PlantCell_2014_PID_24920330	Root_directional_equivalent_day003	163	Development	Avoidance	0.375509	1
Busch_Slovak_PlantCell_2014_PID_24920330	Root_directional_equivalent_day004	163	Development	Avoidance	0.398218	1
Busch_Slovak_PlantCell_2014_PID_24920330	Root_directional_equivalent_day005	163	Development	Avoidance	0.335508	0.712515
Busch_Slovak_PlantCell_2014_PID_24920330	Root_growth_rate_avg	163	Development	Avoidance	0.890694	1
Busch_Slovak_PlantCell_2014_PID_24920330	Root_growth_rate_day001.day002	162	Development	Avoidance	0.650128	0.651616
Busch_Slovak_PlantCell_2014_PID_24920330	Root_growth_rate_day002.day003	163	Development	Avoidance	0.000878861	1
Busch_Slovak_PlantCell_2014_PID_24920330	Root_growth_rate_day003.day004	163	Development	Avoidance	0.820715	1
Busch_Slovak_PlantCell_2014_PID_24920330	Root_growth_rate_day004.day005	163	Development	Avoidance	0.418908	1
Busch_Slovak_PlantCell_2014_PID_24920330	Root_horizontal_index_avg	163	Development	Avoidance	0.418806	0.938307
Busch_Slovak_PlantCell_2014_PID_24920330	Root_horizontal_index_day001	163	Development	Avoidance	0.702041	0.570806
Busch_Slovak_PlantCell_2014_PID_24920330	Root_horizontal_index_day002	163	Development	Avoidance	0.628919	0.947894
Busch_Slovak_PlantCell_2014_PID_24920330	Root_horizontal_index_day003	163	Development	Avoidance	0.229194	1
Busch_Slovak_PlantCell_2014_PID_24920330	Root_horizontal_index_day004	163	Development	Avoidance	0.262355	1
Busch_Slovak_PlantCell_2014_PID_24920330	Root_horizontal_index_day005	163	Development	Avoidance	0.396459	0.802096
Busch_Slovak_PlantCell_2014_PID_24920330	Root_linearity_avg	163	Development	Avoidance	0.0197583	1
Busch_Slovak_PlantCell_2014_PID_24920330	Root_linearity_day001	163	Development	Avoidance	8.0255e-06	1
Busch_Slovak_PlantCell_2014_PID_24920330	Root_linearity_day002	163	Development	Avoidance	0.998874	0.441512
Busch_Slovak_PlantCell_2014_PID_24920330	Root_linearity_day003	163	Development	Avoidance	8.0255e-06	1
Busch_Slovak_PlantCell_2014_PID_24920330	Root_linearity_day004	163	Development	Avoidance	0.00161055	1
Busch_Slovak_PlantCell_2014_PID_24920330	Root_linearity_day005	163	Development	Avoidance	0.0425933	1
Busch_Slovak_PlantCell_2014_PID_24920330	Root_tortuosity_avg	163	Development	Avoidance	0.365756	0.689898
Busch_Slovak_PlantCell_2014_PID_24920330	Root_tortuosity_day001	163	Development	Avoidance	8.0255e-06	1
Busch_Slovak_PlantCell_2014_PID_24920330	Root_tortuosity_day002	163	Development	Avoidance	0.477199	0.879796
Busch_Slovak_PlantCell_2014_PID_24920330	Root_tortuosity_day003	163	Development	Avoidance	0.505622	0.720772
Busch_Slovak_PlantCell_2014_PID_24920330	Root_tortuosity_day004	163	Development	Avoidance	0.228985	0.69757
Busch_Slovak_PlantCell_2014_PID_24920330	Root_tortuosity_day005	163	Development	Avoidance	0.273682	0.539484
Busch_Slovak_PlantCell_2014_PID_24920330	Root_vertical_index_avg	163	Development	Avoidance	0.763917	0.340874
Busch_Slovak_PlantCell_2014_PID_24920330	Root_vertical_index_day001	163	Development	Avoidance	0.801967	0.701138
Busch_Slovak_PlantCell_2014_PID_24920330	Root_vertical_index_day002	163	Development	Avoidance	0.721395	0.267627
Busch_Slovak_PlantCell_2014_PID_24920330	Root_vertical_index_day003	163	Development	Avoidance	0.680189	0.44439
Busch_Slovak_PlantCell_2014_PID_24920330	Root_vertical_index_day004	163	Development	Avoidance	0.669083	0.525556
Busch_Slovak_PlantCell_2014_PID_24920330	Root_vertical_index_day005	163	Development	Avoidance	0.692499	0.49934
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_100_avg	163	Development	Avoidance	0.819052	0.399447
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_100_day001	163	Development	Avoidance	0.663505	0.808395
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_100_day002	163	Development	Avoidance	0.947147	0.488746
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_100_day003	163	Development	Avoidance	0.852276	0.465908
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_100_day004	163	Development	Avoidance	0.7032	0.695349
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_100_day005	163	Development	Avoidance	0.334336	1
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_20_avg	163	Development	Avoidance	0.652669	1
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_20_day001	163	Development	Avoidance	8.0255e-06	1
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_20_day002	163	Development	Avoidance	0.316619	1
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_20_day003	163	Development	Avoidance	0.582875	0.931273
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_20_day004	163	Development	Avoidance	0.932	0.463572
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_20_day005	163	Development	Avoidance	0.999988	0.579199
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_40_avg	163	Development	Avoidance	0.87025	0.580452
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_40_day001	163	Development	Avoidance	8.0255e-06	1
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_40_day002	163	Development	Avoidance	0.0134707	1
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_40_day003	163	Development	Avoidance	0.95604	0.490901
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_40_day004	163	Development	Avoidance	0.823717	0.559049
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_40_day005	163	Development	Avoidance	0.854621	0.386933
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_60_avg	163	Development	Avoidance	0.856637	0.475186
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_60_day001	163	Development	Avoidance	0.414659	1
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_60_day002	163	Development	Avoidance	0.669511	0.650397
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_60_day003	163	Development	Avoidance	0.846601	0.452657
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_60_day004	163	Development	Avoidance	0.866051	0.574132
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_60_day005	163	Development	Avoidance	0.828241	0.292038
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_80_avg	163	Development	Avoidance	0.999988	0.488983
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_80_day001	163	Development	Avoidance	0.932771	0.505406
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_80_day002	163	Development	Avoidance	0.878885	0.500132
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_80_day003	163	Development	Avoidance	0.692493	0.537319
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_80_day004	163	Development	Avoidance	0.884949	0.590256
Busch_Slovak_PlantCell_2014_PID_24920330	Root_width_80_day005	163	Development	Avoidance	0.416894	0.701424
Busch_Slovak_PlantCell_2014_PID_24920330	Total_length_day001	163	Development	Avoidance	0.802685	0.722361
Busch_Slovak_PlantCell_2014_PID_24920330	Total_length_day002	163	Development	Avoidance	0.720913	0.499511
Busch_Slovak_PlantCell_2014_PID_24920330	Total_length_day003	163	Development	Avoidance	0.651862	0.755911
Busch_Slovak_PlantCell_2014_PID_24920330	Total_length_day004	163	Development	Avoidance	0.70991	0.633498
Busch_Slovak_PlantCell_2014_PID_24920330	Total_length_day005	163	Development	Avoidance	0.730721	0.505674
Carlborg_Forsberg_PlosGen_2015_PID_26599497	286_Mo98	345	Ionomics	Tolerance	0.0691205	1
Chao_Chen_FronPlaSci_2018_PID_29545819	282_Zn66	345	Ionomics	Tolerance	0.388633	0.625354
Chapple_Li_Genetics_2014_PID_25173843	Xyloside_percentage	93	Metabolite	Tolerance	0.446461	0.788593
Coruzzi_Rosas_PNAS_2013_PID_23980140	PC1	69	Development	NA	6.25557e-06	1
Coruzzi_Rosas_PNAS_2013_PID_23980140	PC2	69	Development	NA	0.037001	1
Coupland_de_PNAS_2015_PID_25548158	LD12_peak	54	Development	Escape	8.54415e-06	1
Coupland_de_PNAS_2015_PID_25548158	LD12_period	54	Development	Escape	0.257238	1
Coupland_de_PNAS_2015_PID_25548158	LD14_peak	54	Development	Escape	8.54415e-06	1
Coupland_de_PNAS_2015_PID_25548158	LD14_period	54	Development	Escape	0.999988	1
Coupland_de_PNAS_2015_PID_25548158	LD16_peak	54	Development	Escape	8.54415e-06	1
Coupland_de_PNAS_2015_PID_25548158	LD16_period	54	Development	Escape	0.0575147	1
Coupland_de_PNAS_2015_PID_25548158	SD10_peak	54	Development	Escape	8.54415e-06	1
Coupland_de_PNAS_2015_PID_25548158	SD10_period	54	Development	Escape	8.54415e-06	1
Coupland_de_PNAS_2015_PID_25548158	SD8_peak	54	Development	Escape	0.0221626	1
Coupland_de_PNAS_2015_PID_25548158	SD8_period	54	Development	Escape	0.541066	1
Decroocq_Pagny_NewPyhtol_2012_PID_22943366	Agro_PPV_infection	4	Defense	NA	NA	1
Decroocq_Poque_BMCPlaBio_2015_PID_26109391	Mechnical_PPV_infection_Hampes_Rosettes	134	Defense	NA	0.0351187	1
Dellapenna_Angelovici_PlantCell_2013_PID_24368787	ile_ileleuval	313	Metabolite	Tolerance	8.54129e-06	1
Dellapenna_Angelovici_PlantCell_2013_PID_24368787	ile_t	312	Metabolite	Tolerance	0.390412	1
Dellapenna_Angelovici_PlantCell_2013_PID_24368787	ile	312	Metabolite	Tolerance	0.440146	0.791707
Dellapenna_Angelovici_PlantCell_2013_PID_24368787	leu_ileleuval	313	Metabolite	Tolerance	0.191208	1
Dellapenna_Angelovici_PlantCell_2013_PID_24368787	leu_t	312	Metabolite	Tolerance	0.189989	1
Dellapenna_Angelovici_PlantCell_2013_PID_24368787	leu	312	Metabolite	Tolerance	0.331284	1
Dellapenna_Angelovici_PlantCell_2013_PID_24368787	val_ileleuval	313	Metabolite	Tolerance	0.125147	0.907688
Dellapenna_Angelovici_PlantCell_2013_PID_24368787	val_t	312	Metabolite	Tolerance	0.999988	0.480597
Dellapenna_Angelovici_PlantCell_2013_PID_24368787	val	312	Metabolite	Tolerance	0.696952	0.216919
Dellapenna_Gonzalez-Jorge_PlantCell_2013_PID_24368792	beta_carotene	315	Metabolite	Tolerance	0.968656	0.475822
Deng_Ren_NewPyhtol_2018_PID_30556142	Seed_size	181	Development	Escape	0.493633	0.461122
Dicke_Davila_MolEcol_2017_PID_28295823	Aphid_reproduction	293	Defense	NA	0.552864	0.682544
Dicke_Davila_MolEcol_2017_PID_28295823	Thrips	302	Defense	NA	0.464912	0.565212
Dicke_Davila_NewPyhtol_2017_PID_27604707	Botrytis_and_Pieris	334	Defense	NA	0.399365	1
Dicke_Davila_NewPyhtol_2017_PID_27604707	Drought_and_Pieris	334	Defense	NA	0.0763539	1
Dicke_Davila_NewPyhtol_2017_PID_27604707	Drought	334	Defense	NA	8.35162e-06	0.648449
Dicke_Davila_NewPyhtol_2017_PID_27604707	P_rapae	334	Defense	NA	0.379006	0.755702
Dicke_Davila_NewPyhtol_2017_PID_27604707	P_xyllostella	311	Defense	NA	8.10293e-06	1
Exposito-Alonso_Nature_2019_PID_31462776	FT_mhi	515	Reproduction	Escape	0.862247	0.278866
Exposito-Alonso_Nature_2019_PID_31462776	FT_mhp	515	Reproduction	Escape	0.849973	0.2794
Exposito-Alonso_Nature_2019_PID_31462776	FT_mli	515	Reproduction	Escape	0.655484	0.189621
Exposito-Alonso_Nature_2019_PID_31462776	FT_mlp	515	Reproduction	Escape	0.602996	0.27797
Exposito-Alonso_Nature_2019_PID_31462776	FT_thi	515	Reproduction	Escape	0.881247	0.444091
Exposito-Alonso_Nature_2019_PID_31462776	FT_thp	515	Reproduction	Escape	0.849909	0.537733
Exposito-Alonso_Nature_2019_PID_31462776	FT_tli	515	Reproduction	Escape	0.707416	0.477779
Exposito-Alonso_Nature_2019_PID_31462776	FT_tlp	515	Reproduction	Escape	0.33089	0.188936
Exposito-Alonso_Nature_2019_PID_31462776	rFitness_mhi	515	Development	NA	0.16237	0.0809011
Exposito-Alonso_Nature_2019_PID_31462776	rFitness_mhp	515	Development	NA	1.61196e-05	0.499787
Exposito-Alonso_Nature_2019_PID_31462776	rFitness_mli	515	Development	NA	0.135291	0.567957
Exposito-Alonso_Nature_2019_PID_31462776	rFitness_mlp	515	Development	NA	0.128408	0.580888
Exposito-Alonso_Nature_2019_PID_31462776	rFitness_thi	515	Development	NA	0.194746	0.387354
Exposito-Alonso_Nature_2019_PID_31462776	rFitness_thp	515	Development	NA	0.294658	0.447253
Exposito-Alonso_Nature_2019_PID_31462776	rFitness_tli	515	Development	NA	0.259309	0.331941
Exposito-Alonso_Nature_2019_PID_31462776	rFitness_tlp	515	Development	NA	0.0284119	0.691267
Exposito-Alonso_Nature_2019_PID_31462776	rSeeds_mhi	515	Development	NA	0.135837	0.392505
Exposito-Alonso_Nature_2019_PID_31462776	rSeeds_mhp	515	Development	NA	0.0625613	0.86708
Exposito-Alonso_Nature_2019_PID_31462776	rSeeds_mli	515	Development	NA	1.67836e-05	0.210266
Exposito-Alonso_Nature_2019_PID_31462776	rSeeds_mlp	515	Development	NA	0.0763798	0.591641
Exposito-Alonso_Nature_2019_PID_31462776	rSeeds_thi	515	Development	NA	0.437358	0.233418
Exposito-Alonso_Nature_2019_PID_31462776	rSeeds_thp	515	Development	NA	0.520403	0.190223
Exposito-Alonso_Nature_2019_PID_31462776	rSeeds_tli	515	Development	NA	0.218876	0.0990633
Exposito-Alonso_Nature_2019_PID_31462776	rSeeds_tlp	515	Development	NA	0.0353436	0.327873
Exposito-Alonso_Nature_2019_PID_31462776	rSurvival_fruit_mhi	515	Development	NA	1.61196e-05	0.305634
Exposito-Alonso_Nature_2019_PID_31462776	rSurvival_fruit_mhp	515	Development	NA	1.61196e-05	0.200592
Exposito-Alonso_Nature_2019_PID_31462776	rSurvival_fruit_mli	515	Development	NA	0.355115	0.297174
Exposito-Alonso_Nature_2019_PID_31462776	rSurvival_fruit_mlp	515	Development	NA	0.194355	0.526439
Exposito-Alonso_Nature_2019_PID_31462776	rSurvival_fruit_thi	515	Development	NA	1.61196e-05	0.152845
Exposito-Alonso_Nature_2019_PID_31462776	rSurvival_fruit_thp	515	Development	NA	0.0946848	0.0918948
Exposito-Alonso_Nature_2019_PID_31462776	rSurvival_fruit_tli	515	Development	NA	0.170177	0.57015
Exposito-Alonso_Nature_2019_PID_31462776	rSurvival_fruit_tlp	515	Development	NA	0.00422572	0.158725
Fernie_Tohge_SciData_2018_PID_29611844	Flavonol.glycoside01	52	Metabolite	Tolerance	1.37911e-05	1
Fernie_Tohge_SciData_2018_PID_29611844	Flavonol.glycoside02	52	Metabolite	Tolerance	0.273942	1
Fernie_Tohge_SciData_2018_PID_29611844	GLS.1	52	Metabolite	Tolerance	0.0908932	1
Fernie_Tohge_SciData_2018_PID_29611844	GLS.2	52	Metabolite	Tolerance	1.37911e-05	1
Fernie_Tohge_SciData_2018_PID_29611844	I3M	52	Metabolite	Tolerance	1.37911e-05	1
Fernie_Tohge_SciData_2018_PID_29611844	Is3A7R	52	Metabolite	Tolerance	1.37911e-05	1
Fernie_Tohge_SciData_2018_PID_29611844	Is3G	52	Metabolite	Tolerance	1.37911e-05	1
Fernie_Tohge_SciData_2018_PID_29611844	Is3G7R	52	Metabolite	Tolerance	0.0552166	1
Fernie_Tohge_SciData_2018_PID_29611844	Is3R7R	52	Metabolite	Tolerance	0.273714	1
Fernie_Tohge_SciData_2018_PID_29611844	K3A7R	52	Metabolite	Tolerance	0.153897	1
Fernie_Tohge_SciData_2018_PID_29611844	K3G	52	Metabolite	Tolerance	1.37911e-05	1
Fernie_Tohge_SciData_2018_PID_29611844	K3G7G	52	Metabolite	Tolerance	0.114238	1
Fernie_Tohge_SciData_2018_PID_29611844	K3G7R	52	Metabolite	Tolerance	1.37911e-05	1
Fernie_Tohge_SciData_2018_PID_29611844	K3GG7R	52	Metabolite	Tolerance	1.37911e-05	1
Fernie_Tohge_SciData_2018_PID_29611844	K3GH	52	Metabolite	Tolerance	0.00853335	1
