pheno	MSE	NRMSE
met75	1.09291171653712	0.171216517523139
met76	0.818365134785068	0.170858502628551
met77	0.558494856056589	0.114406237720696
met78	0.484963488616605	0.120151171318364
met79	0.670225354752693	0.193031411295798
met80	0.960675171519978	0.203683612805322
met81	0.599336344217821	0.139371287157118
met82	0.676827075232304	0.145373657240582
met83	0.764120257774664	0.160540963411606
met84	0.802957717915073	0.135190300592079
met85	0.639379607222123	0.122028762745779
met86	0.494723411173176	0.151584373018283
met87	0.865275176122156	0.167515438329637
met88	0.837574803342748	0.13237966590512
met89	0.791139245099826	0.160829276833516
met90	0.681254933524463	0.153474833440762
met91	0.650906624871492	0.179197434521696
met92	0.345764217061416	0.136914216573994
met93	0.975190536846415	0.133228001409271
met94	0.810163093698426	0.161713929623823
X142_Mature_cell_length	837.361845570335	0.203496520489006
X143_Meristem_zone_length	844.048700307006	0.217682175939601
LR.no_ABA	1.17607467583955	0.154924252448497
LR.no_C	1.27655626681965	0.176538733661771
LR.no_CK	2.8633385195806	0.151083948093954
LR.no_IAA	2.79157049402334	0.163803858607798
LRD_P_ABA	0.00414783678384753	0.160327860671058
LRD_P_C	0.00282657123161903	0.114853117115434
LRD_P_CK	0.00329136009057995	0.138142009198326
LRD_P_IAA	0.00680064616704464	0.116083939164531
LRD_R_ABA	0.113011540075766	0.127063495735985
LRD_R_C	0.0224173674883853	0.150370899804549
LRD_R_CK	0.0235860244435916	0.130084212823597
LRD_R_IAA	0.00932762321234857	0.110250709021391
LRL_ABA	0.0938905135026033	0.213515148437598
LRL_C	0.448655810270255	0.201533801922441
LRL_CK	0.216823284943798	0.189370398450931
LRL_IAA	0.0147711447048505	0.159079317030904
LRR_ABA	0.00691174768436512	0.15190374804815
LRR_C	0.0387670076553528	0.116920066270183
LRR_CK	0.013995503952601	0.12391598917819
LRR_IAA	0.0168322735755714	0.127070766165089
