paper	phenotype	numaccessions	phenotypecategory	stressstrategy	pve	rho	raw_var	imp_var	rawquant_var	impquant_var	n
Kliebenstein_Chan_Genetics_2010_PID_19737743	X4_hydroxy_indol_3_ylmethyl_2008	90	Metabolite	Tolerance	0.520333	1	5.45906829488919e-05	5.83152999401751e-06	0.418506517338432	0.961449759054673	67
Kliebenstein_Chan_Genetics_2010_PID_19737743	X4_methoxy_indol_3_ylmethyl_2008	90	Metabolite	Tolerance	0.990134	0.601	0.0130182270465853	0.000871067765377712	0.991619646787854	0.998962920455641	67
Kliebenstein_Chan_Genetics_2010_PID_19737743	X4_methylsulfinylbutyl_2008	90	Metabolite	Tolerance	0.999983	0.992823	0.337914654002714	0.0242047704336449	0.310468870113482	0.967298408672052	67
Kliebenstein_Chan_Genetics_2010_PID_19737743	X4_methylthiobutyl_2008	90	Metabolite	Tolerance	0.999983	0.899514	0.448202939846223	0.0336768985247652	0.339501605447897	0.955371720483796	67
Kliebenstein_Chan_Genetics_2010_PID_19737743	X5_methylsulfinylpentyl_2008	90	Metabolite	Tolerance	0.316454	1	0.000316236996834012	2.10020192061161e-05	0.302810589211193	0.83558991695143	67
Kliebenstein_Chan_Genetics_2010_PID_19737743	X7_methylsulfinylheptyl_2008	90	Metabolite	Tolerance	0.999983	0.986506	0.00859371325192221	0.000675479888042017	0.680959732075298	0.979139205906406	67
Kliebenstein_Chan_Genetics_2010_PID_19737743	X7_methylthioheptyl_2008	90	Metabolite	Tolerance	0.996363	0.950383	0.00573378561736771	0.000420660923944712	0.778328912293937	0.98611479638585	67
Kliebenstein_Chan_Genetics_2010_PID_19737743	X8_methylsulfinyloctyl_2008	90	Metabolite	Tolerance	0.934844	0.371873	0.344424513794663	0.027902421162545	0.987913370415503	0.99878953784042	67
Kliebenstein_Chan_Genetics_2010_PID_19737743	X8_methylthiooctyl_2008	90	Metabolite	Tolerance	0.965311	0.71224	0.0311475802804161	0.00302847203479166	0.994067375663009	0.999149570826654	67
Kliebenstein_Chan_PlosBio_2011_PID_21857804	AgNO3_Camalexin_1	91	Metabolite	Tolerance	7.72483e-06	1	70302.6300206102	4912.65218061813	0.996099300369145	0.99889166655957	68
