h_mean	h_median	h_2.5%	h_97.5%	PVE_mean	PVE_median	PVE_2.5%	PVE_97.5%	rho_mean	rho_median	rho_2.5%	rho_97.5%	PGE_mean	PGE_median	PGE_2.5%	PGE_97.5%	pi_mean	pi_median	pi_2.5%	pi_97.5%	n.gamma_mean	n.gamma_median	n.gamma_2.5%	n.gamma_97.5%	pheno
0.96827646132	0.9702651	0.9400597	0.9829987	0.8225150249	0.8226768	0.7676308	0.8718196	0.994746815052	0.9964409	0.979829	0.9999079	0.968115948359	0.9753144	0.9011222	0.9992557	0.001518563283118	0.001507849	0.0009042079	0.002237135	96.84544	104	58	140	G2H3B
0.988020930954	0.9882737	0.9793931	0.9943692	0.927281788217	0.9261529	0.9011702	0.9549626	0.997314179905	0.998416	0.9840793	0.9999976	0.984208652153	0.9887796	0.9255242	0.9999842	0.00155538364072	0.001514313	0.00132117	0.00213217	102.56341	101	85	130	G2H4P
0.948610090665	0.9531602	0.8927521	0.9800322	0.840782076592	0.8407726	0.7944034	0.8821931	0.991447769823	0.9936049	0.9697279	0.9997176	0.970436553176	0.9753425	0.910847	0.998782	0.0002395531880111	0.0002450599	0.0001041671	0.0004022982	17.54478	17	10	26	G2P
0.933769219992	0.9408885	0.8536644	0.9735899325	0.797804760087	0.8001968	0.698056785	0.8820322	0.950546149691	0.9608942	0.8400223	0.9983484	0.838695065245	0.8445914	0.6434523	0.991921	0.00053834922536	0.0005319976	0.0001879082	0.0009289509	36.3496	36	15	60	G3B
0.858186587388	0.8853114	0.604053205	0.9645915	0.5425128042722	0.5461328	0.3551524	0.7030729	0.928392799466736	0.9576149	0.6942705	0.9956144	0.679845561278385	0.6993918	0.3086465325	0.9565653	0.0001689885350343	0.0001525688	2.403085e-05	0.0004339016	13.15704	12	3	27	G3BOP
0.992625280167	0.9939284	0.9828005	0.9981905	0.965120632497	0.9668344	0.9306134	0.9887526	0.997784019961	0.9989369	0.9916073	0.9997516	0.989736943479	0.9939059	0.9705388	0.9985448	0.00118357234463	0.001154141	0.001063732	0.00139352	83.40541	81	78	95	G3HP
0.981049775945	0.981618	0.9643093	0.9907406	0.792213590969	0.7931034	0.7278192	0.8553901	0.997043804181	0.9980917	0.9892426	0.999994	0.963017345583	0.9714459	0.8854014	0.9998945	0.000342853760693	0.0003425658	0.0002890718	0.0004072385	24.0456	24	19	29	G3MSP
0.7705924821308	0.8303808	0.328789665	0.9746708	0.4959284803764	0.4865451	0.2167723	0.7593868	0.93451795541195	0.9786382	0.6004446675	0.9995655	0.807984376396569	0.8790761	0.2611569725	0.9965331475	0.000368366366163	0.0003144653	4.20949e-05	0.001063522	26.00176	24	5	68	G3MTP
0.297947885595363	0.27598155	0.02612025325	0.678786145	0.146904900546027	0.13788475	0.011671644	0.33997633	0.649304237949039	0.72264155	0.05522430325	0.99155657	0.350761957754664	0.27698215	0.0003798794325	0.9525275	0.0019561390055082	0.0019768135	1.989579375e-05	0.004546352	126.04804	129	1	288	G4BOB
0.996662931243	0.9971615	0.9884709	0.9998063	0.957529912175	0.9591927	0.8887903	0.9965528	0.997241341357	0.9977185	0.9930641	0.9997617	0.964469096693	0.9653543	0.9245041	0.9958552	0.0022438003095	0.002307567	0.001811652	0.002803381	132.73585	136	116	154	G4HB
0.989383792236	0.9898831	0.9820165	0.9939151	0.915894746269	0.9134169	0.8897521	0.946222	0.998131370444	0.9990173	0.9901106	0.9999042	0.986355693576	0.9915348	0.9387414	0.9991719	0.00138319333947	0.001398557	0.001231768	0.001519578	77.91616	78	70	87	G4MSB
0.989148014112	0.9894115	0.984182	0.9934815	0.944363798102	0.9436282	0.9296989	0.9604296	0.998979541322	0.9993989	0.9956918	0.9999969	0.994851270976	0.9974063	0.9797389	0.9999821	0.00214008479165	0.002123173	0.001870356	0.002403692	137.28187	137	127	147	G4MTB
0.926062933749	0.9366688	0.8132316925	0.9764451725	0.664580565163	0.6671469	0.5183716	0.7882674	0.961158486257	0.9793761	0.7874771	0.9989608	0.794106739485	0.8317918	0.4197583125	0.9918082	0.0002950444929453	0.0002700712	4.439085e-05	0.0005958145	20.92811	19	5	44	G4P
0.988216482263	0.9885929	0.9804178	0.9956988	0.921831912426	0.9224902	0.8891022	0.9610449	0.997934902294	0.9987967	0.9919437	0.9999869	0.98580666536	0.991777	0.9430018	0.9998917	0.00165519893214	0.001689023	0.001307816	0.001870295	105.19505	104	95	120	G5MSP
0.999277010192	0.9997131	0.9967886	0.9999872	0.990902142972	0.9947917	0.9620758	0.9998382	0.997857378269	0.998031	0.9932494	0.9999183	0.974512793481	0.9716143	0.9393603	0.9987054	0.00321788725096	0.003101824	0.002894671	0.003796847	190.03192	190	185	195	G5MTP
0.422879841819977	0.4208599	0.119875	0.738100735	0.296682353961694	0.2977353	0.06888778325	0.5207154175	0.450386780030829	0.4431855	0.023681325	0.9266071975	0.139090380681518	0.073491465	0	0.642208575	0.0013113222292343	0.000300779	1.7590723e-05	0.0046438904	84.15082	19	0	291	G6MSH
